delta_x	delta_ca	gamma_category_id	gamma_encoding	gamma_scs	status
-1.191383	-38.637275	68	8359	13,-2,0,0,0	ok
-1.189379	-38.637275	68	8359	13,-2,0,0,0	ok
-1.187375	-38.637275	68	8359	13,-2,0,0,0	ok
-1.185371	-38.637275	393	152602	13,-2,0,0,-1	ok
-1.183367	-38.637275	1375	48950539	13,-2,0,0,1	ok
-1.181363	-38.637275	9	1352	13,-2,0,0	ok
-1.179359	-38.637275	236	61049	13,-2,0,-1,0	ok
-1.177355	-38.637275	671	780599	13,-2,0,1,0	ok
-1.175351	-38.637275	1094	10508794	13,-2,0,-2,0	ok
-1.173347	-38.637275	3321	45816612651524	13,-2,0,-7	ok
-1.171343	-38.637275	2029	1456947164	13,-2,-1,-3,0	ok
-1.169339	-38.637275	3228	13834696844509	13,-2,-1,0,2	ok
-1.167335	-38.637275	120	19084	13,-2,-1,0,0	ok
-1.165331	-38.637275	1494	113635324	13,-2,1,0,1	ok
-1.163327	-38.637275	2128	1953468739	13,-2,1,-3,0	ok
-1.161323	-38.637275	322	105544	13,-2,-2,0,0	ok
-1.159319	-38.637275	718	1059214	13,-2,3,0,0	ok
-1.157315	-38.637275	1651	280311977	13,-2,9,-1	ok
-1.155311	-38.637275	2154	2043362602	13,-2,-13,0	ok
-1.153307	-38.637275	2257	2705647115	13,1,13,0	ok
-1.151303	-38.637275	2146	2020667780	13,1,-13,0	ok
-1.149299	-38.637275	2265	2733968459	13,1,-13,-1	ok
-1.147295	-38.637275	1915	1075807279	13,1,12	ok
-1.145291	-38.637275	2157	2043426530	13,1,12,-1	ok
-1.143287	-38.637275	2624	17368845364	13,1,-12,2	ok
-1.141283	-38.637275	1945	1133427440	13,1,10,1	ok
-1.139279	-38.637275	1290	30229174	13,1,-8	ok
-1.137275	-38.637275	4271	1314553223618838920	13,1,5,-13	ok
-1.135271	-38.637275	1975	1320234779	13,1,4,-3	ok
-1.133267	-38.637275	1044	7424705	13,1,-4,-1,0	ok
-1.131263	-38.637275	1329	39930490	13,1,3,-1,-1	ok
-1.129259	-38.637275	941	4355650	13,1,-3,0,-1	ok
-1.127255	-38.637275	4206	1139301178857792029	13,1,2,-13	ok
-1.125251	-38.637275	594	515594	13,1,2,1	ok
-1.123246	-38.637275	149	27704	13,1,2,0	ok
-1.121242	-38.637275	300	93070	13,1,-2,0,0	ok
-1.119238	-38.637275	82	10559	13,1,-2,0	ok
-1.117234	-38.637275	2875	143731360064	13,1,-2,2,1	ok
-1.115230	-38.637275	4152	1085618905060550185	13,1,1,-13	ok
-1.113226	-38.637275	2816	69184002205	13,1,1,-4,0	ok
-1.111222	-38.637275	323	106004	13,1,1,1	ok
-1.109218	-38.637275	494	265330	13,1,1,-1,0	ok
-1.107214	-38.637275	37	4160	13,1,1,0	ok
-1.105210	-38.637275	622	612145	13,1,1,0,-1	ok
-1.103206	-38.637275	109	15905	13,1,-1,0,0	ok
-1.101202	-38.637275	109	15905	13,1,-1,0,0	ok
-1.099198	-38.637275	2723	38204422805	13,1,-1,0,-2	ok
-1.097194	-38.637275	51	5330	13,1,-1,-1	ok
-1.095190	-38.637275	1275	28339130	13,1,-1,1,-1	ok
-1.093186	-38.637275	3115	1827901636094	13,1,-1,3,1	ok
-1.091182	-38.637275	4125	1059618423571246415	13,1,-1,-13	ok
-1.089178	-38.637275	4100	1034164923384236555	13,1,0,-13	ok
-1.087174	-38.637275	3873	547925133737227430	13,1,0,12	ok
-1.085170	-38.637275	3759	282841303666246859	13,1,0,-12	ok
-1.083166	-38.637275	3066	1080127359064	13,1,0,-5,0	ok
-1.081162	-38.637275	2544	9978818330	13,1,0,-3,-1	ok
-1.079158	-38.637275	1091	10082269	13,1,0,-2,0	ok
-1.077154	-38.637275	122	19280	13,1,0,1	ok
-1.075150	-38.637275	1178	16846084	13,-1,0,1,-1	ok
-1.073146	-38.637275	205	45727	13,-1,0,-1,0	ok
-1.071142	-38.637275	205	45727	13,-1,0,-1,0	ok
-1.069138	-38.637275	2878	144845497309	13,-1,0,-1,-2	ok
-1.067134	-38.637275	4531	1075936982225822231209	13,-1,0,-1,4	ok
-1.065130	-38.637275	4561	28676849956747592443252	13,-1,0,-1,-5	ok
-1.063126	-38.637275	2878	144845497309	13,-1,0,-1,-2	ok
-1.061122	-38.637275	769	1410334	13,-1,0,-1,-1	ok
-1.059118	-38.637275	205	45727	13,-1,0,-1,0	ok
-1.057114	-38.637275	2246	2622074710	13,-1,0,1,1	ok
-1.055110	-38.637275	3597	27914406871641127	13,-1,0,-2,-3	ok
-1.053106	-38.637275	990	5334985	13,-1,0,2	ok
-1.051102	-38.637275	3047	938952172135	13,-1,0,5	ok
-1.049098	-38.637275	3870	547877237138122960	13,-1,0,12	ok
-1.047094	-38.637275	4099	1034087795823064960	13,-1,0,-13	ok
-1.045090	-38.637275	4385	1948882328046378559	13,-1,0,-13,0	ok
-1.043086	-38.637275	3908	562485689367187834	13,-1,-1,12	ok
-1.041082	-38.637275	186	39034	13,-1,-1,1	ok
-1.039078	-38.637275	4714	534668747556666668046797221876363177	13,-1,-1,0,-13	ok
-1.037074	-38.637275	1428	71538715	13,-1,-1,0,1	ok
-1.035070	-38.637275	474	239752	13,-1,1,-1,0	ok
-1.033066	-38.637275	3715	151017608459474752	13,-1,1,11	ok
-1.031062	-38.637275	3961	592729443791540695	13,-1,-2,12	ok
-1.029058	-38.637275	3260	16753536886159	13,-1,-2,0,2	ok
-1.027054	-38.637275	4204	1139218242178860685	13,-1,2,-13	ok
-1.025050	-38.637275	4240	1195208050966787959	13,-1,3,-13	ok
-1.023046	-38.637275	1015	5880709	13,-1,-6,0	ok
-1.021042	-38.637275	1926	1090048060	13,-1,11,-1	ok
-1.019038	-38.637275	2148	2020731352	13,-1,12,-1	ok
-1.017034	-38.637275	4325	1817960589190166515	13,-1,12,-13	ok
-1.015030	-38.637275	4084	1032160972583675035	13,-1,-13,12	ok
-1.013026	-38.637275	3073	1165718676034	13,-1,-13,-2,1	ok
-1.011022	-38.637275	2619	17030181709	13,-1,-13,-1,-1	ok
-1.009018	-38.637275	2141	1998162910	13,-1,-13,0	ok
-1.007014	-38.637275	2141	1998162910	13,-1,-13,0	ok
-1.005010	-38.637275	2134	1975846927	13,0,-13,0	ok
-1.003006	-38.637275	2134	1975846927	13,0,-13,0	ok
-1.001002	-38.637275	2134	1975846927	13,0,-13,0	ok
-0.998998	-38.637275	2134	1975846927	13,0,-13,0	ok
-0.996994	-38.637275	2133	1975784066	-13,0,-13,0	ok
-0.994990	-38.637275	2254	2677619585	-13,0,-13,-1	ok
-0.992986	-38.637275	2254	2677619585	-13,0,-13,-1	ok
-0.990982	-38.637275	3167	4588988141378	-13,0,-13,-1,-2	ok
-0.988978	-38.637275	2616	16918341353	-13,0,-13,-1,-1	ok
-0.986974	-38.637275	2455	6233363660	-13,0,-13,-1,0	ok
-0.984970	-38.637275	2455	6233363660	-13,0,-13,-1,0	ok
-0.982966	-38.637275	2254	2677619585	-13,0,-13,-1	ok
-0.980962	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.978958	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.976954	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.974950	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.972946	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.970942	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.968938	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.966934	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.964930	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.962926	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.960922	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.958918	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.956914	-38.637275	2411	4751906303	-13,0,-13,1	ok
-0.954910	-38.637275	2735	40947349853	-13,0,-13,1,-1	ok
-0.952906	-38.637275	2616	16918341353	-13,0,-13,-1,-1	ok
-0.950902	-38.637275	2616	16918341353	-13,0,-13,-1,-1	ok
-0.948898	-38.637275	3167	4588988141378	-13,0,-13,-1,-2	ok
-0.946894	-38.637275	2413	4794995531	-13,-1,-13,1	ok
-0.944890	-38.637275	2822	75142269920	-13,-1,-13,-3	ok
-0.942886	-38.637275	3790	298712655979793031	-13,-1,-13,11	ok
-0.940882	-38.637275	4083	1032160971146900195	-13,-1,-13,12	ok
-0.938878	-38.637275	4342	1859645975864587320	-13,-1,-13,-13	ok
-0.936874	-38.637275	4324	1817960587283357355	-13,-1,12,-13	ok
-0.934870	-38.637275	4073	1007280880982767380	-13,-1,12,12	ok
-0.932866	-38.637275	2988	494794121565	-13,-1,-12,-4	ok
-0.930862	-38.637275	1294	31208925	-13,-1,-7,-1	ok
-0.928858	-38.637275	1467	98750406	-13,-1,3,2	ok
-0.926854	-38.637275	3040	932163358881	-13,-1,-2,1,-2	ok
-0.924850	-38.637275	4515	363512808346010932821	-13,-1,1,-13,2	ok
-0.922846	-38.637275	2001	1404526475	-13,-1,1,3	ok
-0.920842	-38.637275	3303	41926107427130	-13,-1,-1,-1,2	ok
-0.918838	-38.637275	1631	250689611	-13,-1,-1,-2,-1	ok
-0.916834	-38.637275	4734	648909058666749958915134446056115666	-13,-1,-1,2,-13	ok
-0.914830	-38.637275	872	2653031	-13,-1,-1,-1,-1	ok
-0.912826	-38.637275	3936	577434167862563990	-13,-1,1,12	ok
-0.910822	-38.637275	3978	608430203821883795	-13,1,2,12	ok
-0.908818	-38.637275	2178	2160052103	-13,1,-10,-2	ok
-0.906814	-38.637275	1914	1075760895	-13,1,12	ok
-0.904810	-38.637275	4326	1818078342283033130	-13,1,12,-13	ok
-0.902806	-38.637275	4344	1859765750179105835	-13,1,-13,-13	ok
-0.900802	-38.637275	4085	1032237990898973210	-13,1,-13,12	ok
-0.898798	-38.637275	3255	16343733917135	-13,1,-13,5	ok
-0.896794	-38.637275	4346	1859885530279326176	-13,-2,-13,-13	ok
-0.894790	-38.637275	2278	2820117626	-13,-2,-12,1	ok
-0.892786	-38.637275	1629	250644830	-13,-2,-2,-3	ok
-0.890782	-38.637275	3139	3000795542180	-13,-2,1,-2,-2	ok
-0.888778	-38.637275	4023	674820524294508050	-13,2,4,12	ok
-0.886774	-38.637275	4331	1818313869444037500	-13,2,12,-13	ok
-0.884770	-38.637275	4088	1032392043334414286	-13,2,-13,12	ok
-0.882766	-38.637275	3590	18020063957583851	-13,-3,12,9	ok
-0.880762	-38.637275	4159	1085858894497390176	-13,-3,1,-13	ok
-0.878758	-38.637275	4351	1860244905296061350	-13,3,-13,-13	ok
-0.876754	-38.637275	3969	593034341399225085	-13,-4,-2,12	ok
-0.874749	-38.637275	4093	1032777249863076461	-13,-5,-13,12	ok
-0.872745	-38.637275	4337	1819138394724360860	-13,-6,12,-13	ok
-0.870741	-38.637275	2082	1720761755	-13,-8,-13	ok
-0.868737	-38.637275	1980	1335850491	-13,-10,12	ok
-0.866733	-38.637275	915	3467636	-13,-11,-3,1	ok
-0.864729	-38.637275	2104	1865352635	-13,11,-13	ok
-0.862725	-38.637275	2109	1886730281	-13,-12,-13	ok
-0.860721	-38.637275	1315	36282396	-13,-12,7	ok
-0.858717	-38.637275	3972	593847979683330665	-13,-12,-2,12	ok
-0.856713	-38.637275	444	200636	-13,-12,2	ok
-0.854709	-38.637275	1320	37398251	-13,12,7	ok
-0.852705	-38.637275	2007	1420631531	-13,12,12	ok
-0.850701	-38.637275	2007	1420631531	-13,12,12	ok
-0.848697	-38.637275	2007	1420631531	-13,12,12	ok
-0.846693	-38.637275	2007	1420631531	-13,12,12	ok
-0.844689	-38.637275	2007	1420631531	-13,12,12	ok
-0.842685	-38.637275	2113	1908291506	-13,12,-13	ok
-0.840681	-38.637275	2113	1908291506	-13,12,-13	ok
-0.838677	-38.637275	2113	1908291506	-13,12,-13	ok
-0.836673	-38.637275	2113	1908291506	-13,12,-13	ok
-0.834669	-38.637275	2113	1908291506	-13,12,-13	ok
-0.832665	-38.637275	2113	1908291506	-13,12,-13	ok
-0.830661	-38.637275	2113	1908291506	-13,12,-13	ok
-0.828657	-38.637275	2113	1908291506	-13,12,-13	ok
-0.826653	-38.637275	2113	1908291506	-13,12,-13	ok
-0.824649	-38.637275	2113	1908291506	-13,12,-13	ok
-0.822645	-38.637275	2113	1908291506	-13,12,-13	ok
-0.820641	-38.637275	2113	1908291506	-13,12,-13	ok
-0.818637	-38.637275	2113	1908291506	-13,12,-13	ok
-0.816633	-38.637275	2113	1908291506	-13,12,-13	ok
-0.814629	-38.637275	2113	1908291506	-13,12,-13	ok
-0.812625	-38.637275	2113	1908291506	-13,12,-13	ok
-0.810621	-38.637275	2113	1908291506	-13,12,-13	ok
-0.808617	-38.637275	2113	1908291506	-13,12,-13	ok
-0.806613	-38.637275	2113	1908291506	-13,12,-13	ok
-0.804609	-38.637275	2113	1908291506	-13,12,-13	ok
-0.802605	-38.637275	2113	1908291506	-13,12,-13	ok
-0.800601	-38.637275	2113	1908291506	-13,12,-13	ok
-0.798597	-38.637275	2113	1908291506	-13,12,-13	ok
-0.796593	-38.637275	2113	1908291506	-13,12,-13	ok
-0.794589	-38.637275	2113	1908291506	-13,12,-13	ok
-0.792585	-38.637275	2113	1908291506	-13,12,-13	ok
-0.790581	-38.637275	2113	1908291506	-13,12,-13	ok
-0.788577	-38.637275	2113	1908291506	-13,12,-13	ok
-0.786573	-38.637275	2113	1908291506	-13,12,-13	ok
-0.784569	-38.637275	2113	1908291506	-13,12,-13	ok
-0.782565	-38.637275	2113	1908291506	-13,12,-13	ok
-0.780561	-38.637275	2113	1908291506	-13,12,-13	ok
-0.778557	-38.637275	2113	1908291506	-13,12,-13	ok
-0.776553	-38.637275	2113	1908291506	-13,12,-13	ok
-0.774549	-38.637275	2113	1908291506	-13,12,-13	ok
-0.772545	-38.637275	2113	1908291506	-13,12,-13	ok
-0.770541	-38.637275	2113	1908291506	-13,12,-13	ok
-0.768537	-38.637275	2113	1908291506	-13,12,-13	ok
-0.766533	-38.637275	2113	1908291506	-13,12,-13	ok
-0.764529	-38.637275	2113	1908291506	-13,12,-13	ok
-0.762525	-38.637275	2113	1908291506	-13,12,-13	ok
-0.760521	-38.637275	2113	1908291506	-13,12,-13	ok
-0.758517	-38.637275	2007	1420631531	-13,12,12	ok
-0.756513	-38.637275	2007	1420631531	-13,12,12	ok
-0.754509	-38.637275	2007	1420631531	-13,12,12	ok
-0.752505	-38.637275	2007	1420631531	-13,12,12	ok
-0.750501	-38.637275	2007	1420631531	-13,12,12	ok
-0.748497	-38.637275	2007	1420631531	-13,12,12	ok
-0.746493	-38.637275	2007	1420631531	-13,12,12	ok
-0.744489	-38.637275	2007	1420631531	-13,12,12	ok
-0.742485	-38.637275	2007	1420631531	-13,12,12	ok
-0.740481	-38.637275	2007	1420631531	-13,12,12	ok
-0.738477	-38.637275	2007	1420631531	-13,12,12	ok
-0.736473	-38.637275	2007	1420631531	-13,12,12	ok
-0.734469	-38.637275	2007	1420631531	-13,12,12	ok
-0.732465	-38.637275	2007	1420631531	-13,12,12	ok
-0.730461	-38.637275	2007	1420631531	-13,12,12	ok
-0.728457	-38.637275	2007	1420631531	-13,12,12	ok
-0.726453	-38.637275	2007	1420631531	-13,12,12	ok
-0.724449	-38.637275	2007	1420631531	-13,12,12	ok
-0.722445	-38.637275	2007	1420631531	-13,12,12	ok
-0.720441	-38.637275	2006	1420578229	12,12,12	ok
-0.718437	-38.637275	2006	1420578229	12,12,12	ok
-0.716433	-38.637275	2006	1420578229	12,12,12	ok
-0.714429	-38.637275	2006	1420578229	12,12,12	ok
-0.712425	-38.637275	2006	1420578229	12,12,12	ok
-0.710421	-38.637275	2006	1420578229	12,12,12	ok
-0.708417	-38.637275	2006	1420578229	12,12,12	ok
-0.706413	-38.637275	2006	1420578229	12,12,12	ok
-0.704409	-38.637275	2006	1420578229	12,12,12	ok
-0.702405	-38.637275	2006	1420578229	12,12,12	ok
-0.700401	-38.637275	2006	1420578229	12,12,12	ok
-0.698397	-38.637275	2006	1420578229	12,12,12	ok
-0.696393	-38.637275	2006	1420578229	12,12,12	ok
-0.694389	-38.637275	2006	1420578229	12,12,12	ok
-0.692385	-38.637275	2006	1420578229	12,12,12	ok
-0.690381	-38.637275	2006	1420578229	12,12,12	ok
-0.688377	-38.637275	2006	1420578229	12,12,12	ok
-0.686373	-38.637275	2006	1420578229	12,12,12	ok
-0.684369	-38.637275	2006	1420578229	12,12,12	ok
-0.682365	-38.637275	2006	1420578229	12,12,12	ok
-0.680361	-38.637275	2006	1420578229	12,12,12	ok
-0.678357	-38.637275	2006	1420578229	12,12,12	ok
-0.676353	-38.637275	2006	1420578229	12,12,12	ok
-0.674349	-38.637275	2006	1420578229	12,12,12	ok
-0.672345	-38.637275	2006	1420578229	12,12,12	ok
-0.670341	-38.637275	2006	1420578229	12,12,12	ok
-0.668337	-38.637275	2006	1420578229	12,12,12	ok
-0.666333	-38.637275	2006	1420578229	12,12,12	ok
-0.664329	-38.637275	2006	1420578229	12,12,12	ok
-0.662325	-38.637275	2006	1420578229	12,12,12	ok
-0.660321	-38.637275	2006	1420578229	12,12,12	ok
-0.658317	-38.637275	2006	1420578229	12,12,12	ok
-0.656313	-38.637275	2006	1420578229	12,12,12	ok
-0.654309	-38.637275	2006	1420578229	12,12,12	ok
-0.652305	-38.637275	2006	1420578229	12,12,12	ok
-0.650301	-38.637275	2006	1420578229	12,12,12	ok
-0.648297	-38.637275	2006	1420578229	12,12,12	ok
-0.646293	-38.637275	2006	1420578229	12,12,12	ok
-0.644289	-38.637275	2006	1420578229	12,12,12	ok
-0.642285	-38.637275	2006	1420578229	12,12,12	ok
-0.640281	-38.637275	2006	1420578229	12,12,12	ok
-0.638277	-38.637275	2006	1420578229	12,12,12	ok
-0.636273	-38.637275	2006	1420578229	12,12,12	ok
-0.634269	-38.637275	2006	1420578229	12,12,12	ok
-0.632265	-38.637275	2006	1420578229	12,12,12	ok
-0.630261	-38.637275	2006	1420578229	12,12,12	ok
-0.628257	-38.637275	2006	1420578229	12,12,12	ok
-0.626253	-38.637275	2006	1420578229	12,12,12	ok
-0.624248	-38.637275	2006	1420578229	12,12,12	ok
-0.622244	-38.637275	2006	1420578229	12,12,12	ok
-0.620240	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.618236	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.616232	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.614228	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.612224	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.610220	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.608216	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.606212	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.604208	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.602204	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.600200	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.598196	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.596192	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.594188	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.592184	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.590180	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.588176	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.586172	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.584168	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.582164	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.580160	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.578156	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.576152	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.574148	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.572144	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.570140	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.568136	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.566132	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.564128	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.562124	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.560120	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.558116	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.556112	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.554108	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.552104	-38.637275	4080	1009021288579133361	12,12,12,12	ok
-0.550100	-38.637275	3864	547829316464109792	12,12,12,-12	ok
-0.548096	-38.637275	3857	533555173525880254	12,12,-12,-12	ok
-0.546092	-38.637275	3857	533555173525880254	12,12,-12,-12	ok
-0.544088	-38.637275	3857	533555173525880254	12,12,-12,-12	ok
-0.542084	-38.637275	3857	533555173525880254	12,12,-12,-12	ok
-0.540080	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.538076	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.536072	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.534068	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.532064	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.530060	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.528056	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.526052	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.524048	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.522044	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.520040	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.518036	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.516032	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.514028	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.512024	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.510020	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.508016	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.506012	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.504008	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.502004	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-0.500000	-38.637275	3856	533508222173189616	12,-12,-12,-12	ok
-1.500000	-38.587174	42	4532	14,0,0,0,0	ok
-1.497996	-38.587174	42	4532	14,0,0,0,0	ok
-1.495992	-38.587174	42	4532	14,0,0,0,0	ok
-1.493988	-38.587174	42	4532	14,0,0,0,0	ok
-1.491984	-38.587174	42	4532	14,0,0,0,0	ok
-1.489980	-38.587174	42	4532	14,0,0,0,0	ok
-1.487976	-38.587174	42	4532	14,0,0,0,0	ok
-1.485972	-38.587174	42	4532	14,0,0,0,0	ok
-1.483968	-38.587174	42	4532	14,0,0,0,0	ok
-1.481964	-38.587174	42	4532	14,0,0,0,0	ok
-1.479960	-38.587174	42	4532	14,0,0,0,0	ok
-1.477956	-38.587174	42	4532	14,0,0,0,0	ok
-1.475952	-38.587174	42	4532	14,0,0,0,0	ok
-1.473948	-38.587174	42	4532	14,0,0,0,0	ok
-1.471944	-38.587174	42	4532	14,0,0,0,0	ok
-1.469940	-38.587174	42	4532	14,0,0,0,0	ok
-1.467936	-38.587174	42	4532	14,0,0,0,0	ok
-1.465932	-38.587174	42	4532	14,0,0,0,0	ok
-1.463928	-38.587174	42	4532	14,0,0,0,0	ok
-1.461924	-38.587174	42	4532	14,0,0,0,0	ok
-1.459920	-38.587174	42	4532	14,0,0,0,0	ok
-1.457916	-38.587174	42	4532	14,0,0,0,0	ok
-1.455912	-38.587174	42	4532	14,0,0,0,0	ok
-1.453908	-38.587174	42	4532	14,0,0,0,0	ok
-1.451904	-38.587174	42	4532	14,0,0,0,0	ok
-1.449900	-38.587174	42	4532	14,0,0,0,0	ok
-1.447896	-38.587174	42	4532	14,0,0,0,0	ok
-1.445892	-38.587174	42	4532	14,0,0,0,0	ok
-1.443888	-38.587174	42	4532	14,0,0,0,0	ok
-1.441884	-38.587174	42	4532	14,0,0,0,0	ok
-1.439880	-38.587174	42	4532	14,0,0,0,0	ok
-1.437876	-38.587174	42	4532	14,0,0,0,0	ok
-1.435872	-38.587174	42	4532	14,0,0,0,0	ok
-1.433868	-38.587174	42	4532	14,0,0,0,0	ok
-1.431864	-38.587174	42	4532	14,0,0,0,0	ok
-1.429860	-38.587174	42	4532	14,0,0,0,0	ok
-1.427856	-38.587174	42	4532	14,0,0,0,0	ok
-1.425852	-38.587174	42	4532	14,0,0,0,0	ok
-1.423848	-38.587174	42	4532	14,0,0,0,0	ok
-1.421844	-38.587174	42	4532	14,0,0,0,0	ok
-1.419840	-38.587174	42	4532	14,0,0,0,0	ok
-1.417836	-38.587174	42	4532	14,0,0,0,0	ok
-1.415832	-38.587174	42	4532	14,0,0,0,0	ok
-1.413828	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.411824	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.409820	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.407816	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.405812	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.403808	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.401804	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.399800	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.397796	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.395792	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.393788	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.391784	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.389780	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.387776	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.385772	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.383768	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.381764	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.379760	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.377756	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.375752	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.373747	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.371743	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.369739	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.367735	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.365731	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.363727	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.361723	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.359719	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.357715	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.355711	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.353707	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.351703	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.349699	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.347695	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.345691	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.343687	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.341683	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.339679	-38.587174	873	2659944	-14,0,0,0,0,0	ok
-1.337675	-38.587174	41	4438	-14,0,0,0,0	ok
-1.335671	-38.587174	41	4438	-14,0,0,0,0	ok
