delta_x	delta_ca	gamma_category_id	gamma_encoding	gamma_scs	status
-0.922846	-39.539078	2218	2538744370	13,12,13	ok
-0.920842	-39.539078	2114	1908353284	13,12,-13	ok
-0.918838	-39.539078	2114	1908353284	13,12,-13	ok
-0.916834	-39.539078	2114	1908353284	13,12,-13	ok
-0.914830	-39.539078	2310	3413403974	13,12,-13,-1	ok
-0.912826	-39.539078	2114	1908353284	13,12,-13	ok
-0.910822	-39.539078	2008	1420684834	13,12,12	ok
-0.908818	-39.539078	1181	17343079	13,12,4,1	ok
-0.906814	-39.539078	773	1469729	13,12,-2,1	ok
-0.904810	-39.539078	335	109720	13,12,-1,0	ok
-0.902806	-39.539078	4141	1061268919228071479	13,-12,-1,-13	ok
-0.900802	-39.539078	4141	1061268919228071479	13,-12,-1,-13	ok
-0.898798	-39.539078	949	4522502	13,-12,1,-2	ok
-0.896794	-39.539078	1664	306466877	13,-12,6,-2	ok
-0.894790	-39.539078	2307	3380023064	13,-12,-13,-1	ok
-0.892786	-39.539078	2105	1865413714	13,11,-13	ok
-0.890782	-39.539078	1744	532864309	13,11,-11	ok
-0.888778	-39.539078	4139	1061111646148241144	13,-11,-1,-13	ok
-0.886774	-39.539078	2302	3313997552	13,-11,-13,-1	ok
-0.884770	-39.539078	225	55252	13,10,1	ok
-0.882766	-39.539078	2091	1781716639	13,9,-13	ok
-0.880762	-39.539078	839	2185069	13,-9,-5	ok
-0.878758	-39.539078	3785	291425937654103177	13,-8,-1,-12	ok
-0.876754	-39.539078	1726	469450735	13,7,-11	ok
-0.874749	-39.539078	2477	6832980325	13,6,13,1	ok
-0.872745	-39.539078	2768	49063564352	13,-6,-1,4	ok
-0.870741	-39.539078	2434	5196238570	13,5,-13,1	ok
-0.868737	-39.539078	4191	1112828192432667895	13,5,-2,-13	ok
-0.866733	-39.539078	2318	3448360555	13,-5,-5,-2,-1	ok
-0.864729	-39.539078	2286	2908136954	13,4,-13,-1	ok
-0.862725	-39.539078	2063	1584816824	13,4,-13	ok
-0.860721	-39.539078	923	3703255	13,-4,-1,-1,-1	ok
-0.858717	-39.539078	4215	1139715930181776859	13,-4,2,-13	ok
-0.856713	-39.539078	2566	10990587904	13,-4,-13,-2	ok
-0.854709	-39.539078	2282	2849181302	13,3,-13,-1	ok
-0.852705	-39.539078	2429	5014961149	13,3,-13,1	ok
-0.850701	-39.539078	2052	1547487502	13,3,-13	ok
-0.848697	-39.539078	999	5586127	13,3,2,-2	ok
-0.846693	-39.539078	255	69725	13,-3,-1,1	ok
-0.844689	-39.539078	4160	1085858895971065102	13,-3,1,-13	ok
-0.842685	-39.539078	4254	1224445930976970677	13,-3,-4,-13	ok
-0.840681	-39.539078	4333	1818431643512792810	13,-3,12,-13	ok
-0.838677	-39.539078	2927	224400087749	13,-3,-13,3	ok
-0.836673	-39.539078	2427	4970393930	13,-3,-13,1	ok
-0.834669	-39.539078	2558	10750838269	13,2,-13,-2	ok
-0.832665	-39.539078	2424	4926124885	13,2,-13,1	ok
-0.830661	-39.539078	2424	4926124885	13,2,-13,1	ok
-0.828657	-39.539078	2423	4926025628	-13,2,-13,1	ok
-0.826653	-39.539078	2557	10750691636	-13,2,-13,-2	ok
-0.824649	-39.539078	2826	76170362561	-13,2,-13,-3	ok
-0.822645	-39.539078	3443	735579228376061	-13,2,-13,7	ok
-0.820641	-39.539078	2042	1510767971	-13,2,-13	ok
-0.818637	-39.539078	2042	1510767971	-13,2,-13	ok
-0.816633	-39.539078	4348	1860005316165434661	-13,2,-13,-13	ok
-0.814629	-39.539078	4348	1860005316165434661	-13,2,-13,-13	ok
-0.812625	-39.539078	4348	1860005316165434661	-13,2,-13,-13	ok
-0.810621	-39.539078	4348	1860005316165434661	-13,2,-13,-13	ok
-0.808617	-39.539078	4348	1860005316165434661	-13,2,-13,-13	ok
-0.806613	-39.539078	4348	1860005316165434661	-13,2,-13,-13	ok
-0.804609	-39.539078	2042	1510767971	-13,2,-13	ok
-0.802605	-39.539078	4088	1032392043334414286	-13,2,-13,12	ok
-0.800601	-39.539078	3898	561460521109728491	-13,2,-13,-12	ok
-0.798597	-39.539078	3555	8760194659314503	-13,2,-13,-9	ok
-0.796593	-39.539078	3120	1986081300881	-13,2,-13,4	ok
-0.794589	-39.539078	2924	223625653271	-13,2,-13,3	ok
-0.792585	-39.539078	2826	76170362561	-13,2,-13,-3	ok
-0.790581	-39.539078	3314	44860808075150	-13,-3,-13,-6	ok
-0.788577	-39.539078	4089	1032469076018103986	-13,-3,-13,12	ok
-0.786573	-39.539078	4349	1860125107837617611	-13,-3,-13,-13	ok
-0.784569	-39.539078	1590	190603025	-13,-3,-10	ok
-0.782565	-39.539078	4244	1195551978711131303	-13,-3,3,-13	ok
-0.780561	-39.539078	4351	1860244905296061350	-13,3,-13,-13	ok
-0.778557	-39.539078	4090	1032546113012654225	-13,3,-13,12	ok
-0.776553	-39.539078	4091	1032623154318225830	-13,-4,-13,12	ok
-0.774549	-39.539078	4273	1315014954765629835	-13,-4,5,-13	ok
-0.772545	-39.539078	2062	1584760526	-13,4,-13	ok
-0.770541	-39.539078	3292	37923937068821	-13,-5,-12,-6	ok
-0.768537	-39.539078	4356	1860843979388713430	-13,-6,-13,-13	ok
-0.766533	-39.539078	1723	461912790	-13,-7,-11	ok
-0.764529	-39.539078	2088	1761181550	-13,-9,-13	ok
-0.762525	-39.539078	2097	1823143895	-13,10,-13	ok
-0.760521	-39.539078	1876	1006007915	-13,-11,-12	ok
-0.758517	-39.539078	2104	1865352635	-13,11,-13	ok
-0.756513	-39.539078	2109	1886730281	-13,-12,-13	ok
-0.754509	-39.539078	1997	1403360706	-13,-12,12	ok
-0.752505	-39.539078	1889	1033055760	-13,-12,-12	ok
-0.750501	-39.539078	2007	1420631531	-13,12,12	ok
-0.748497	-39.539078	2113	1908291506	-13,12,-13	ok
-0.746493	-39.539078	2113	1908291506	-13,12,-13	ok
-0.744489	-39.539078	2113	1908291506	-13,12,-13	ok
-0.742485	-39.539078	2113	1908291506	-13,12,-13	ok
-0.740481	-39.539078	2113	1908291506	-13,12,-13	ok
-0.738477	-39.539078	2113	1908291506	-13,12,-13	ok
-0.736473	-39.539078	2113	1908291506	-13,12,-13	ok
-0.734469	-39.539078	2113	1908291506	-13,12,-13	ok
-0.732465	-39.539078	2113	1908291506	-13,12,-13	ok
-0.730461	-39.539078	2113	1908291506	-13,12,-13	ok
-0.728457	-39.539078	2113	1908291506	-13,12,-13	ok
-0.726453	-39.539078	2113	1908291506	-13,12,-13	ok
-0.724449	-39.539078	2113	1908291506	-13,12,-13	ok
-0.722445	-39.539078	2113	1908291506	-13,12,-13	ok
-0.720441	-39.539078	2118	1930037360	-13,-13,-13	ok
-0.718437	-39.539078	2118	1930037360	-13,-13,-13	ok
-0.716433	-39.539078	2118	1930037360	-13,-13,-13	ok
-0.714429	-39.539078	2118	1930037360	-13,-13,-13	ok
-0.712425	-39.539078	2118	1930037360	-13,-13,-13	ok
-0.710421	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.708417	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.706413	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.704409	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.702405	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.700401	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.698397	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.696393	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.694389	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.692385	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.690381	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.688377	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.686373	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.684369	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.682365	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.680361	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.678357	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.676353	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.674349	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.672345	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.670341	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.668337	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.666333	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.664329	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.662325	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.660321	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.658317	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.656313	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.654309	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.652305	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.650301	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.648297	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.646293	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.644289	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.642285	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.640281	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.638277	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.636273	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.634269	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.632265	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.630261	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.628257	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.626253	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.624248	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.622244	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.620240	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.618236	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.616232	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.614228	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.612224	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.610220	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.608216	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.606212	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.604208	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.602204	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.600200	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.598196	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.596192	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.594188	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.592184	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.590180	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.588176	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.586172	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.584168	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.582164	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.580160	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.578156	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.576152	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.574148	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.572144	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.570140	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.568136	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.566132	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.564128	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.562124	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.560120	-39.539078	4359	1862522156643875166	-13,-13,-13,-13	ok
-0.558116	-39.539078	2113	1908291506	-13,12,-13	ok
-0.556112	-39.539078	4358	1862402249211070886	-13,12,-13,-13	ok
-0.554108	-39.539078	4358	1862402249211070886	-13,12,-13,-13	ok
-0.552104	-39.539078	2113	1908291506	-13,12,-13	ok
-0.550100	-39.539078	2113	1908291506	-13,12,-13	ok
-0.548096	-39.539078	2113	1908291506	-13,12,-13	ok
-0.546092	-39.539078	2113	1908291506	-13,12,-13	ok
-0.544088	-39.539078	2007	1420631531	-13,12,12	ok
-0.542084	-39.539078	2007	1420631531	-13,12,12	ok
-0.540080	-39.539078	2007	1420631531	-13,12,12	ok
-0.538076	-39.539078	2007	1420631531	-13,12,12	ok
-0.536072	-39.539078	2007	1420631531	-13,12,12	ok
-0.534068	-39.539078	2007	1420631531	-13,12,12	ok
-0.532064	-39.539078	2007	1420631531	-13,12,12	ok
-0.530060	-39.539078	2007	1420631531	-13,12,12	ok
-0.528056	-39.539078	2006	1420578229	12,12,12	ok
-0.526052	-39.539078	2006	1420578229	12,12,12	ok
-0.524048	-39.539078	2006	1420578229	12,12,12	ok
-0.522044	-39.539078	2006	1420578229	12,12,12	ok
-0.520040	-39.539078	2006	1420578229	12,12,12	ok
-0.518036	-39.539078	2006	1420578229	12,12,12	ok
-0.516032	-39.539078	2006	1420578229	12,12,12	ok
-0.514028	-39.539078	2006	1420578229	12,12,12	ok
-0.512024	-39.539078	2006	1420578229	12,12,12	ok
-0.510020	-39.539078	2006	1420578229	12,12,12	ok
-0.508016	-39.539078	2006	1420578229	12,12,12	ok
-0.506012	-39.539078	2006	1420578229	12,12,12	ok
-0.504008	-39.539078	2006	1420578229	12,12,12	ok
-0.502004	-39.539078	4080	1009021288579133361	12,12,12,12	ok
-0.500000	-39.539078	4080	1009021288579133361	12,12,12,12	ok
-1.500000	-39.488978	42	4532	14,0,0,0,0	ok
-1.497996	-39.488978	42	4532	14,0,0,0,0	ok
-1.495992	-39.488978	42	4532	14,0,0,0,0	ok
-1.493988	-39.488978	42	4532	14,0,0,0,0	ok
-1.491984	-39.488978	42	4532	14,0,0,0,0	ok
-1.489980	-39.488978	42	4532	14,0,0,0,0	ok
-1.487976	-39.488978	42	4532	14,0,0,0,0	ok
-1.485972	-39.488978	42	4532	14,0,0,0,0	ok
-1.483968	-39.488978	42	4532	14,0,0,0,0	ok
-1.481964	-39.488978	42	4532	14,0,0,0,0	ok
-1.479960	-39.488978	42	4532	14,0,0,0,0	ok
-1.477956	-39.488978	42	4532	14,0,0,0,0	ok
-1.475952	-39.488978	42	4532	14,0,0,0,0	ok
-1.473948	-39.488978	42	4532	14,0,0,0,0	ok
-1.471944	-39.488978	42	4532	14,0,0,0,0	ok
-1.469940	-39.488978	42	4532	14,0,0,0,0	ok
-1.467936	-39.488978	42	4532	14,0,0,0,0	ok
-1.465932	-39.488978	42	4532	14,0,0,0,0	ok
-1.463928	-39.488978	42	4532	14,0,0,0,0	ok
-1.461924	-39.488978	42	4532	14,0,0,0,0	ok
-1.459920	-39.488978	42	4532	14,0,0,0,0	ok
-1.457916	-39.488978	42	4532	14,0,0,0,0	ok
-1.455912	-39.488978	42	4532	14,0,0,0,0	ok
-1.453908	-39.488978	42	4532	14,0,0,0,0	ok
-1.451904	-39.488978	42	4532	14,0,0,0,0	ok
-1.449900	-39.488978	42	4532	14,0,0,0,0	ok
-1.447896	-39.488978	42	4532	14,0,0,0,0	ok
-1.445892	-39.488978	42	4532	14,0,0,0,0	ok
-1.443888	-39.488978	42	4532	14,0,0,0,0	ok
-1.441884	-39.488978	42	4532	14,0,0,0,0	ok
-1.439880	-39.488978	42	4532	14,0,0,0,0	ok
-1.437876	-39.488978	42	4532	14,0,0,0,0	ok
-1.435872	-39.488978	42	4532	14,0,0,0,0	ok
-1.433868	-39.488978	42	4532	14,0,0,0,0	ok
-1.431864	-39.488978	42	4532	14,0,0,0,0	ok
-1.429860	-39.488978	42	4532	14,0,0,0,0	ok
-1.427856	-39.488978	42	4532	14,0,0,0,0	ok
-1.425852	-39.488978	42	4532	14,0,0,0,0	ok
-1.423848	-39.488978	42	4532	14,0,0,0,0	ok
-1.421844	-39.488978	42	4532	14,0,0,0,0	ok
-1.419840	-39.488978	42	4532	14,0,0,0,0	ok
-1.417836	-39.488978	42	4532	14,0,0,0,0	ok
-1.415832	-39.488978	42	4532	14,0,0,0,0	ok
-1.413828	-39.488978	42	4532	14,0,0,0,0	ok
-1.411824	-39.488978	42	4532	14,0,0,0,0	ok
-1.409820	-39.488978	42	4532	14,0,0,0,0	ok
-1.407816	-39.488978	42	4532	14,0,0,0,0	ok
-1.405812	-39.488978	42	4532	14,0,0,0,0	ok
-1.403808	-39.488978	42	4532	14,0,0,0,0	ok
-1.401804	-39.488978	42	4532	14,0,0,0,0	ok
-1.399800	-39.488978	42	4532	14,0,0,0,0	ok
-1.397796	-39.488978	42	4532	14,0,0,0,0	ok
-1.395792	-39.488978	42	4532	14,0,0,0,0	ok
-1.393788	-39.488978	42	4532	14,0,0,0,0	ok
-1.391784	-39.488978	42	4532	14,0,0,0,0	ok
-1.389780	-39.488978	42	4532	14,0,0,0,0	ok
-1.387776	-39.488978	42	4532	14,0,0,0,0	ok
-1.385772	-39.488978	42	4532	14,0,0,0,0	ok
-1.383768	-39.488978	42	4532	14,0,0,0,0	ok
-1.381764	-39.488978	42	4532	14,0,0,0,0	ok
-1.379760	-39.488978	42	4532	14,0,0,0,0	ok
-1.377756	-39.488978	42	4532	14,0,0,0,0	ok
-1.375752	-39.488978	42	4532	14,0,0,0,0	ok
-1.373747	-39.488978	42	4532	14,0,0,0,0	ok
-1.371743	-39.488978	42	4532	14,0,0,0,0	ok
-1.369739	-39.488978	42	4532	14,0,0,0,0	ok
-1.367735	-39.488978	42	4532	14,0,0,0,0	ok
-1.365731	-39.488978	42	4532	14,0,0,0,0	ok
-1.363727	-39.488978	42	4532	14,0,0,0,0	ok
-1.361723	-39.488978	42	4532	14,0,0,0,0	ok
-1.359719	-39.488978	42	4532	14,0,0,0,0	ok
-1.357715	-39.488978	42	4532	14,0,0,0,0	ok
-1.355711	-39.488978	42	4532	14,0,0,0,0	ok
-1.353707	-39.488978	42	4532	14,0,0,0,0	ok
-1.351703	-39.488978	42	4532	14,0,0,0,0	ok
-1.349699	-39.488978	42	4532	14,0,0,0,0	ok
-1.347695	-39.488978	42	4532	14,0,0,0,0	ok
-1.345691	-39.488978	42	4532	14,0,0,0,0	ok
-1.343687	-39.488978	42	4532	14,0,0,0,0	ok
-1.341683	-39.488978	42	4532	14,0,0,0,0	ok
-1.339679	-39.488978	42	4532	14,0,0,0,0	ok
-1.337675	-39.488978	42	4532	14,0,0,0,0	ok
-1.335671	-39.488978	42	4532	14,0,0,0,0	ok
-1.333667	-39.488978	42	4532	14,0,0,0,0	ok
-1.331663	-39.488978	42	4532	14,0,0,0,0	ok
-1.329659	-39.488978	42	4532	14,0,0,0,0	ok
-1.327655	-39.488978	42	4532	14,0,0,0,0	ok
-1.325651	-39.488978	42	4532	14,0,0,0,0	ok
-1.323647	-39.488978	42	4532	14,0,0,0,0	ok
-1.321643	-39.488978	42	4532	14,0,0,0,0	ok
-1.319639	-39.488978	42	4532	14,0,0,0,0	ok
-1.317635	-39.488978	42	4532	14,0,0,0,0	ok
-1.315631	-39.488978	42	4532	14,0,0,0,0	ok
-1.313627	-39.488978	42	4532	14,0,0,0,0	ok
-1.311623	-39.488978	42	4532	14,0,0,0,0	ok
-1.309619	-39.488978	42	4532	14,0,0,0,0	ok
-1.307615	-39.488978	42	4532	14,0,0,0,0	ok
-1.305611	-39.488978	42	4532	14,0,0,0,0	ok
-1.303607	-39.488978	42	4532	14,0,0,0,0	ok
-1.301603	-39.488978	42	4532	14,0,0,0,0	ok
-1.299599	-39.488978	42	4532	14,0,0,0,0	ok
-1.297595	-39.488978	42	4532	14,0,0,0,0	ok
-1.295591	-39.488978	42	4532	14,0,0,0,0	ok
-1.293587	-39.488978	42	4532	14,0,0,0,0	ok
-1.291583	-39.488978	42	4532	14,0,0,0,0	ok
-1.289579	-39.488978	42	4532	14,0,0,0,0	ok
-1.287575	-39.488978	42	4532	14,0,0,0,0	ok
-1.285571	-39.488978	42	4532	14,0,0,0,0	ok
-1.283567	-39.488978	42	4532	14,0,0,0,0	ok
-1.281563	-39.488978	42	4532	14,0,0,0,0	ok
-1.279559	-39.488978	42	4532	14,0,0,0,0	ok
-1.277555	-39.488978	42	4532	14,0,0,0,0	ok
-1.275551	-39.488978	42	4532	14,0,0,0,0	ok
-1.273547	-39.488978	42	4532	14,0,0,0,0	ok
-1.271543	-39.488978	42	4532	14,0,0,0,0	ok
-1.269539	-39.488978	42	4532	14,0,0,0,0	ok
-1.267535	-39.488978	42	4532	14,0,0,0,0	ok
-1.265531	-39.488978	42	4532	14,0,0,0,0	ok
-1.263527	-39.488978	42	4532	14,0,0,0,0	ok
-1.261523	-39.488978	42	4532	14,0,0,0,0	ok
-1.259519	-39.488978	42	4532	14,0,0,0,0	ok
-1.257515	-39.488978	42	4532	14,0,0,0,0	ok
-1.255511	-39.488978	42	4532	14,0,0,0,0	ok
-1.253507	-39.488978	42	4532	14,0,0,0,0	ok
-1.251503	-39.488978	42	4532	14,0,0,0,0	ok
-1.249499	-39.488978	42	4532	14,0,0,0,0	ok
-1.247495	-39.488978	42	4532	14,0,0,0,0	ok
-1.245491	-39.488978	42	4532	14,0,0,0,0	ok
-1.243487	-39.488978	42	4532	14,0,0,0,0	ok
-1.241483	-39.488978	42	4532	14,0,0,0,0	ok
-1.239479	-39.488978	42	4532	14,0,0,0,0	ok
-1.237475	-39.488978	42	4532	14,0,0,0,0	ok
-1.235471	-39.488978	42	4532	14,0,0,0,0	ok
-1.233467	-39.488978	42	4532	14,0,0,0,0	ok
-1.231463	-39.488978	42	4532	14,0,0,0,0	ok
-1.229459	-39.488978	42	4532	14,0,0,0,0	ok
-1.227455	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.225451	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.223447	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.221443	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.219439	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.217435	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.215431	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.213427	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.211423	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.209419	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.207415	-39.488978	873	2659944	-14,0,0,0,0,0	ok
-1.205411	-39.488978	41	4438	-14,0,0,0,0	ok
-1.203407	-39.488978	2404	4540520838	-14,0,0,0,0,-1	ok
-1.201403	-39.488978	41	4438	-14,0,0,0,0	ok
-1.199399	-39.488978	41	4438	-14,0,0,0,0	ok
-1.197395	-39.488978	329	107389	-14,0,0,0,-1	ok
-1.195391	-39.488978	1743	525317464	-14,0,0,0,-1,0	ok
-1.193387	-39.488978	1743	525317464	-14,0,0,0,-1,0	ok
-1.191383	-39.488978	1360	44949394	-14,0,0,0,1	ok
-1.189379	-39.488978	3305	41926134898389	-14,0,0,0,-2,0	ok
-1.187375	-39.488978	4534	1087000419589013987344	-14,0,0,0,-4,0	ok
-1.185371	-39.488978	3295	38435461869394	-14,0,0,-1,2	ok
-1.183367	-39.488978	758	1319473	-14,0,0,-1,-1	ok
-1.181363	-39.488978	1271	27450318	-14,0,0,-1,0,0	ok
-1.179359	-39.488978	627	615468	-14,0,0,1,0	ok
-1.177355	-39.488978	627	615468	-14,0,0,1,0	ok
-1.175351	-39.488978	3563	12995617650941298	-14,0,0,1,-3	ok
-1.173347	-39.488978	1492	111101844	-14,0,0,2,0	ok
-1.171343	-39.488978	3100	1603493960194	-14,0,0,3,1	ok
-1.169339	-39.488978	4097	1034010674014193589	-14,0,0,-13	ok
-1.167335	-39.488978	1068	8880978	-14,0,-1,2	ok
-1.165331	-39.488978	1349	43659813	-14,0,-1,-1,0,0	ok
-1.163327	-39.488978	3226	13783604725549	-14,0,-1,0,2	ok
-1.161323	-39.488978	87	10999	-14,0,-1,0,0	ok
-1.159319	-39.488978	964	4834468	-14,0,-1,0,0,0	ok
-1.157315	-39.488978	153	28414	-14,0,1,0,0	ok
-1.155311	-39.488978	1481	106047739	-14,0,1,0,1	ok
-1.153307	-39.488978	1417	67936969	-14,0,1,-1,0,0	ok
-1.151303	-39.488978	3091	1400407394239	-14,0,1,-5,0	ok
-1.149299	-39.488978	1543	158322088	-14,0,-2,0,1	ok
-1.147295	-39.488978	1616	232341319	-14,0,2,0,1	ok
-1.145291	-39.488978	1672	335573344	-14,0,-3,0,1	ok
-1.143287	-39.488978	913	3339793	-14,0,4,0,0	ok
-1.141283	-39.488978	1570	175771848	-14,0,9,0	ok
-1.139279	-39.488978	2340	3586579138	-14,0,-13,0,0	ok
-1.137275	-39.488978	2705	32951167228	-14,0,13,2	ok
-1.135271	-39.488978	2929	233854475751	-14,-1,-5,-4,0	ok
-1.133267	-39.488978	1544	161685126	-14,-1,-2,0,1	ok
-1.131263	-39.488978	1885	1020503226	-14,-1,1,0,-1,0	ok
-1.129259	-39.488978	4525	729535543409293064938	-14,-1,-1,0,4	ok
-1.127255	-39.488978	3871	547877238184905876	-14,-1,0,12	ok
-1.125251	-39.488978	3355	111295449194913	-14,-1,0,1,2	ok
-1.123246	-39.488978	1689	372331089	-14,-1,0,-1,1	ok
-1.121242	-39.488978	1366	46257744	-14,-1,0,0,1	ok
-1.119238	-39.488978	2407	4582164288	-14,-1,0,0,0,-1	ok
-1.117234	-39.488978	53	5538	-14,-1,0,0,0	ok
-1.115230	-39.488978	4567	438660456246483311963376	-14,1,0,0,5	ok
-1.113226	-39.488978	4502	46839460565275272351	-14,1,0,1,-4	ok
-1.111222	-39.488978	4127	1059618425027006301	-14,1,-1,-13	ok
-1.109218	-39.488978	111	16083	-14,1,-1,0,0	ok
-1.107214	-39.488978	84	10704	-14,1,-2,0	ok
-1.105210	-39.488978	3289	34893442503558	-14,1,-6,0,2	ok
-1.103206	-39.488978	2710	33505673518	-14,-2,13,2	ok
-1.101202	-39.488978	1004	5599504	-14,-2,-1,0,0,0	ok
-1.099198	-39.488978	237	61398	-14,-2,0,-1,0	ok
-1.097194	-39.488978	1376	48960433	-14,-2,0,0,1	ok
-1.095190	-39.488978	4585	7229650492929436919880103	-14,2,-1,0,-6	ok
-1.093186	-39.488978	1782	576454008	-14,2,-11,0	ok
-1.091182	-39.488978	3647	69102117367082424	-14,-3,0,-11	ok
-1.089178	-39.488978	2858	102899388048	-14,3,-1,2,1	ok
-1.087174	-39.488978	3410	248522911340523	-14,-4,-1,-4,-2	ok
-1.085170	-39.488978	1086	10055343	-14,-5,-4,-1,0	ok
-1.083166	-39.488978	536	349839	-14,6,-1,-1,0	ok
-1.081162	-39.488978	194	41014	-14,9,1	ok
-1.079158	-39.488978	996	5532774	-14,-12,-5,0	ok
