delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.388889	-45.000000								error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.388889	-42.222222	-46.171129	0.839250	full	89	914	1,0,0,0	16,0,0,0	ok
-1.388889	-39.444444	-45.842374	0.836457	continued[1]:5	77	752	-1,0,0,0	14,0,0,0	ok
-1.388889	-36.666667	-45.461546	0.833663	continued[1]:5	77	641	-1,0,0,0	-13,0,0,0	ok
-1.388889	-33.888889	-45.020683	0.830870	continued[1]:5	275	572	-1,0,-1,0	-12,0,0,0	ok
-1.388889	-31.111111	-44.506420	0.828077	continued[1]:5	72389	37998490629	-1,0,1,1	-11,0,0,4	ok
-1.388889	-28.333333	-49.312191	0.792866	full	14738679547614901	7037003902501906	1,-1,0,-10	10,2,1,9	ok
-1.388889	-25.555556	-48.844536	0.790201	continued[1]:5	2807039015951975	451520166673117	-1,6,9,8	9,9,-9,7	ok
-1.388889	-22.777778	-48.283671	0.787407	continued[1]:5	5848780619532479	5848782350016823	-1,8,8,-9	-9,8,8,-9	ok
-1.388889	-20.000000	-47.619695	0.784614	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
