delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-22.45490982	-47.72321878	0.8310921333	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,1,1,1,1,1	7371.087087,15156.31137,22987.08859,30916.90647,39303.80064,49284.93679,60439.26604,68562.18528	4919.269758,16191.4433,25717.20636,35627.02423,43428.79484,51292.08603,59317.65177,68656.16536	0.9614913973,0.9619923791,0.9627105906,0.9639136105,0.9670750097,0.9681813217,0.9656597864,0.9620762797	-0.9676669628,-0.9646864336,-0.9684370351,0.9616919564,0.9622711096,0.9631474648,0.9648144176,0.9681012256	ok
-1.49799599	-22.45490982	-48.30087036	0.8298429097	continued:5	-1,-1,-1,-1,-1,-1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7495.33993,15286.87111,23130.45381,31096.35753,39991.85566,49600.15699,56837.37496,64658.94936	4919.700934,16196.93359,25654.30162,36592.34783,44814.84222,53348.97836,62137.67866,71077.10213	-0.9615272947,-0.962068316,-0.9628608725,-0.964253714,-0.968673229,-0.9651698665,0.9618617429,0.9625474031	-0.9676559342,-0.9647370632,-0.9682663268,-0.9636401228,-0.9661929086,-0.964202272,-0.9684400086,-0.9617340223	ok
-1.49599198	-22.45490982	-48.82987561	0.8293413569	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	34.23079186,7635.226898,15433.29237,23290.7357,31300.59634,40852.7689,53082.04727,65258.47065	4920.134202,16202.57629,25568.80394,36930.55797,47082.62067,58366.65966,67361.71118,75648.69922	0.971540965,0.9615634238,0.9621457901,0.9630184531,0.9646361462,0.9684967331,0.9685165402,0.9690158173	-0.9676449034,-0.9647880269,-0.9681157845,-0.9669849067,-0.9685663691,-0.967717719,-0.9637228169,-0.966541085	ok
-1.49398798	-22.45490982	-49.30382444	0.8275511136	full	1,1,1,1,1,1,1,1	-1,-1,-1,-1,1,1,1,1	50.98574455,7844.921793,15655.53933,23540.75417,31657.80543,39513.15503,47329.08709,55226.4504	4920.56955,16208.37595,25451.34617,37549.42368,47491.58963,55508.1892,65021.09632,75495.07288	0.9939101784,0.9616640531,0.9623175645,0.9633393221,0.9654649275,0.9617211789,0.9624006037,0.9634827359	-0.9676338703,-0.9648393314,-0.9679561159,-0.967923506,0.9630107959,0.9646731679,0.9683554687,0.961784885	ok
-1.49198397	-22.45490982	-41.48380183	0.8501014089	continued:5	1,-1,-1,-1,-1,1,1,1	-1,-1,1,1,1,1,-1,-1	7478.4406,14611.20332,22520.85627,30767.85034,39391.40916,48216.84276,58691.96595,67496.79366	4921.006971,16214.33733,23962.94417,32793.19692,40765.9277,49802.8233,58381.71171,66277.48372	0.9650896871,-0.9624425382,-0.9635974048,-0.966280678,-0.9648717317,0.9689592926,0.9641443552,0.9684373065	-0.9676228351,-0.9648909832,0.9675757575,0.9627867168,0.9642508527,0.9688712945,-0.9623524541,-0.9634385953	ok
-1.48997996	-22.45490982	-42.76438207	0.8473080600	continued:5	1,1,1,1,1,1,1,-1	-1,-1,1,1,1,-1,-1,-1	7430.541276,16099.23521,25981.46574,34843.14866,42673.68147,50609.20617,59059.83408,66997.70749	4921.446452,16220.46541,23425.8622,32790.50278,44227.24904,52321.35134,60141.70374,68051.4689	0.9640395775,0.9680573218,0.9684014308,0.9617870016,0.9625593701,0.9638540154,0.9672744239,-0.9618003829	-0.9676117977,-0.9649429889,0.9647689987,0.9680804364,0.9673099395,-0.9616851104,-0.9624062422,-0.9635736061	ok
-1.48797595	-22.45490982	-43.67319286	0.8445147111	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	7392.459922,15504.16923,23183.88415,31011.55636,38940.5998,47333.56942,57392.93538,68275.17462	4921.887985,16226.7654,23336.97315,31616.2704,40398.25692,48778.01354,56911.018,64867.34334	0.9632286385,0.9653652399,0.9617188539,0.9624860967,0.9637604232,0.9670004211,0.9682389608,0.9633379739	-0.9676007581,-0.9649953557,0.9635957672,0.966426702,0.9659147863,0.9632869314,0.9655176956,0.9619518466	ok
-1.48597194	-22.45490982	-44.45825461	0.8417213623	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,-1	7338.028876,15289.35275,23926.62415,33343.58819,42491.50901,51458.77162,59782.99614,68966.27707	4922.33156,16233.24272,23350.10943,31375.22805,40864.47408,51692.14404,59750.25567,66996.1836	0.9625729156,0.9639687711,0.9679296149,0.9666343044,0.9676521759,0.9636384346,0.9666471712,0.9677770918	-0.9675897163,-0.9650480905,0.962907732,0.9646590778,0.9682461586,0.9630286434,0.9649341019,-0.9650433962	ok
-1.48396794	-22.45490982	-45.18515098	0.8389280134	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	7258.400497,15141.98997,23261.32955,30980.80813,38826.00278,46805.89112,55992.66883,66102.73686	4922.777166,16239.9031,23414.33067,31352.41468,39833.83066,48153.42852,56001.17434,63988.83635	0.9621166635,0.9631862409,0.96537994,0.9618052575,0.962679625,0.9642262218,0.9689882533,0.9660936972	-0.9675786723,-0.9651012002,0.9624652561,0.9638072401,0.9673507313,0.9618282309,0.9627157121,0.9642999531	ok
-1.48196393	-22.45490982	-45.87761077	0.8361346645	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	7180.151295,15040.27218,23069.44244,32548.77545,43454.56412,51789.04892,61112.97012,71550.48552	4923.224795,16246.7525,23510.45172,31408.43504,39598.9058,47937.90039,56060.14035,63785.63728	0.9618959823,0.9628556554,0.9646495379,0.9682000612,0.9635971569,0.9666639408,0.9681864299,0.9680599229	-0.9675676262,-0.9651546922,0.962180825,0.9633332153,0.9658426625,0.9631624004,0.9653802185,0.9618445728	ok
