delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-39.73947896	-44.70167169	0.8825504810	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,1,1,1,1,1,1	3489.564947,11344.57837,19127.13199,26893.48463,34656.2522,42418.15958,50179.84054,57941.45507	6144.038821,14866.85072,18761.0859,26617.79512,34400.75856,42167.19978,49929.9879,57691.9004	-0.9275439285,-0.9262595707,-0.9246241749,-0.9236684673,-0.9231727564,-0.9229250728,-0.9228041742,-0.9227448219	-0.9604161363,-0.9713351146,0.9282199792,0.9262845618,0.9246407188,0.9236771141,0.9231770289,0.9229277665	ok
-1.49799599	-39.73947896	-44.97729944	0.8818422771	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	3604.301733,11458.66379,19241.27438,27007.65083,34770.39901,42532.26938,50293.90729,58055.47658	6138.433531,14767.2148,18537.35674,26391.91198,34174.56979,41940.95647,49703.70709,57465.57811	0.9304064402,0.9263049208,0.9246781224,0.9237218678,0.9232239568,0.9229748856,0.9228523124,0.9227919445	-0.9603976969,-0.9594895168,0.9281579485,0.9263079327,0.9246799174,0.9237232406,0.923224758,0.9229752229	ok
-1.49599198	-39.73947896	-45.24806597	0.8814684417	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	33.83861873,3722.866208,11576.60349,19359.28134,27125.68848,34888.42326,42650.26209,50411.86217	6132.650508,14676.12067,18334.90076,26188.74161,33971.44503,41737.85784,49500.59389,57262.43311	0.9659380571,0.9288933434,0.9263507871,0.9247316975,0.9237762008,0.9232755136,0.9230243421,0.9228992159	-0.9603794201,-0.9419823644,-0.9284959218,-0.9263523169,-0.9247328581,-0.9237767757,-0.9232762419,-0.9230245348	ok
-1.49398798	-39.73947896	-45.51144471	0.8813012574	full	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	61.65795843,3766.06008,11619.16659,19401.91377,27168.35713,34931.08387,42692.8965,50454.46367	6126.722388,14592.45545,18150.98902,26005.17897,33788.19764,41554.70155,49317.44272,57079.25909	0.9866996738,0.9314340251,0.9263961119,0.9247852463,0.9238298234,0.9233272395,0.923073423,0.9229475821	-0.9603613158,-0.9195869942,-0.9284457307,-0.9264125647,-0.9247963142,-0.9238360711,-0.9233306917,-0.9230753327	ok
-1.49198397	-39.73947896	-41.14933813	0.8990478117	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2080.073027,9924.995803,17705.9229,25471.98091,33234.6023,40996.36708,48757.89907,56519.36063	6120.677242,14515.29344,17983.37137,25838.72261,33622.27424,41388.92441,49151.6884,56913.49044	0.9285186815,0.9263221875,0.9247610011,0.9238416159,0.9233577023,0.9231125125,0.9229893754,0.9229282403	-0.9603433898,-0.8934090884,-0.9285044111,-0.9264849345,-0.9248680116,-0.9238999807,-0.9233875635,-0.9231273653	ok
-1.48997996	-39.73947896	-41.81799160	0.8965888314	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	2252.411746,10102.63393,17885.11509,25651.55333,33414.25805,41176.02809,48937.54366,56698.98237	6114.539235,14443.85861,17830.15677,25687.30423,33471.57165,41238.41688,49001.22016,56763.01616	-0.883030623,-0.9264612202,-0.9248756082,-0.9239287442,-0.9234259783,-0.9231704933,-0.9230415775,-0.9229767053	-0.9603256448,-0.8646682264,-0.9285904495,-0.9265666073,-0.9249462765,-0.9239676708,-0.9234464652,-0.923180453	ok
-1.48797595	-39.73947896	-42.27186956	0.8939231999	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	2392.095046,10243.0142,18025.91384,25792.48249,33555.2148,41316.97967,49078.47945,56839.89877	6108.329191,14377.4956,17689.7344,25549.18174,33334.32329,41101.40814,48864.26642,56626.06455	-0.9271070606,-0.9265264216,-0.9249424964,-0.9239900576,-0.9234816501,-0.9232212553,-0.9230897612,-0.9230246462	-0.9603080809,-0.8345206711,-0.9286951603,-0.9266554011,-0.9250298351,-0.9240385136,-0.9235071034,-0.9232344632	ok
-1.48597194	-39.73947896	-42.64470750	0.8912575685	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2516.987947,10367.62851,18150.70293,25917.35188,33680.104,41441.86555,49203.35371,56964.75879	6102.065064,14315.64716,17560.71886,25422.86829,33209.02435,40976.39046,48739.31899,56501.12734	0.9311257508,0.9265765757,0.9249997188,0.9240463105,0.9235349086,0.9232714532,0.9231387604,0.9230714212	-0.9602906967,-0.8039502606,-0.9288161372,-0.9267495907,-0.9251176884,-0.9241120214,-0.9235692541,-0.9232892953	ok
-1.48396794	-39.73947896	-42.97974466	0.8887985882	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2645.385003,10495.53898,18278.73847,26045.46152,33808.23625,41569.99906,49331.48091,57092.87667	6095.762342,14257.83641,17441.91039,25307.08249,33094.37962,40862.0666,48625.08036,56386.90703	0.929755804,0.9266231468,0.9250543289,0.924100633,0.9235869735,0.9233212493,0.923185596,0.9231176601	-0.9602734891,-0.7737243912,-0.9289524914,-0.926847788,-0.9252090355,-0.9241878054,-0.923632739,-0.9233448715	ok
-1.48196393	-39.73947896	-43.29463788	0.8866739764	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	2792.216494,10641.8437,18425.16164,26191.96229,33954.765,41716.53438,49478.01502,57239.40678	6089.434399,14203.65275,17332.26453,25200.7119,32989.26553,40757.31152,48520.42536,56282.2785	-0.9278145038,-0.9266687491,-0.9251084109,-0.924155308,-0.9236389559,-0.923371317,-0.9232339444,-0.9231643904	-0.9602564545,-0.7443965568,-0.9291038174,-0.9269488589,-0.9253032178,-0.9242655477,-0.9236974142,-0.9234011291	ok
-1.47995992	-39.73947896	-43.59696050	0.8845493646	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2907.96599,10757.05436,18540.49141,26307.37494,34070.21123,41831.99282,49593.47759,57354.87053	6083.092779,14152.74072,17230.86842,25102.78519,32892.70127,40661.14331,48424.37205,56186.25984	0.9300768787,0.9267142301,0.9251621285,0.9242099626,0.9236914839,0.9234210609,0.9232819214,0.9232113967	-0.9602395883,-0.7163346014,-0.9292698184,-0.9270518647,-0.925399683,-0.9243449821,-0.9237631604,-0.9234580173	ok
-1.47795591	-39.73947896	-43.89449878	0.8827591213	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	3038.114195,10886.67737,18670.24098,26437.21449,34200.09045,41961.88984,49723.38415,57484.7837	6076.747451,14104.7909,17136.9215,25012.4502,32803.82616,40572.7004,48336.05887,56097.98958	0.9298796125,0.9267595482,0.9252160456,0.9242641352,0.9237439426,0.9234708744,0.9233294815,0.9232567877	-0.9602228854,-0.6897584996,-0.9294501295,-0.9271560192,-0.9254979568,-0.9244258792,-0.9238298746,-0.9235154933	ok
-1.47595190	-39.73947896	-44.18827805	0.8813032466	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	3180.705455,11028.75223,18812.44857,26579.51875,34342.44071,42104.26344,49865.7726,57627.1839	6070.407022,14059.53269,17049.71968,24928.95629,32721.88151,40491.22329,48254.72635,56016.70834	-0.9270189182,-0.9268047462,-0.9252703582,-0.9243189454,-0.9237957279,-0.9235206167,-0.9233779954,-0.9233044705	-0.9602063406,-0.6647777511,-0.9296442231,-0.9272606553,-0.9255976241,-0.9245080366,-0.9238974665,-0.923573519	ok
-1.47394790	-39.73947896	-44.47817221	0.8800540230	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	3310.355505,11157.89718,18941.7334,26708.90715,34471.8812,42233.73304,49995.26261,57756.69102	6064.07892,14016.72826,16968.6421,24851.63989,32646.19577,40416.03963,48179.70219,55941.7439	-0.926569463,-0.9268500229,-0.9253240127,-0.9243735828,-0.9238480546,-0.9235706001,-0.9234255001,-0.923350985	-0.9601899485,-0.6414236104,-0.9298513613,-0.9273652024,-0.9256983142,-0.9245912708,-0.9239658537,-0.9236320603	ok
-1.47194389	-39.73947896	-44.76464138	0.8791391679	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	3446.638372,11293.69041,19077.67462,26844.95941,34607.9918,42369.8786,50131.43405,57892.88494	6057.76955,13976.16772,16893.13989,24779.91252,32576.17223,40346.55183,48110.38885,55872.49881	-0.9277979247,-0.9268953364,-0.9253784422,-0.9244280451,-0.9239009405,-0.9236202962,-0.9234730745,-0.9233969476	-0.9601737035,-0.6196746678,-0.930070583,-0.9274691676,-0.9257996884,-0.9246754109,-0.9240349587,-0.9236910854	ok
-1.46993988	-39.73947896	-45.04599783	0.8784309640	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	3562.986587,11409.55228,19193.68935,26961.09157,34724.18863,42486.11596,50247.7028,58009.18149	6051.484429,13937.66505,16822.72674,24713.25076,32511.27887,40282.22685,48046.25327,55808.44009	0.9314119933,0.9269404875,0.9254323551,0.9244829609,0.9239534161,0.9236706421,0.9235210018,0.9234441547	-0.9601576001,-0.5994760445,-0.930300709,-0.9275721219,-0.925901433,-0.9247602938,-0.9241047063,-0.9237505621	ok
-1.46793587	-39.73947896	-45.32146335	0.8780571286	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	35.3333059,3681.519553,11527.6223,19311.92292,27079.45065,34842.61901,42604.59286,50366.21651	6045.228301,13901.05476,16756.97069,24651.18788,32451.03974,40222.58751,47986.81823,55749.09061	0.9661800753,0.9294175252,0.9269858224,0.9254866503,0.9245381936,0.9240058464,0.9237204805,0.9235692718	-0.9601416327,-0.5807532125,-0.9305403658,-0.9276736895,-0.9260032525,-0.9248457609,-0.9241750222,-0.9238104586	ok
-1.46593186	-39.73947896	-45.58852936	0.8778899443	full	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	63.95795628,3724.761474,11570.3957,19354.86217,27122.52144,34885.76702,42647.79315,50409.45917	6039.005239,13866.18903,16695.48724,24593.30674,32395.0278,40167.20531,47931.65513,55694.0218	0.9852811948,0.9321413619,0.9270308936,0.9255406072,0.9245927215,0.9240589805,0.923770796,0.9236178274	-0.9601257961,-0.563421599,-0.9307880174,-0.9277735404,-0.926104866,-0.9249316564,-0.9242458306,-0.9238707412	ok
-1.46392786	-39.73947896	-40.95644533	0.8963476747	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2028.382744,9863.740097,17645.45673,25412.48604,33175.60573,40937.62903,48699.32407,56460.91258	6032.81873,13832.93542,16637.93332,24539.23384,32342.85893,40115.69434,47880.37786,55642.8476	0.9289451172,0.9269025801,0.9254737085,0.9245774239,0.9240724846,0.9238000878,0.9236547089,0.9235771288	-0.960110085,-0.5473930523,-0.931042002,-0.9278713848,-0.9262060028,-0.9250178231,-0.9243170538,-0.9239313751	ok
-1.46192385	-39.73947896	-41.73381809	0.8936820433	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2198.324919,10040.92603,17825.09531,25592.86649,33356.23875,41118.37324,48880.13663,56641.77967	6026.671748,13801.17484,16584.00218,24488.63421,32294.18677,40067.70618,47832.6377,55595.21931	0.9302691382,0.927084376,0.9256227675,0.924687395,0.9241561287,0.9238665851,0.9237111088,0.9236288385	-0.9600944944,-0.5325800389,-0.9313005728,-0.9279669686,-0.9263064029,-0.9251041035,-0.9243886114,-0.9239923221	ok
-1.45991984	-39.73947896	-42.22896810	0.8908886944	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2334.90491,10178.72529,17963.58514,25731.64311,33495.14895,41257.36426,49019.19012,56780.8895	6020.566823,13770.79982,16533.41897,24441.20711,32248.69855,40022.9256,47788.11907,55550.82132	0.9303110904,0.9271577002,0.9256967533,0.9247546585,0.9242157664,0.9239199602,0.9237617493,0.9236763295	-0.9600790192,-0.5188982594,-0.9315619353,-0.9280600704,-0.926405814,-0.9251903387,-0.9244604196,-0.9240535428	ok
-1.45791583	-39.73947896	-42.62626100	0.8882230629	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2468.882808,10312.66235,18097.83558,25866.08636,33629.70471,41391.99865,49153.89043,56915.65071	6014.506091,13741.71314,16485.93683,24396.68239,32206.11147,39981.067,47746.53588,55509.3675	0.9307185226,0.9272091445,0.9257556321,0.9248128871,0.9242703349,0.9239716156,0.9238097927,0.923723213	-0.9600636549,-0.5062681697,-0.9318242847,-0.9281504989,-0.9265039939,-0.9252763678,-0.9245323914,-0.9241149936	ok
-1.45591182	-39.73947896	-42.97743345	0.8857640826	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	2606.694711,10450.15919,18235.56552,26003.99337,33767.72451,41530.10131,49292.06397,57053.89061	6008.491349,13713.82653,16441.33365,24354.81733,32166.16972,39941.87144,47707.62855,55470.5982	-0.9246631271,-0.9272557145,-0.9258110804,-0.9248686373,-0.9243234929,-0.9240220129,-0.9238582593,-0.9237696744	-0.9600483967,-0.4946157829,-0.9320858381,-0.9282380926,-0.9266007105,-0.9253620293,-0.9246044367,-0.9241766288	ok
-1.45390782	-39.73947896	-43.30401858	0.8835117534	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	2745.763815,10588.86215,18374.48982,26143.09716,33906.94648,41669.41184,49431.45106,57193.3495	6002.524093,13687.05962,16399.40916,24315.3939,32128.64194,39905.10407,47671.16154,55434.27776	-0.9281034263,-0.9273013397,-0.9258657872,-0.924924476,-0.9243768855,-0.9240729794,-0.9239070882,-0.9238174425	-0.9600332403,-0.4838729898,-0.9323448626,-0.9283227181,-0.9266957429,-0.9254471621,-0.9246764631,-0.9242384006	ok
-1.45190381	-39.73947896	-43.61689747	0.8813871416	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	2871.046256,10713.76151,18499.60915,26268.40133,34032.37497,41794.93498,49557.05654,57319.03243	5996.605557,13661.33901,16359.98243,24278.21643,32093.31908,39870.5521,47636.92121,55400.19237	-0.9267486512,-0.9273462319,-0.9259201691,-0.9249800349,-0.9244306325,-0.924123553,-0.9239549574,-0.9238637434	-0.9600181815,-0.4739775866,-0.9325996994,-0.9284042684,-0.9267888849,-0.9255316072,-0.9247483758,-0.9243002586	ok
-1.44989980	-39.73947896	-43.92291678	0.8794691809	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2989.549701,10831.89586,18617.9721,26386.95727,34151.06239,41913.72314,49675.93281,57437.9919	5990.736743,13636.59748,16322.88968,24243.10952,32060.0126,39838.02298,47604.71407,55368.14838	0.9300549001,0.9273912209,0.9259748987,0.9250360431,0.9244839449,0.9241748149,0.9240042607,0.9239105986	-0.9600032164,-0.4648731249,-0.9328487835,-0.9284826637,-0.9268799459,-0.9256152089,-0.9248200798,-0.9243621512	ok
-1.44789579	-39.73947896	-44.22511573	0.8778855888	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	3118.583445,10960.56879,18746.88053,26516.06642,34280.30985,42043.07774,49805.38151,57567.52931	5984.918455,13612.77323,16287.9824,24209.91621,32028.55289,39807.34292,47574.3653,55337.97073	0.9298908042,0.9274361897,0.9260292886,0.9250914588,0.9245377456,0.9242257843,0.9240521849,0.9239576707	-0.9599883408,-0.4565086693,-0.9330906576,-0.9285578494,-0.9269687534,-0.9256978179,-0.9248914812,-0.9244240252	ok
-1.44589178	-39.73947896	-44.52347106	0.8766363652	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	3255.392415,11097.02021,18883.57253,26652.96634,34417.3551,42180.23644,49942.64,57704.88242	5979.151317,13589.80931,16255.12569,24178.4963,31998.78785,39778.35557,47545.71744,55309.50172	0.9307193946,0.927480941,0.9260837815,0.9251476858,0.924591664,0.924276547,0.9241014055,0.9240041601	-0.9599735515,-0.4488385138,-0.933323984,-0.9286297961,-0.9270551564,-0.9257792933,-0.9249624881,-0.9244858288	ok
-1.44388778	-39.73947896	-44.81707444	0.8757215101	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	3397.067592,11238.352,19025.15387,26794.76402,34559.30535,42322.30649,50084.81597,57847.15856	5973.435799,13567.65301,16224.1968,24148.72484,31970.5817,39750.92086,47518.62927,55282.59984	-0.9269266297,-0.9275256802,-0.9261379814,-0.925203722,-0.9246456192,-0.9243277603,-0.9241501669,-0.9240516406	-0.9599588445,-0.4418219021,-0.9335475516,-0.928698497,-0.9271390257,-0.9258595043,-0.9250330112,-0.9245475095	ok
-1.44188377	-39.73947896	-45.10437290	0.8750133062	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	3517.189423,11358.14182,19145.20118,26915.036,34679.73712,42442.86464,50205.486,57967.93466	5967.772233,13546.25541,16195.08386,24120.49075,31943.81373,39724.91395,47492.97475,55257.13875	0.9311188456,0.9275704116,0.9261925147,0.9252596695,0.9246998531,0.924378785,0.9241985456,0.9240978588	-0.9599442168,-0.435422774,-0.9337602793,-0.9287639689,-0.9272202567,-0.9259383329,-0.9251029681,-0.9246090174	ok
-1.43987976	-39.73947896	-45.38466023	0.8746394708	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	32.76105103,3637.895889,11478.53327,19265.86016,27035.9286,34800.79716,42564.05753,50326.79679	5962.160834,13525.57084,16167.68476,24093.6955,31918.37729,39700.22421,47468.64204,55233.00632	0.9654360895,0.9299338914,0.9276151032,0.926247312,0.9253158211,0.9247539564,0.9244302538,0.9242479095	-0.9599296651,-0.4296095597,-0.9339612197,-0.9288262482,-0.92729877,-0.9260156763,-0.9251722815,-0.9246703053	ok
-1.43787575	-39.73947896	-45.65547300	0.8744722865	full	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	60.15746265,3681.808521,11522.12635,19309.72338,27080.03213,34845.07514,42608.47475,50371.3381	5956.601711,13505.55649,16141.90616,24068.25193,31894.17871,39676.75426,47445.53259,55210.10367	0.9874785204,0.9335127973,0.9276598341,0.9263018306,0.9253723888,0.9248079092,0.9244819317,0.9242962108	-0.9599151863,-0.4243550426,-0.9341495562,-0.9288853911,-0.9273745122,-0.926091447,-0.9252408829,-0.9247313291	ok
-1.43587174	-39.73947896	-40.71452685	0.8935964811	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1967.604494,9794.947855,17578.33094,25347.50301,33112.29679,40875.70276,48638.64876,56401.43315	5951.094881,13486.172,16117.66263,24044.0831,31871.13621,39654.41901,47423.56021,55188.34429	0.9292752874,0.9274534182,0.926170043,0.9253115363,0.9247932707,0.924494087,0.9243227157,0.9242264951	-0.9599007774,-0.4196363088,-0.934324603,-0.9289414706,-0.927447456,-0.9261655757,-0.9253087128,-0.9247920496	ok
-1.43386774	-39.73947896	-41.64264879	0.8908031322	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2148.347369,9985.359329,17772.53096,25543.03631,33308.35361,41072.02036,48835.13917,56598.06632	5945.64028,13467.379,16094.87587,24021.12123,31849.17895,39633.14472,47402.65009,55167.65309	0.9302616931,0.9276973241,0.9263718768,0.9254604009,0.9249023728,0.9245761804,0.9243902956,0.9242843189	-0.9598864358,-0.4154348088,-0.934485799,-0.9289945744,-0.9275175986,-0.9262380104,-0.9253757217,-0.9248524318	ok
-1.43186373	-39.73947896	-42.18336270	0.8880097833	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2294.071034,10132.88807,17921.11693,25692.12609,33457.71491,41221.56524,48984.8348,56747.90039	5940.237777,13449.14069,16073.47403,23999.30669,31828.24597,39612.86803,47382.73794,55147.96548	0.9458800072,0.9277818031,0.9264567785,0.9255361398,0.9249684099,0.9246346383,0.9244432592,0.9243329186	-0.9598721587,-0.4117365684,-0.9346327057,-0.9290448035,-0.9275849619,-0.9263087182,-0.9254418698,-0.9249124466	ok
-1.42985972	-39.73947896	-42.60430376	0.8853441519	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	2436.960353,10275.98416,18064.69489,25836.0356,33601.84725,41365.86969,49129.29022,56892.49779	5934.887177,13431.42137,16053.39112,23978.58711,31808.28523,39593.53501,47363.76898,55129.22643	-0.9283528627,-0.9278353322,-0.9265186876,-0.9255971424,-0.9250262292,-0.9246886753,-0.9244927782,-0.9243808385	-0.9598579436,-0.4085326021,-0.9347649993,-0.9290922695,-0.9276495896,-0.9263776837,-0.9255071288,-0.924972071	ok
-1.42785571	-39.73947896	-42.97040324	0.8826785204	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2559.215076,10398.08661,18187.15075,25958.78875,33724.81777,41489.01487,49252.59092,57015.94607	5929.588232,13414.18584,16034.56645,23958.91649,31789.25261,39575.1002,47345.69705,55111.38954	0.9549533013,0.9278819862,0.9265749484,0.9256554544,0.925081659,0.9247410622,0.9245429741,0.9244286346	-0.9598437881,-0.4058196194,-0.9348824658,-0.9291370924,-0.9277115457,-0.9264449083,-0.925571481,-0.9250312872	ok
-1.42585170	-39.73947896	-43.31009076	0.8803472575	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	2697.632498,10536.28472,18325.6814,26097.61659,33863.86793,41628.24578,49391.98357,57155.49216	5924.340648,13397.39867,16016.94416,23940.25443,31771.11097,39557.52564,47328.48364,55094.41611	-0.9278976682,-0.9279269397,-0.9266304318,-0.9257126634,-0.9251372706,-0.9247935175,-0.9245922314,-0.9244760993	-0.95982969,-0.4036011708,-0.9349849948,-0.9291793987,-0.9277709116,-0.9265104104,-0.9256349192,-0.925090084	ok
-1.42384770	-39.73947896	-43.63391041	0.8780949283	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2813.899779,10652.32047,18442.0494,26214.28809,33980.76903,41745.33438,49509.24014,57272.90835	5919.144092,13381.02326,16000.47282,23922.56542,31753.82929,39540.78,47312.09699,55078.27423	0.9305658962,0.9279716068,0.9266856208,0.9257699608,0.9251928267,0.9248463617,0.9246426396,0.9245236967	-0.9598156468,-0.4018894883,-0.9350725721,-0.9292193194,-0.9278277839,-0.9265742223,-0.925697445,-0.9251484554	ok
-1.42184369	-39.73947896	-43.95016699	0.8761769676	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	2941.854636,10780.05028,18570.11836,26342.66922,34109.38796,41874.14793,49638.22821,57402.06194	5913.998194,13365.02032,15985.105,23905.81819,31737.38178,39524.83769,47296.51122,55062.93789	0.9302709679,0.9280160879,0.926740644,0.9258276388,0.9252480599,0.9248987494,0.9246919839,0.924572144	-0.9598016567,-0.4007084925,-0.9351452734,-0.9292569882,-0.9278822716,-0.9266363897,-0.9257590703,-0.9252064009	ok
-1.41983968	-39.73947896	-44.26076757	0.8745933755	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	3079.119509,10917.08944,18707.50064,26480.37163,34247.3358,42012.29755,49776.55873,57540.56446	5908.902557,13349.34564,15970.79695,23889.98512,31721.74716,39509.67801,47281.7055,55048.38619	0.9309563706,0.9280603395,0.9267956579,0.9258847414,0.9253041898,0.9249516376,0.9247426655,0.9246194155	-0.9597877174,-0.400098878,-0.9352032577,-0.9292925401,-0.9279344929,-0.9266969687,-0.925819814,-0.9252639256	ok
-1.41783567	-39.73947896	-44.56606109	0.8733441519	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	3222.829462,11060.58693,18851.35083,26624.55166,34391.77002,42156.94094,49921.38969,57685.57343	5903.856756,13333.94609,15957.50833,23875.04176,31706.90789,39495.28443,47267.66327,55034.60251	-0.927154847,-0.9281045539,-0.9268507669,-0.9259427157,-0.9253600944,-0.9250042811,-0.9247928756,-0.9246678682	-0.9597738273,-0.4001272048,-0.9352467606,-0.9293261095,-0.9279845735,-0.926756025,-0.9258797028,-0.9253210388	ok
-1.41583166	-39.73947896	-44.86534837	0.8723015794	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	3346.600732,11184.15619,18975.2814,26748.82171,34516.30275,42281.69015,50046.33332,57810.70139	5898.860347,13318.75217,15945.20187,23860.96635,31692.84956,39481.64385,47254.37154,55021.57388	0.9347398192,0.9281488663,0.9269057681,0.926000171,0.9254162553,0.9250580527,0.9248430349,0.9247156886	-0.9597599844,-0.400903493,-0.9352760877,-0.9293578295,-0.9280326435,-0.9268136315,-0.9259387689,-0.9253777534	ok
-1.41382766	-39.73947896	-45.15854521	0.8715933755	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	3471.267771,11308.63411,19100.13026,26874.02002,34641.77271,42407.38425,50172.22848,57936.78724	5893.912865,13303.66188,15933.84316,23847.73945,31679.56036,39468.74603,47241.82025,55009.29026	0.9310473067,0.9281930906,0.9269608965,0.9260584808,0.9254723843,0.9251113669,0.9248935009,0.9247635872	-0.9597461868,-0.4026194087,-0.9352916089,-0.9293878301,-0.9280788353,-0.9268698666,-0.9259970494,-0.9254340861	ok
-1.41182365	-39.73947896	-45.44356044	0.8712195401	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	28.80425614,3594.977347,11432.16714,19224.04383,26998.29339,34766.32663,42532.16995,50297.22214	5889.013831,13288.49917,15923.40042,23835.34361,31667.03053,39456.58298,47230.00173,54997.74404	0.9642961265,0.9304495572,0.9282373488,0.9270165295,0.9261164816,0.9255287388,0.9251651412,0.9249442496	-0.9597324331,-0.4056469026,-0.9352937521,-0.929416238,-0.9281232819,-0.9269248122,-0.9260545851,-0.9254900568	ok
-1.40981964	-39.73947896	-45.71799044	0.8710523558	full	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	53.87533901,3639.831382,11476.84181,19269.10215,27043.71939,34812.04136,42578.12417,50343.391	5884.162753,13272.86874,15913.84432,23823.76308,31655.25196,39445.14854,47218.91017,54986.92949	0.9908367513,0.935919338,0.928281386,0.9270717134,0.9261745778,0.9255858887,0.9252183257,0.9249949955	-0.9597187215,-0.4108826177,-0.9352829972,-0.9294431759,-0.928166115,-0.9269785527,-0.9261114206,-0.9255456869	ok
