delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-41.04208417	-43.10798678	0.8920123585	continued:5	1,-1,1,-1,1,-1,1,-1	-1,-1,-1,1,-1,1,-1,1	2771.794203,7602.082576,11982.4193,16617.09377,21114.65831,25688.7864,30220.83261,34776.23246	5627.301058,14260.59123,16735.89335,20776.87331,25550.01488,29965.3939,34582.50718,39090.16811	0.9255636024,-0.9256645819,0.9252619536,-0.9254721485,0.9253528393,-0.9254175827,0.9253813645,-0.9254013282	-0.9597433383,-0.9367977848,-0.9299764685,0.9250638802,-0.9256057751,0.9252880849,-0.9254560778,0.925361157	ok
-1.49799599	-41.04208417	-43.38151777	0.8904287663	continued:5	-1,1,-1,1,-1,1,-1,1	-1,-1,-1,1,-1,1,-1,1	2919.864693,7762.690068,12140.94805,16785.35133,21284.24086,25865.56501,30400.93192,34962.17681	5627.93462,14108.31362,16478.24952,20387.81065,25206.20338,29599.71857,34236.4456,38739.82448	-0.9241039903,0.9257190196,-0.9252985576,0.9255208515,-0.9253928369,0.9254634993,-0.9254233175,0.9254457589	-0.9597289033,-0.8957776043,-0.9325413117,0.9250476747,-0.9256932247,0.9253100073,-0.925513797,0.9253965593	ok
-1.49599198	-41.04208417	-43.64440963	0.8888451742	continued:5	1,-1,1,-1,1,-1,1,-1	-1,-1,-1,1,-1,1,-1,1	3041.262109,7896.706734,12272.64722,16926.94238,21426.91438,26015.56019,30554.07365,35121.22334	5627.643813,13972.67182,16251.37021,20037.72666,24887.55082,29267.05237,33919.53962,38420.5825	0.9287639492,-0.9257737421,0.9253349737,-0.9255700916,0.9254325763,-0.9255095152,0.9254651079,-0.9254903528	-0.9597135665,-0.8462586872,-0.9358457894,0.925027368,-0.9257676519,0.9253377641,-0.9255683387,0.92543348	ok
-1.49398798	-41.04208417	-43.90230316	0.8874682332	continued:5	1,-1,1,-1,1,-1,1,-1	-1,-1,-1,-1,1,-1,1,-1	3161.051434,8029.094955,12402.54302,17066.86504,21567.68807,26163.78069,30705.26198,35278.38251	5626.560207,13851.03111,16050.49015,19722.47711,24590.58063,28963.98335,33628.32248,38129.13004	0.9257149362,-0.9258285548,0.9253712284,-0.9256192468,0.9254719212,-0.9255556419,0.9255069063,-0.9255346897	-0.9596975642,-0.793370641,-0.9398651299,-0.9265613487,0.9258286737,-0.9253712801,0.9256194473,-0.9254720759	ok
-1.49198397	-41.04208417	-44.15654320	0.8864256607	continued:5	1,-1,1,-1,1,-1,1,-1	-1,-1,-1,-1,1,-1,1,-1	3296.823649,8177.686408,12548.30745,17222.87732,21724.26335,26327.96489,30872.20992,35451.38557	5624.797907,13741.26387,15871.66055,19438.163,24312.87859,28687.4975,33359.99321,37862.64575	0.9263269173,-0.9258838927,0.9254070549,-0.925669014,0.9255111167,-0.9256018179,0.9255483329,-0.925579552	-0.959681081,-0.7411648975,-0.9444955669,-0.9252576834,0.925877197,-0.9254101315,0.9256671547,-0.9255123682	ok
-1.48997996	-41.04208417	-44.40614800	0.8857174568	continued:5	-1,1,-1,1,-1,1,-1,1	-1,-1,-1,-1,1,-1,1,-1	3447.472413,8341.081569,12708.73381,17393.67803,21895.39189,26506.8393,31053.65335,35638.9671	5622.455603,13641.63544,15711.61649,19181.24424,24052.81124,28434.96733,33112.29013,37618.73476	-0.9246858762,0.9259393354,-0.9254427202,0.9257191485,-0.9255500602,0.9256484097,-0.9255895181,0.9256243478	-0.959664261,-0.6922028334,-0.9495642817,-0.9252971367,0.9259149363,-0.9254537158,0.9257116829,-0.9255542912	ok
-1.48797595	-41.04208417	-44.64969040	0.8850092528	continued:5	1,-1,1,-1,1,-1,1,-1	-1,-1,-1,-1,1,-1,1,-1	3555.439394,8462.059337,12826.37597,17521.94206,22023.6676,26643.05016,31192.2028,35783.76322	5619.618514,13550.71746,15567.65719,18948.56762,23809.24487,28204.09725,32883.3563,37395.34167	0.9266791023,-0.9259954288,0.925477931,-0.9257696474,0.925588717,-0.9256952291,0.9256305841,-0.9256692135	-0.9596472169,-0.6477997645,-0.9548475054,-0.9253729947,0.9259439714,-0.9255013633,0.9257533653,-0.9255977268	ok
-1.48597194	-41.04208417	-44.88898676	0.8846354175	continued:5	1,1,-1,1,-1,1,-1,1	-1,-1,-1,-1,1,-1,1,-1	25.58397779,3675.730605,8595.2707,12956.11815,17662.43654,22163.92614,26791.39882,31342.67549	5738.773295,11456.38876,13188.63035,15968.17019,20438.8161,25084.19934,29624.28849,34228.90256	0.9630455623,0.9258762232,-0.9260517848,0.9255131285,-0.9258203163,0.9256272105,-0.9257423589,0.9256711263	-0.9577615254,-0.4769730415,-0.975009381,-0.9268552999,0.9256008189,-0.9257597051,0.9256612243,-0.9257206148	ok
-1.48396794	-41.04208417	-45.12170207	0.8844682332	full	1,1,-1,1,-1,1,-1,1	-1,-1,-1,1,-1,1,-1,1	46.80083747,3718.652671,8651.354267,13008.37599,17725.70002,22226.62304,26862.39579,31415.54248	5788.711318,12697.55331,15030.45965,18959.55808,23855.23277,28237.49407,32941.09298,37450.90195	0.9940950092,0.9311568611,-0.9261084952,0.925547662,-0.9258714641,0.9256651358,-0.9257897532,0.9257116949	-0.9580395786,-0.8501649141,-0.9341804713,0.9253045833,-0.9260656358,0.9255671968,-0.9258573768,0.9256729566	ok
-1.48196393	-41.04208417	-40.94366275	0.8993927310	continued:5	1,-1,1,-1,1,-1,1,-1	-1,-1,-1,-1,1,-1,1,-1	2045.010961,7127.687824,11384.94078,16163.3379,20630.32917,25294.23638,29836.39089,34455.15015	5839.350568,12275.51652,14252.38728,17581.40019,22464.5893,26860.71882,31565.38001,36081.08085	0.9253804152,-0.9263327776,0.9255136465,-0.9259758259,0.9256740703,-0.9258568602,0.9257403024,-0.9258123202	-0.9582969739,-0.6036704867,-0.9597212078,-0.9255102107,0.9260924351,-0.9256158103,0.9258982278,-0.9257166533	ok
