delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-26.76352705	-45.95297549	0.8473702594	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	6994.154433,14611.82715,22228.72204,29845.51034,37462.44117,45079.57753,52696.90922,60314.40231	5185.982893,16854.4631,24543.05917,32199.83511,39836.05184,47461.10763,55080.87047,62698.45085	0.9540326095,0.9536538948,0.9533854619,0.953196844,0.9530642949,0.9529721875,0.9529076714,0.9528626232	-0.9660440522,-0.9579187935,-0.9570331688,-0.9560682061,-0.9552027954,-0.9545144514,-0.9540015436,-0.9536319048	ok
-1.49799599	-26.76352705	-46.52187462	0.8445769105	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7130.440651,14749.34725,22367.40186,29985.29761,37603.30444,45221.50051,52839.88484,60458.42879	5185.853666,16854.72933,24547.73199,32208.85959,39848.55722,47476.16417,55097.79595,62716.82583	0.9540637233,0.9536888339,0.9534206072,0.9532303157,0.9530959242,0.9530015225,0.9529350021,0.9528882581	-0.9660327581,-0.9579576168,-0.9571192115,-0.9561838528,-0.9553247057,-0.9546277031,-0.9541002278,-0.9537153174	ok
-1.49599198	-26.76352705	-47.07693993	0.8426589499	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	7244.360413,14864.52153,22483.75643,30102.77846,37721.87833,45341.14942,52960.60043,60580.2085	5185.728384,16855.02617,24552.59719,32218.36533,39861.85025,47492.25569,55115.92794,62736.51655	-0.954094336,-0.9537236725,-0.9534560555,-0.9532650302,-0.9531285918,-0.9530317954,-0.9529629806,-0.9529138571	-0.9660214621,-0.9579964965,-0.9572068017,-0.9563039518,-0.9554534096,-0.9547486228,-0.954206336,-0.9538053577	ok
-1.49398798	-26.76352705	-47.60664930	0.8414097263	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7390.911062,15012.34964,22632.78649,30252.9544,37873.16463,45493.52613,53114.05788,60734.74316	5185.607025,16855.35384,24557.66333,32228.39145,39876.0162,47509.51305,55135.43308,62757.71425	0.9541255541,0.9537589829,0.953492264,0.9532999527,0.9531613388,0.9530621945,0.9529913795,0.9529405042	-0.9660101642,-0.9580354337,-0.957296002,-0.9564288686,-0.9555896969,-0.9548782791,-0.9543210116,-0.9539031076	ok
-1.49198397	-26.76352705	-48.10228320	0.8410358909	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	36.43700283,7512.370936,15135.10845,22756.76901,30378.10285,37999.44132,45620.9093,53242.53649	5185.489569,16855.71257,24562.93959,32238.98242,39891.1559,47528.09475,55156.5164,62780.65656	0.9709174998,0.9541562865,0.9537947033,0.9535287385,0.953335454,0.9531952416,0.9530939126,0.9530204028	-0.9659988643,-0.9580744291,-0.9573868789,-0.9565590162,-0.9557345047,-0.9550179814,-0.954445681,-0.9540099304	ok
-1.48997996	-26.76352705	-48.55489707	0.8395800162	full	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	55.22820527,7814.698072,15438.9987,23061.99985,30684.54447,38307.02325,45929.59671,53552.31464	5185.375996,16856.1026,24568.43585,32250.18913,39907.38976,47548.1955,55179.43425,62805.64397	0.9918696753,0.9542420805,0.953871219,0.9535958867,0.9533935541,0.9532455927,0.9531375997,0.9530591387	-0.9659875626,-0.9581134838,-0.9574795033,-0.9566948648,-0.9558889572,-0.9551693575,-0.9545821562,-0.9541275797	ok
-1.48797595	-26.76352705	-41.87232698	0.8613314962	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7249.445782,14897.15279,22533.06326,30162.38101,37788.33748,45412.74458,53036.54483,60660.19506	5185.266284,16856.52417,24574.16277,32262.07018,39924.86345,47570.05837,55204.51326,62833.06435	0.9561879981,0.9554515699,0.9548278599,0.9543320746,0.9539521969,0.9536667612,0.9534553007,0.9532989546	-0.9659762589,-0.9581525989,-0.9575739503,-0.9568369518,-0.9560544198,-0.9553344664,-0.9547327884,-0.9542583637	ok
-1.48597194	-26.76352705	-42.82737127	0.8585381473	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7304.798817,14944.90916,22577.22391,30205.35834,37831.43836,45456.6209,53081.49559,60706.34144	5185.160413,16856.97754,24580.13183,32274.69361,39943.75562,47593.99274,55232.17914,62863.43096	0.9556515482,0.9550134833,0.9544942444,0.9540896652,0.9537817571,0.9535502783,0.9533778333,0.9532500523	-0.9659649532,-0.958191775,-0.9576703005,-0.9569858964,-0.9562325733,-0.9555159659,-0.9549007051,-0.9544054075	ok
-1.48396794	-26.76352705	-43.56809509	0.8557447984	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7320.663305,14956.02802,22586.44375,30214.29892,37840.94757,45467.11055,53093.14821,60719.22547	5185.058363,16857.46295,24586.35546,32288.13902,39964.28913,47620.40149,55263.00212,62897.44386	0.9551748311,0.9546412368,0.9542181945,0.9538912943,0.9536428722,0.9534560628,0.95331562,0.9532113099	-0.9659536456,-0.9582310133,-0.9577686395,-0.9571424166,-0.9564255198,-0.9557173697,-0.9550901932,-0.9545730906	ok
-1.48196393	-26.76352705	-44.22477509	0.8529514495	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7275.686078,14908.44573,22538.15756,30166.3477,37793.86049,45421.13728,53048.39383,60675.72447	5184.960114,16857.98068,24592.84709,32302.50046,39986.74728,47649.82411,55297.77242,62936.09502	0.9547728172,0.9543363991,0.9539952348,0.9537326252,0.9535327088,0.9533818022,0.9532678816,0.9531818345	-0.9659423361,-0.9582703149,-0.9578690592,-0.9573073526,-0.9566359365,-0.9559434569,-0.9553073487,-0.9547678149	ok
