delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.944444	-45.000000	-46.513057	0.795348	full	2732194079	374513	1,1,-13,-1	16,-15,2	ok
-0.944444	-42.222222	-47.078100	0.787161	full	89	6286288099	1,0,0,0	-15,2,14,-1	ok
-0.944444	-39.444444	-47.599269	0.781399	full	3549663152	2924545	-1,0,13,-1	13,12,-1,-2	ok
-0.944444	-36.666667	-48.089965	0.776257	full	454426601051659700	1033010307	-1,-11,-9,-12	12,-12,-12	ok
-0.944444	-33.888889	-48.970790	0.758954	full	137520058369471127	137537054508265638	-1,-11,-11,-11	11,11,-11,-11	ok
-0.944444	-31.111111	-49.403557	0.753145	full	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.944444	-28.333333	-49.822295	0.746937	full	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.944444	-25.555556	-50.228874	0.739191	full	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.944444	-22.777778	-50.624390	0.731520	full	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.944444	-20.000000	-51.009392	0.723939	full	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
