delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.833333	-45.000000	-46.751333	0.782378	full	7379	39665473622	1,1,-2,0	-16,0,-16,-2	ok
-0.833333	-42.222222	-47.313792	0.774262	full	6299157049446450077	1570850	-1,0,1,14	14,-14,-3,-1	ok
-0.833333	-39.444444	-47.835998	0.767097	full	26963412530	1777327259257775915	-1,1,-13,2	-13,-2,-12,-13	ok
-0.833333	-36.666667	-48.329636	0.761200	full	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.833333	-33.888889	-48.801618	0.754933	full	137520058369471127	137520069382767449	-1,-11,-11,-11	11,-11,-11,-11	ok
-0.833333	-31.111111	-49.641684	0.736811	full	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.833333	-28.333333	-50.064281	0.729959	full	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.833333	-25.555556	-50.474305	0.722774	full	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-0.833333	-22.777778	-50.872568	0.715301	full	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.833333	-20.000000	-51.259398	0.707602	full	998766650140877	998767320547562	-1,-8,-8,-8	8,-8,-8,-8	ok
