time	time_seconds	lambda1_nat_per_timeunit	lambda1_nats_per_second	lambda1_bits_per_second	lz76_nats_per_second	lz76_bits_per_second	lz76_alphabet_units_per_second	lz76_alphabet_size	n_symbols	last_symbol_time	last_symbol_time_seconds	lz76_phrase_count
200	0.2	0.0155747266951	15.5747266951	22.4695809663	NaN	NaN	NaN	0	0	NaN	NaN	0
400	0.4	0.007552646438	7.552646438	10.8961655617	NaN	NaN	NaN	0	0	NaN	NaN	0
600	0.6	0.00498816973016	4.98816973016	7.19640773281	NaN	NaN	NaN	0	0	NaN	NaN	0
800	0.8	0.00378391429803	3.78391429803	5.45903439292	NaN	NaN	NaN	0	0	NaN	NaN	0
1000	1	0.00311630268628	3.11630268628	4.4958744314	NaN	NaN	NaN	0	0	NaN	NaN	0
