delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-29.569138	-48.681354	0.814088	full	498768035658203820272194170320	88811	-1,0,0,0,0,0,1	10,3,0,-1,0	ok
-1.497996	-29.569138	-45.453733	0.822428	continued:5	2600339	2677273372514276	-1,0,0,0,0,0	10,3,0,-9	ok
-1.495992	-29.569138	-46.061886	0.819634	continued:5	2600339	67141	-1,0,0,0,0,0	10,3,1,0,0	ok
-1.493988	-29.569138	-46.650493	0.816841	continued:5	137520069382767470	20383898603041	-1,0,0,0,0,-1,0	10,3,2,6	ok
-1.491984	-29.569138	-47.217994	0.814589	continued:5	137520069382767470	621651410	-1,0,0,0,0,-1,0	10,3,9,1	ok
-1.489980	-29.569138	-47.756173	0.813133	continued:5	998767320547577	54648265	-1,0,0,0,0,1	10,-4,0,0,1	ok
-1.487976	-29.569138	-48.255306	0.812424	continued:5	77971519449922417203419339	17185	-1,0,0,0,0,2	10,-4,0,0,0	ok
-1.485972	-29.569138	-48.708034	0.812257	full	260441821149834632920408714016955902992295	2544380596575661	-1,0,0,0,0,4	10,4,0,0,-3	ok
-1.483968	-29.569138	-45.496372	0.820846	continued:5	66720926273439452	1061905017664871	-1,0,0,0,-1,1	10,4,0,8	ok
-1.481964	-29.569138	-46.103840	0.818053	continued:5	254885968568340898627436242649144226922577	58615969616	-1,0,0,0,-1,0,-2	10,4,1,4	ok
-1.479960	-29.569138	-46.690892	0.815260	continued:5	371299112589839	138886091	-1,0,0,0,-1,0,0	10,4,-9,0	ok
-1.477956	-29.569138	-47.255963	0.813007	continued:5	31288144257776714	57711376	-1,0,0,0,1,0,0	10,-5,0,0,1	ok
-1.475952	-29.569138	-47.790938	0.811551	continued:5	3361378696400720345	59290585	-1,0,0,0,1,1	10,5,0,0,1	ok
-1.473948	-29.569138	-48.286264	0.810843	continued:5	1512805747462234704043455668939996639	6434256053023360	-1,0,0,0,-2,3	10,5,0,9	ok
-1.471944	-29.569138	-48.734788	0.810676	full	3499970946211947819920	83095366	-1,0,0,0,2,1	10,5,2,-2,0	ok
-1.469940	-29.569138	-45.535189	0.819135	continued:5	89505112543483148711626218827	640444135	-1,0,0,0,7,0	10,5,10,-1	ok
-1.467936	-29.569138	-46.143529	0.816342	continued:5	628388714335481180969183525264	344845	-1,0,0,0,-8,0	10,-6,0,0,-1	ok
-1.465932	-29.569138	-46.730387	0.813549	continued:5	45800263712379863392701640865053981599760396214	140628952312865	-1,0,0,0,9,4	10,6,0,7	ok
-1.463928	-29.569138	-47.294226	0.811424	continued:5	2552756369100702364217593771537964	2182985	-1,0,0,0,10,0	10,6,2,-1,0	ok
-1.461924	-29.569138	-47.825901	0.809968	continued:5	47423830680463667162059790132126614009053588215451753935	461791225	-1,0,0,-1,0,7	10,6,10,0	ok
-1.459920	-29.569138	-48.317347	0.809260	continued:5	559605960124426494037248458864	415396	-1,0,0,-1,0,0,1	10,-7,0,0,-1	ok
-1.457916	-29.569138	-48.761617	0.809093	full	27258035	9585611	-1,0,0,-1,0,0	10,7,0,2	ok
-1.455912	-29.569138	-45.579852	0.817599	continued:5	47555244049161855870873181793523233559716444554588615595	24699886	-1,0,0,1,0,7	10,7,1,2	ok
-1.453908	-29.569138	-46.186675	0.814806	continued:5	139506566080648338156535319485303698304154975170179012201832260245	1006097633	-1,0,0,1,0,10	10,7,8,-2	ok
-1.451904	-29.569138	-46.771235	0.812012	continued:5	325138094381840	376258	-1,0,0,1,-2,0	10,-8,-2,0,0	ok
-1.449900	-29.569138	-47.331993	0.809760	continued:5	56209890991046868349469942094054140	67680775	-1,0,0,1,-10,1	10,-8,0,0,1	ok
-1.447896	-29.569138	-47.861057	0.808383	continued:5	1930099514	1917841	-1,0,0,-2,0,0	10,8,0,1,0	ok
-1.445892	-29.569138	-48.348553	0.807675	continued:5	188262115531075377314137696465852561238813200758825162620036568239	32583509182258750	-1,0,0,2,1,10	10,8,0,10	ok
-1.443888	-29.569138	-48.788520	0.807508	full	24522093478589	26393725	-1,0,0,3,0,-1	10,8,1,2	ok
-1.441884	-29.569138	-45.620081	0.815886	continued:5	243158055005140615015143804277340	138752791	-1,0,0,5,-10	10,8,3,2	ok
-1.439880	-29.569138	-46.227492	0.813092	continued:5	3441722010838025	164720305	-1,0,0,6,-1,0	10,8,-9,0	ok
-1.437876	-29.569138	-46.811591	0.810299	continued:5	2812547287698764	346910950	-1,0,0,8,0	10,8,-10,0	ok
-1.435872	-29.569138	-47.370874	0.808174	continued:5	102836338724779175372964903471760889	11787920	-1,0,0,9,0,3	10,-9,-6,0	ok
-1.433868	-29.569138	-47.896436	0.806797	continued:5	99105777691858517712677098493315	90136423385	-1,0,0,9,9	10,-9,0,2,1	ok
-1.431864	-29.569138	-48.379895	0.806089	continued:5	290441179249821724544722397314247703827	27710	-1,0,0,-10,0,-4	10,-9,0,0	ok
-1.429860	-29.569138	-48.815499	0.805922	full	1195637944795690739	27710	-1,0,0,-10,0,-1	10,-9,0,0	ok
