delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-24.809619	-49.526067	0.800489	full	621704316348001715951534595885	12995613620492257	-1,-1,2,-9,-8	9,8,8,9	ok
-1.497996	-24.809619	-46.002574	0.809420	continued:5	703887579919480527473939201027	63821097087652	-1,-1,-1,1,8	9,8,-9,6	ok
-1.495992	-24.809619	-46.700394	0.806626	continued:5	9893796398507197530492031580748326310499195431077390	516313027	-1,-1,-1,-1,1,6	9,8,-9,1	ok
-1.493988	-24.809619	-47.362358	0.803833	continued:5	3374961778890	245499543	-1,-1,-1,-1,-1,-1	9,8,-9,-1	ok
-1.491984	-24.809619	-47.985826	0.801374	continued:5	3374961778890	245499543	-1,-1,-1,-1,-1,-1	9,8,-9,-1	ok
-1.489980	-24.809619	-48.564493	0.799790	continued:5	3577708199687443728700572982579277	245499543	-1,-1,1,1,-9,1	9,8,-9,-1	ok
-1.487976	-24.809619	-49.089044	0.799082	continued:5	18832465964037627	516313027	-1,-1,1,-8,1	9,8,-9,1	ok
-1.485972	-24.809619	-49.553255	0.798915	full	84589694404075530	516313027	-1,1,1,-9,1	9,8,-9,1	ok
-1.483968	-24.809619	-46.057900	0.807842	continued:5	89130173478275533184158732280	516313027	-1,1,6,8,7	9,8,-9,1	ok
-1.481964	-24.809619	-46.752798	0.805049	continued:5	23214770244979502968732217780	720234063	-1,1,-4,3,7	9,8,9,1	ok
-1.479960	-24.809619	-47.410928	0.802255	continued:5	709612306977709756301479346030	1886730288	-1,1,-6,1,8	9,8,9,-2	ok
-1.477956	-24.809619	-48.029724	0.799796	continued:5	936335597907374334	5819424768	-1,1,7,-9,-2	9,8,9,2	ok
-1.475952	-24.809619	-48.603100	0.798213	continued:5	32410807994700959	19629432573	-1,1,8,-8,1	9,8,9,-3	ok
-1.473948	-24.809619	-49.122018	0.797505	continued:5	133024315290178730	238673823138	-1,1,8,-9,1	9,8,9,-4	ok
-1.471944	-24.809619	-49.580519	0.797337	full	328055457805535345583005	2643720204828	-1,1,8,9,4	9,8,9,-5	ok
-1.469940	-24.809619	-46.108061	0.806136	continued:5	4422039503566469569104938062725	24469723859283	-1,1,-9,1,-9	9,8,9,-6	ok
-1.467936	-24.809619	-46.801651	0.803343	continued:5	4422039503566469569104938062725	186558245150958	-1,1,-9,1,-9	9,8,9,-7	ok
-1.465932	-24.809619	-47.457362	0.800549	continued:5	24927351012313495146991167595380	480620241021363	-1,1,-9,1,9	9,8,9,7	ok
-1.463928	-24.809619	-48.072742	0.798090	continued:5	5403123824028513239661861664080	1186016357139903	-1,1,-9,2,-9	9,8,9,-8	ok
-1.461924	-24.809619	-48.641931	0.796634	continued:5	2276499585533483700	2810710672185573	-1,1,9,-5,-3	9,8,9,8	ok
-1.459920	-24.809619	-49.155125	0.795926	continued:5	3576796316927734185	4538043528	-1,1,9,-8,2	9,-9,-9,2	ok
-1.457916	-24.809619	-49.607858	0.795759	full	12299185572974	4538043528	-1,-2,-8,-2,-2	9,-9,-9,2	ok
-1.455912	-24.809619	-46.160814	0.804430	continued:5	891282017683634850	12998508611202447	-1,2,6,-9,-2	9,-9,8,9	ok
-1.453908	-24.809619	-46.852736	0.801636	continued:5	32830474056560706189593489	12998508611202447	-1,-2,2,9,5	9,-9,8,9	ok
-1.451904	-24.809619	-47.505695	0.798843	continued:5	18720995310647046652654923737814	5850373206045048	-1,2,6,-9,-9	9,-9,8,-9	ok
-1.449900	-24.809619	-48.117352	0.796512	continued:5	20548188950821366542785	2538420581286972	-1,2,8,-9,-4	9,-9,8,8	ok
-1.447896	-24.809619	-48.680994	0.795056	continued:5	249069910935364064634825	161730211417497	-1,2,-9,-9,4	9,-9,8,-7	ok
-1.445892	-24.809619	-49.188369	0.794348	continued:5	5403124357119317754617907045294	145391776128	-1,2,-9,2,-9	9,-9,-8,-4	ok
-1.443888	-24.809619	-49.635273	0.794180	full	11765568480293251559745350093475	11946275627958072	-1,2,9,6,-9	9,-9,7,9	ok
-1.441884	-24.809619	-46.215012	0.802770	continued:5	1573639116081558920000	5329379657503260	-1,3,7,-9,3	9,-9,7,-9	ok
-1.439880	-24.809619	-46.904536	0.799976	continued:5	1102961760736300833240636226605	49882244413635	-1,-3,-3,3,8	9,-9,7,6	ok
-1.437876	-24.809619	-47.554104	0.797183	continued:5	7998532667912002149993038383424	5084484245789538	-1,3,-8,4,-9	9,-9,-7,-9	ok
-1.435872	-24.809619	-48.161500	0.794852	continued:5	60164413438049049115981284565277	4849509488270985	-1,3,-9,6,9	9,-9,6,-9	ok
-1.433868	-24.809619	-48.720249	0.793475	continued:5	14209044807226577787368419076255	4849509488270985	-1,3,9,7,-9	9,-9,6,-9	ok
-1.431864	-24.809619	-49.221732	0.792767	continued:5	702177501617203861079697384000	2060912994749058	-1,-4,7,9,-8	9,-9,6,8	ok
-1.429860	-24.809619	-49.662763	0.792599	full	2742372679469833594048139	2060912994749058	-1,4,8,-9,-5	9,-9,6,8	ok
-1.427856	-24.809619	-46.271156	0.801109	continued:5	14177438984048747956365688439105	839058587017188	-1,-5,7,7,-9	9,-9,6,-8	ok
-1.425852	-24.809619	-46.957973	0.798315	continued:5	1540199406983968286558878564295	2060912994749058	-1,-5,-8,-5,8	9,-9,6,8	ok
-1.423848	-24.809619	-47.603868	0.795522	continued:5	12978251091448652	2060912994749058	-1,5,8,9	9,-9,6,8	ok
-1.421844	-24.809619	-48.206752	0.793270	continued:5	15602194795088264012546098240170	4849509488270985	-1,5,9,-8,-9	9,-9,6,-9	ok
-1.419840	-24.809619	-48.759723	0.791893	continued:5	248006178744865036172190450	4849509488270985	-1,-6,7,-9,-6	9,-9,6,-9	ok
-1.417836	-24.809619	-49.255226	0.791184	continued:5	12984035753808020	10969451484491628	-1,6,8,9	9,-9,6,9	ok
-1.415832	-24.809619	-49.690329	0.791017	full	1118758120809635	10969451484491628	-1,6,-9,-8	9,-9,6,9	ok
-1.413828	-24.809619	-46.327548	0.799476	continued:5	998344204589039	348314953546860	-1,7,-8,-8	9,-9,-7,7	ok
-1.411824	-24.809619	-47.011207	0.796683	continued:5	5323446691871219	2288770716679197	-1,-7,7,-9	9,-9,7,8	ok
-1.409820	-24.809619	-47.653044	0.793890	continued:5	12989822349777275	5329379657503260	-1,7,8,9	9,-9,7,-9	ok
-1.407816	-24.809619	-48.251105	0.791558	continued:5	450588627364304	5329379657503260	-1,7,-9,7	9,-9,7,-9	ok
-1.405812	-24.809619	-48.799409	0.790309	continued:5	2669313200201559	5329379657503260	-1,7,-9,8	9,-9,7,-9	ok
-1.403808	-24.809619	-49.288848	0.789601	continued:5	2808873757110794	11946275627958072	-1,7,9,8	9,-9,7,9	ok
-1.401804	-24.809619	-49.717970	0.789434	full	91901890071949443798001181237690	11946275627958072	-1,7,9,-9,9	9,-9,7,9	ok
-1.399800	-24.809619	-46.385538	0.797813	continued:5	998766650140877	2410763934257235	-1,-8,-8,-8	9,-9,-8,8	ok
-1.397796	-24.809619	-47.066049	0.795020	continued:5	2409126743731619	999612703575933	-1,-8,-8,8	9,-9,-8,-8	ok
-1.395792	-24.809619	-47.703820	0.792227	continued:5	2409126743731619	2410763934257235	-1,-8,-8,8	9,-9,-8,8	ok
-1.393788	-24.809619	-48.297042	0.789974	continued:5	5847190196345960	2538420581286972	-1,-8,8,-9	9,-9,8,8	ok
-1.391784	-24.809619	-48.839317	0.788725	continued:5	12995610879787277	2538420581286972	-1,8,8,9	9,-9,8,8	ok
-1.389780	-24.809619	-49.322601	0.788017	continued:5	6125569946746277	5850373206045048	-1,8,-9,-9	9,-9,8,-9	ok
-1.387776	-24.809619	-49.745685	0.787850	full	2671080006838320	5850373206045048	-1,8,-9,8	9,-9,8,-9	ok
-1.385772	-24.809619	-46.440310	0.796149	continued:5	2671080006838320	5850373206045048	-1,8,-9,8	9,-9,8,-9	ok
-1.383768	-24.809619	-47.117854	0.793355	continued:5	2671080006838320	5850373206045048	-1,8,-9,8	9,-9,8,-9	ok
-1.381764	-24.809619	-47.751747	0.790562	continued:5	2671080006838320	5850373206045048	-1,8,-9,8	9,-9,8,-9	ok
