delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_scs	gamma_scs	T_signs	gamma_signs	T_event_times	gamma_event_times	T_tangent_V	gamma_tangent_V	status
-1.24874372	-31.55778894	-46.69140982	0.8278272739	continued:5	-1,0,0,0,0,0,0,-1	-12,0,1,0,-1,0,0,0	-1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1870.575964,9334.423278,17077.02249,24824.75326,32582.63966,40362.9762,48211.8669,56220.51072	11994.60601,18149.72601,27056.7199,34923.35594,43103.9868,50846.73957,58591.63779,66343.8455	-0.998393,0.9988941103,0.9988926547,0.9988924544,0.9988954953,0.9989084367,0.9989636258,0.9972126787	0.9958603686,-0.9990102851,-0.9989112896,-0.9989790664,-0.9995496616,-0.9988932527,-0.998892303,-0.9988933801	ok
-1.24371859	-31.55778894	-47.13792905	0.8262436818	continued:5	-1,0,0,0,0,0,0,-3	-12,0,2,0,0,0,0,-1	-1,-1,-1,-1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	2000.79545,9508.149815,17255.71217,25010.07717,32779.23749,40586.94185,48615.79845,59064.91253	12018.3213,18244.92813,27698.07438,35447.67326,43206.19601,50985.15834,58825.82855,66953.85285	-0.9984469431,-0.9988946707,-0.9988933275,-0.9988936876,-0.9988997602,-0.998926249,-0.9991116484,-0.994809382	0.995755378,-0.9990717711,-0.9988800981,-0.998893088,-0.9988949254,-0.9989055469,-0.9989532594,-0.9965532998	ok
-1.23869347	-31.55778894	-47.55473213	0.8253288267	continued:5	-1,0,0,0,0,0,-1,0	-12,0,-7,0,0,0,0,0	-1,-1,-1,-1,-1,-1,-1,1	1,-1,-1,-1,-1,-1,-1,-1	2130.10771,9652.607106,17405.34271,25167.10535,32950.68687,40806.21318,48748.25443,55810.04036	12043.99902,18441.29439,30769.01366,38521.1722,46276.05981,54042.77044,61839.80666,69767.12418	-0.998460426,-0.9988952556,-0.9988939392,-0.9988954648,-0.9989066059,-0.9989626184,-0.997911296,0.9988948132	0.9956455263,-0.9991998988,-0.9994722149,-0.9988946945,-0.9988939318,-0.9988973555,-0.9989157339,-0.999024243	ok
-1.23366834	-31.55778894	-47.93586130	0.8248272739	full	-1,0,0,0,0,0,-2,0	-12,-1,-1,0,0,0,0,0	-1,1,1,1,1,1,1,1	1,-1,1,1,1,1,1,1	2163.489602,9651.441386,17409.57353,25179.67236,32982.48617,40947.99859,49907.21422,57646.5499	12071.94486,18783.38765,24991.56837,32731.37217,40490.56874,48263.32627,56074.47828,64134.42663	-0.9983972843,0.9988958986,0.9988946779,0.9988978343,0.9989175517,0.9990526802,0.9990636828,0.9988956871	0.9955298289,-0.9952008199,0.9990674441,0.9988956109,0.9988947446,0.9988990101,0.9989236753,0.9991280509	ok
-1.22864322	-31.55778894	-45.30877896	0.8311361453	continued:5	-1,0,0,0,0,-1,0,-2	-12,-1,0,0,-1,0,9,-1	-1,-1,-1,-1,-1,-1,1,1	1,-1,1,1,1,-1,-1,-1	1483.293862,9149.018947,16913.25401,24694.14039,32528.9187,40807.15727,47061.19025,55987.73213	12102.55418,18404.84061,24774.01665,32607.03212,40941.73542,47402.24943,61093.47295,69057.60158	-0.9987280474,-0.9988964645,-0.9988956862,-0.9989017336,-0.9989392775,-0.9959350479,0.9990421649,0.9979577303	0.9954070279,-0.9969281382,0.9989015009,0.9989378816,0.995714064,-0.999219813,-0.9989538107,-0.997698471	ok
-1.22361809	-31.55778894	-45.81733805	0.8283427964	continued:5	-1,0,0,0,0,1,0,0	-12,-1,0,0,0,0,1,2	-1,-1,-1,-1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	1601.889089,9113.981498,16883.8017,24674.89461,32548.59978,41253.63487,49036.33831,56872.10942	12136.35134,18439.17632,26204.54425,33976.95719,41776.10996,49697.46026,58762.76304,68671.13576	-0.9984130177,-0.9988971582,-0.9988966481,-0.9989058123,-0.9989680636,-0.9988941455,-0.9989013292,-0.9989372141	0.9952754684,-0.9993518239,-0.9988967159,-0.9988972398,-0.9989107023,-0.9990081873,-0.9990679307,-0.9990320853	ok
-1.21859296	-31.55778894	-46.30658285	0.8256771650	continued:5	-1,0,0,0,0,-2,0,0	-12,1,0,-1,0,1,2,-2	-1,1,1,1,1,1,1,1	1,-1,-1,-1,1,1,1,1	1733.565564,9243.502106,17019.70629,24824.51871,32779.30225,41868.49185,49639.42168,57419.64203	12174.05399,19258.61331,27095.92413,35333.74258,41599.64175,50662.16879,60573.53225,69534.40239	-0.9983991818,0.9988977429,0.9988978817,0.9989122949,0.9990326367,0.9994695778,0.9988973303,0.9988991857	0.9951328975,-0.9989007582,-0.9989356179,-0.9961248123,0.9990019517,0.9990598973,0.999027344,0.9976755449	ok
-1.21356784	-31.55778894	-46.77573079	0.8235525532	continued:5	-1,0,0,0,0,10,-1,0	-12,1,1,0,1,2,0,0	-1,-1,-1,-1,-1,-1,-1,1	1,-1,-1,-1,-1,-1,-1,-1	1864.567987,9397.421823,17180.46491,25002.36618,33226.43677,47097.45846,55334.08565,61624.89097	12216.68421,19437.08069,28330.51149,36243.97802,45286.32231,55030.1138,62848.72293,70973.92769	-0.9984243967,-0.9988983456,-0.9988994701,-0.998921633,-0.9992288116,-0.9989334453,-0.9961416996,0.9990093789	0.9949761171,-0.9989716406,-0.9989078231,-0.9989945547,-0.9990341322,-0.9988984796,-0.998919325,-0.9991618184	ok
-1.20854271	-31.55778894	-47.21899951	0.8220966785	continued:5	-1,0,0,0,-1,0,0,10	-12,-2,0,-2,0,0,0,-1	-1,-1,-1,-1,-1,1,1,1	1,-1,1,1,1,1,1,1	1994.771729,9531.734144,17322.14326,25166.06926,33281.50794,39643.85308,47901.94516,61743.70866	12265.77531,19759.35154,26076.5324,35007.64654,42638.08364,50428.81836,58274.26726,66359.79945	-0.9984201845,-0.9988989847,-0.9989012808,-0.9989351774,-0.9967204165,0.9989206991,0.9992470228,0.9992074663	0.9948003373,-0.9961562093,0.9990183287,0.9985915197,0.9988989782,0.9989014065,0.998936309,0.9968831459	ok
-1.20351759	-31.55778894	-47.62987104	0.8211818234	continued:5	-1,0,0,0,1,0,0,5	-12,2,-1,0,0,-1,10,-1	-1,-1,-1,-1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,1,1	2123.918627,9680.25877,17478.69355,25352.54453,34095.23767,41913.77812,49979.07871,62060.89376	12323.79575,20444.17291,28882.12522,36671.94586,44501.6141,53523.69479,65692.0903,74120.98118	-0.9984409671,-0.9988996843,-0.9989035683,-0.9989555438,-0.9988982977,-0.9989148157,-0.9991103255,-0.9991559021	0.9945978522,-0.9989495341,-0.9988870666,-0.9989003112,-0.998922228,-0.9934570739,0.9989494214,0.9988890125	ok
-1.19849246	-31.55778894	-48.00399658	0.8206802706	full	-1,0,0,0,1,10,-1,-1	-12,3,5,-1,0,2,0,-1	-1,1,1,1,1,1,1,-1	1,-1,-1,-1,1,1,1,1	2158.04758,9686.596125,17493.79009,25410.80742,34653.36624,48554.09251,56872.67078,63781.40011	12395.14448,21407.03501,33370.51724,41591.19985,47950.7253,57706.26094,65560.14604,73544.38717	-0.9983849631,0.9989004356,0.9989064153,0.9989873183,0.9991938122,0.9989261874,0.9958406975,-0.9948955062	0.9943549306,-0.9990971322,-0.9989282078,-0.9962455158,0.9990157043,0.9989014018,0.9989371328,0.9976600999	ok
-1.19346734	-31.55778894	-45.40181323	0.8269878864	continued:5	-1,0,0,0,3,0,2,0	-12,7,-1,-11,0,0,0,-5	-1,-1,-1,-1,-1,-1,-1,-1	1,-1,-1,1,1,1,1,1	1470.886335,9120.99447,16938.52414,24933.90755,35543.71143,43490.54826,53187.50583,61024.24533	12489.02339,23784.17527,32946.10796,44404.84565,52175.70924,59996.28409,68033.68246,79397.52894	-0.9985952729,-0.9989011492,-0.9989102219,-0.9990479912,-0.9989075211,-0.9990083826,-0.998899931,-0.9989222725	0.9940428545,-0.9989193975,-0.9930335278,0.9990071598,0.99890107,0.9989119815,0.9990815251,0.9967494877	ok
-1.18844221	-31.55778894	-45.91031004	0.8241945375	continued:5	-1,0,0,0,10,0,0,8	-12,10,2,0,0,10,11,0	-1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1598.607949,9117.960264,16945.82611,25092.28236,38925.2226,46750.9226,54842.91585,68459.70818	12631.42764,24759.3506,34393.88959,42223.73868,50438.97072,64432.3435,77989.60998,85820.67146	-0.9983485598,0.9989018938,0.9989143448,0.9991598611,0.9988976132,0.9989130228,0.9991200027,0.999242764	0.9935806073,-0.9990017737,-0.9988986026,-0.9989155164,-0.9992070217,-0.9993067253,-0.9988988311,-0.998916268	ok
-1.18341709	-31.55778894	-46.39771213	0.8215289061	continued:5	-1,0,0,-1,1,9,5,1	-12,11,-1,1,0,0,-11,0	-1,1,1,1,-1,-1,-1,-1	1,-1,-1,1,1,1,1,1	1730.393371,9259.132687,17099.3663,25616.26411,33067.76864,46817.38121,58807.68129,68491.59053	13026.38983,24863.89948,33274.94014,40230.90093,48064.49976,56365.74123,69440.9388,77174.1711	-0.9983516284,0.9989026685,0.9989198565,0.9951405498,-0.9991293111,-0.999073143,-0.9989763781,-0.999425465	0.9923388007,-0.9989208237,-0.9955193327,0.998898265,0.9989156825,0.9992581113,0.9987860085,0.9989026986	ok
-1.17839196	-31.55778894	-46.86327471	0.8194042943	continued:5	-1,0,0,-1,0,0,-11,0	11,11,-1,0,0,-1,0,0	-1,-1,-1,-1,1,1,1,-1	1,1,1,-1,-1,-1,1,1	1860.950039,9420.583916,17275.01906,25333.03441,31970.88659,40226.83098,53478.91909,60350.1429	12244.03492,25527.13897,33492.29039,40841.23255,48699.46947,56694.21619,63679.47415,71572.44183	-0.9983891142,-0.9989035074,-0.99892689,-0.9971471016,0.9989145202,0.9992270741,0.9975105932,-0.9989060485	0.9994137372,0.99893144,0.998093408,-0.9989035911,-0.9989294974,-0.9976561296,0.9989047269,0.9989551984	ok
-1.17336683	-31.55778894	-47.30139116	0.8179484196	continued:5	-1,0,0,1,0,0,-7,0	11,11,0,11,-1,0,0,1	-1,-1,-1,-1,-1,-1,-1,1	1,1,1,1,1,-1,-1,-1	1991.039968,9563.227675,17434.34067,25911.7923,33742.66695,41787.28198,54063.10459,61374.02622	12110.59797,25540.68394,34122.63922,47423.77614,55406.6413,62543.1935,70437.42543,79420.91531	-0.9983978381,-0.9989044381,-0.9989359146,-0.9988891484,-0.9989102649,-0.9990729969,-0.9980347484,0.9989046568	0.9993526836,0.9989153321,0.9993979375,0.998928653,0.9978240856,-0.998905075,-0.9989531046,-0.9989508921	ok
-1.16834171	-31.55778894	-47.70581940	0.8170335645	continued:5	-1,0,0,1,1,0,0,-11	11,11,0,5,0,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1,1,1,1,1,1,-1,1	2119.873139,9715.646418,17606.76,26564.56547,35063.55544,42903.81504,51151.44195,64306.49491	12033.59641,25531.05422,33545.89443,45278.16292,53128.97264,61418.80444,68132.83446,74659.94238	-0.9984256401,-0.998905466,-0.9989477356,-0.9989342668,-0.9988905824,-0.9989134062,-0.999215479,-0.9979229848	0.999313176,0.9989088106,0.9990458778,0.9988972417,0.9989196141,0.996019409,-0.9959393362,0.9967121023	ok
-1.16331658	-31.55778894	-48.07254250	0.8165320117	full	-1,0,0,-2,2,0,0,11	11,11,0,2,0,-1,0,-1	-1,1,1,1,-1,-1,-1,-1	1,1,1,1,1,1,-1,-1	2154.585383,9728.397493,17643.85428,27220.49741,34960.733,42806.4823,51360.62945,64654.14974	11978.8948,25497.01471,33430.56895,42990.17269,50850.78525,58905.85908,65631.26459,73868.26343	-0.9983757898,0.998906513,0.9989631703,0.9951045586,-0.9988906663,-0.9989144458,-0.9993807761,-0.9989280984	0.9992830199,0.998905882,0.9989773319,0.9988981492,0.9989234391,0.9972180111,-0.9989195856,-0.99625436	ok
-1.15829146	-31.55778894	-45.49044584	0.8225514092	continued:5	-1,0,0,2,-10,0,0,3	11,11,0,1,2,0,-1,1	-1,-1,-1,-1,-1,-1,-1,-1	1,1,1,1,1,1,1,-1	1470.222878,9191.404251,17143.09583,27186.76233,40521.33604,48353.37199,56330.13898,67045.3275	11936.29783,25438.96482,33337.24517,42353.26038,51786.74282,59640.04666,68095.02257,75536.83178	-0.998658423,-0.9989077375,-0.9989883298,-0.999097993,-0.999202121,-0.9989083246,-0.9990083428,-0.9989833419	0.999258285,0.9989037985,0.9989470241,0.9989723126,0.9988917826,0.9989166011,0.995407116,-0.9990592989	ok
-1.15326633	-31.55778894	-46.00175916	0.8197580603	continued:5	-1,0,0,4,0,1,10,-11	11,11,0,1,0,1,10,3	-1,-1,-1,-1,-1,-1,-1,-1	1,1,1,1,1,1,1,1	1596.223018,9211.563432,17199.45125,28379.90694,36288.6729,45492.00931,59374.09592,72549.5351	11901.33001,25358.5752,33239.49524,41923.29084,49831.52287,59015.28496,72861.781,83507.21009	-0.9984206056,-0.9989088405,-0.9990137127,-0.9989043002,-0.9989517709,-0.9991320176,-0.9991845124,-0.997808826	0.9992371549,0.9988994884,0.998931724,0.9989042175,0.9989513553,0.9991163209,0.9989992144,0.9989187582	ok
-1.14824121	-31.55778894	-46.48978612	0.8172990800	continued:5	-1,0,0,-9,0,-1,0,-5	11,11,0,-1,0,0,9,-11	-1,1,1,1,1,1,-1,-1	1,1,1,1,-1,-1,-1,-1	1728.739496,9307.588148,17354.94222,30800.7631,38665.85224,46820.41298,53439.19238,65388.98461	11871.61636,25259.4293,33132.36432,41109.88746,48548.09367,56610.35505,70517.0402,83764.27459	-0.9983450321,0.9989101921,0.9990573136,0.9989192787,0.9989189508,0.9966798916,-0.9990152677,-0.9948628471	0.9992186265,0.9988927823,0.9989237932,0.9981370088,-0.9989104435,-0.9990689619,-0.9992058157,-0.9994010233	ok
-1.14321608	-31.55778894	-46.95195023	0.8151744682	continued:5	-1,0,0,-11,1,10,9,-11	11,-11,0,-1,0,1,2,4	-1,-1,-1,-1,1,1,1,1	1,1,1,1,-1,-1,-1,-1	1858.881669,9475.002375,17621.98622,31539.46156,39077.37904,52911.78234,66745.39355,81035.45125	11845.74102,25147.12293,33017.8302,41094.09109,47851.41608,56873.67322,66838.6244,78218.61009	-0.998393905,-0.9989117164,-0.9991294512,-0.9955251175,0.9991050697,0.9990600349,0.9991233467,0.9944658526	0.9992020816,0.9989941509,0.9989198584,0.9971430607,-0.998940139,-0.9989727791,-0.9990048039,-0.9989315698	ok
-1.13819095	-31.55778894	-47.38509348	0.8137975272	continued:5	-1,0,0,11,-1,0,1,-1	11,-11,0,-1,0,6,10,7	-1,-1,-1,-1,-1,1,1,1	1,1,1,1,-1,-1,-1,-1	1989.446131,9605.891616,18032.96356,31383.82075,39436.69486,46305.37368,55177.14428,63484.22413	11822.78995,25028.4585,32901.05949,41045.23934,47726.43121,60391.11758,74233.64017,87459.36134	-0.9983799425,-0.9989133813,-0.9993043309,-0.9989196463,-0.9973233739,0.998931364,0.9989160498,0.9960141655	0.9991871099,0.9995312817,0.9989182178,0.9967610892,-0.9990194773,-0.9990931749,-0.9990274991,-0.9991792644	ok
-1.13316583	-31.55778894	-47.78257398	0.8128826721	continued:5	-1,0,-1,2,-1,-2,0,2	11,-11,0,-1,0,-8,-1,0	-1,-1,-1,1,1,-1,1,1	1,1,1,1,-1,-1,1,-1	2117.840315,9762.4965,18249.68795,26401.95895,34851.30115,42330.59428,49083.78314,59177.77238	11802.13772,24911.69983,32788.05085,40927.45758,47641.29621,60826.03058,67279.74899,74778.68461	-0.9984145773,-0.9989151883,-0.9953405879,0.9989148708,0.9954774347,-0.9970266792,0.9989680214,0.9991218945	0.9991734237,0.9993929506,0.998917976,0.9968006655,-0.9990224021,-0.9960973675,0.9981817929,-0.9989154061	ok
-1.12814070	-31.55778894	-48.14150750	0.8123811193	full	-1,0,-1,0,11,-1,7,-1	11,-11,0,-1,0,2,0,-2	-1,1,1,-1,-1,-1,1,1	1,1,1,1,-1,-1,-1,-1	2153.006695,9781.398449,17970.4438,24925.17944,38331.43121,46989.74478,58364.00173,66373.73669	11783.33679,24826.63816,32683.83627,40760.7587,47598.05305,57102.64413,65031.7614,74012.32635	-0.9983700969,0.9989171759,0.9965606141,-0.9992513761,-0.9989139965,-0.9947596024,0.9989198637,0.9977586788	0.9991608129,0.9990135298,0.9989186723,0.9971895138,-0.998953274,-0.9988984434,-0.9989509107,-0.9987029823	ok
-1.12311558	-31.55778894	-45.58976756	0.8183997265	continued:5	-1,0,-1,0,1,0,-11,0	11,-11,0,-1,0,-1,0,-1	-1,-1,-1,1,1,1,1,1	1,1,1,1,-1,-1,-1,-1	1465.264949,9193.542702,17210.31646,24381.08456,33146.50291,41351.6149,54443.96348,62337.49472	11766.05534,24795.86056,32591.54914,40591.77106,47919.1888,55978.80986,63864.25693,71955.96053	-0.9985459044,-0.9989196143,-0.9977070242,0.9989260709,0.9989118374,0.9991571045,0.9993789851,0.9989232228	0.999149119,0.9987175054,0.9989200878,0.9979169392,-0.9989219111,-0.9991995255,-0.9989220341,-0.9993266369	ok
-1.11809045	-31.55778894	-46.09944847	0.8156063776	continued:5	-1,0,-1,0,1,-2,-1,-1	11,-11,0,-1,0,1,4,-1	-1,1,1,1,1,1,-1,1	1,1,1,1,1,1,1,1	1596.705161,9237.832854,17443.89145,25352.69689,34325.43227,43572.20935,50368.60266,57219.89924	11750.04013,24784.51247,32512.38915,40769.21667,48681.39795,57721.40514,69039.49438,77217.45764	-0.9983592858,0.9989219736,0.9995561433,0.9989297671,0.9989416884,0.9964158411,-0.9964386693,0.9962251858	0.9991382188,0.9985256481,0.9989221336,0.9994675766,0.9989322558,0.9989796822,0.9989166298,0.99664224	ok
-1.11306533	-31.55778894	-46.58418915	0.8129407461	continued:5	-1,0,1,-1,-11,-1,0,-9	11,-11,0,1,-1,-11,1,0	-1,-1,-1,-1,1,-1,1,1	1,1,1,1,1,-1,1,1	1728.06167,9396.153543,18171.81991,27024.01422,38967.55068,45650.80848,52514.72837,65625.10949	11735.09306,24778.01787,32446.11565,41221.98786,50067.84266,62089.40031,69027.73533,76973.56917	-0.9983890893,-0.9989248211,-0.9989138046,-0.9941510188,0.996393334,-0.9970464811,0.9990098604,0.9987711652	0.999128015,0.9983898319,0.9989247885,0.9989138202,0.9941715022,-0.9961750301,0.998910531,0.9989531159	ok
-1.10804020	-31.55778894	-47.04344096	0.8110227855	continued:5	-1,0,1,2,0,10,-5,-1	11,-11,0,1,2,-1,-1,0	-1,1,1,1,1,1,1,-1	1,1,-1,-1,-1,-1,1,1	1859.678936,9524.771386,18503.50851,28098.05358,36162.82115,50045.083,61539.85791,68525.01856	11721.056,24772.39118,32391.65275,41373.60204,51131.02331,59399.90968,66200.40721,74135.9235	-0.9983649684,0.998927986,0.9989444206,0.998908158,0.9990413391,0.9989766651,0.9965641736,-0.9959249607	0.999118429,0.9982879492,-0.9989280663,-0.9989457191,-0.9989158736,-0.9962461,0.999466608,0.9989419193	ok
-1.10301508	-31.55778894	-47.47015905	0.8096458445	continued:5	-1,0,1,-11,-1,0,-11,-2	11,-11,0,1,-11,0,-2,0	-1,1,1,1,-1,1,1,-1	1,1,-1,-1,-1,1,1,-1	1989.926054,9666.250271,18833.58731,32398.72863,39140.19294,46075.98233,59898.09537,67567.97561	11707.80033,24766.28329,32347.57434,41546.86244,54692.72632,61990.72046,71003.66997,78328.36776	-0.9983651906,0.998931568,0.9990750041,0.9964931131,-0.9970008247,0.9990666109,0.9957855081,-0.9965555734	0.9991093965,0.9982090777,-0.9989320024,-0.9991004094,-0.9978023968,0.9989392393,0.9978400055,-0.9989380095	ok
-1.09798995	-31.55778894	-47.86016002	0.8087309894	continued:5	-1,0,-2,-1,1,9,2,-10	11,-11,0,-2,0,-10,0,-2	-1,-1,-1,1,-1,-1,-1,-1	1,1,-1,-1,1,1,1,1	2117.76287,9828.460154,19031.76961,26044.69372,33616.89314,47439.03339,57438.25262,70900.72771	11695.21984,24759.2001,32312.41404,41407.83256,48404.08402,61715.82467,69437.3801,78636.36857	-0.9984065683,-0.9989356863,-0.9966522244,0.9960217607,-0.9989980506,-0.9989463645,-0.9990119061,-0.9995540871	0.9991008638,0.998146936,-0.9989366499,-0.9972200236,0.9990103692,0.9984278998,0.9989357142,0.9966724248	ok
-1.09296482	-31.55778894	-48.21089809	0.8082294366	full	-1,0,2,-1,0,3,6,4	11,-11,0,2,-2,0,-8,-2	-1,1,1,1,-1,-1,-1,-1	1,1,-1,-1,-1,-1,-1,1	2153.288166,9854.730672,19614.24525,27645.93459,34916.69946,45665.75033,58288.55315,69712.11761	11683.22547,24750.98717,32284.83138,42176.63344,51528.32783,59530.21518,72827.07939,80351.24122	-0.9983668935,0.9989403377,0.9989184017,0.9977126109,-0.9989552037,-0.9989739617,-0.9989627973,-0.9989505288	0.9990927861,0.9980974766,-0.9989420822,-0.9989382041,-0.9989736767,-0.9989806953,-0.9958437441,0.9975160287	ok
-1.08793970	-31.55778894	-45.69013311	0.8141202060	continued:5	-1,0,-3,-2,0,9,1,9	11,-11,0,-3,0,-3,4,0	-1,-1,-1,1,1,1,1,1	1,1,-1,-1,1,1,-1,-1	1465.667666,9253.329997,19529.74405,27333.81495,35349.59662,49156.56507,58220.25478,72046.29124	11671.74165,24741.64114,32263.68709,42097.52478,49778.55893,60171.92056,69625.60606,77723.10048	-0.9985099696,-0.9989460117,-0.9958330606,0.9990382885,0.9989874547,0.9989268381,0.9989893417,0.9989741881	0.9990851251,0.9980578719,-0.9989483984,-0.9983084375,0.9989457154,0.9954219067,-0.9989023018,-0.9990511229	ok
-1.08291457	-31.55778894	-46.19885373	0.8113268571	continued:5	-1,0,3,11,0,10,-11,0	11,-11,0,4,-1,-6,0,11	-1,1,1,1,1,1,1,-1	1,1,-1,-1,-1,1,-1,-1	1598.661508,9320.160618,20227.53829,33432.34697,41493.58859,55348.44536,68525.30683,75777.00828	11660.70342,24731.22899,32248.06831,43434.66441,51955.74708,62348.52443,69489.24565,82775.9939	-0.9983534064,0.9989517228,0.9991198121,0.9989285868,0.9990188678,0.9990685308,0.9976152279,-0.9989810894	0.9990778482,0.9980260277,-0.9989557311,-0.9989143028,-0.9953292458,0.9971088234,-0.9991425776,-0.9989099391	ok
-1.07788945	-31.55778894	-46.68085723	0.8086612257	continued:5	-1,0,5,1,0,-11,1,-11	11,-11,0,6,-11,-1,0,8	-1,-1,-1,-1,-1,-1,1,1	1,1,-1,-1,-1,1,-1,-1	1729.562183,9490.386058,21425.45156,29834.11029,37924.81691,51593.89492,59311.1441,72579.68522	11650.05433,24719.84912,32237.2935,44927.12039,58423.34494,65161.05006,72564.70688,86105.93908	-0.9983974503,-0.9989587999,-0.9989206727,-0.9989328266,-0.9990377152,-0.996174033,0.9990555043,0.9973021779	0.9990709271,0.9980003281,-0.9989642575,-0.999043862,-0.9966457727,0.997826143,-0.9989727856,-0.9989862401	ok
-1.07286432	-31.55778894	-47.13570981	0.8067432650	continued:5	-1,0,-8,0,8,-10,1,0	11,-11,0,9,-1,-1,1,-1	-1,-1,-1,1,1,1,-1,-1	1,1,-1,-1,-1,1,-1,-1	1860.819146,9633.929092,22435.68547,30058.37477,43601.19943,57306.23677,64493.86537,72764.81801	11639.74484,24707.61155,32230.91423,45921.85433,54084.29951,61131.23018,68562.28491,76874.62824	-0.9983890254,-0.9989669409,-0.9981339931,0.9989692311,0.9989824247,0.9965339037,-0.9989041995,-0.9991666019	0.9990643372,0.9979794882,-0.9989742163,-0.9989167219,-0.9968616305,0.9964570431,-0.9989203762,-0.9992538066	ok
-1.06783920	-31.55778894	-47.55661453	0.8054940414	continued:5	-1,0,-10,11,0,-11,0,-11	11,-11,0,10,-1,0,11,-2	-1,1,1,-1,-1,-1,-1,-1	1,1,-1,-1,-1,1,1,1	1992.44366,9764.656723,24282.94799,35827.88712,44010.0183,57149.80053,65289.28671,78273.45357	11629.73099,24694.62718,32228.72798,46052.69932,54161.24536,61552.87419,74653.30743,83850.57423	-0.9983530321,0.9989764464,0.9940309712,-0.9989299731,-0.9990991249,-0.9990177106,-0.9990669237,-0.9983638992	0.9990580571,0.9979624653,-0.9989859312,-0.9989171907,-0.9972031862,0.9992499441,0.9989298318,0.996746472	ok
-1.06281407	-31.55778894	-47.93858961	0.8045791863	continued:5	-1,0,10,-4,0,10,-4,0	11,-11,0,10,-11,0,11,-1	-1,-1,-1,-1,-1,-1,-1,1	1,1,-1,-1,-1,-1,-1,-1	2119.607936,9938.105487,23843.74265,34427.27282,42234.09975,56139.90342,66763.07063,74246.05098	11619.97344,24681.00213,32230.81515,46090.63827,59226.76291,67437.45779,80648.2574,89200.63424	-0.9984011218,-0.9989877253,-0.9989459718,-0.9983799214,-0.9989876925,-0.9989457331,-0.9978367449,0.9990095714	0.9990520676,0.9979484013,-0.9989998504,-0.9990956341,-0.9989719493,-0.9991160226,-0.9989091937,-0.9952682522	ok
-1.05778894	-31.55778894	-48.28071898	0.8040776335	full	-1,0,10,11,2,-2,2,-11	11,-11,0,-11,-2,-3,0,-11	-1,1,1,1,1,1,-1,-1	1,1,-1,-1,1,-1,-1,-1	2155.416095,9978.522048,23974.56048,37008.50012,46823.75868,56202.61045,64826.57017,77750.26673	11610.43665,24666.83481,32237.62324,45862.31741,53873.47708,62246.89256,70248.77553,84290.30844	-0.9983658197,0.9990009786,0.9992590516,0.9989325739,0.9989281809,0.9959914219,-0.9990651934,-0.9988881779	0.9990463522,0.9979365829,-0.9990166124,-0.9962565544,0.9958892053,-0.9987852939,-0.9990080507,-0.9951310843	ok
-1.05276382	-31.55778894	-45.79355531	0.8096820985	continued:5	-1,0,-11,-1,0,-11,0,-11	11,-11,0,-11,0,-11,0,-11	-1,-1,-1,1,1,1,1,1	1,1,-1,-1,1,1,1,1	1469.049448,9404.364135,22821.04727,29767.32705,37912.86576,50827.79105,58857.17135,72131.60648	11601.08822,24652.21453,32250.14615,45346.41575,52861.96392,65783.51966,73888.9529,86966.14815	-0.9985386689,-0.9990188189,-0.9968050657,0.9994159598,0.9990584692,0.9987831711,0.9990255767,0.9972038741	0.9990408956,0.9979264139,-0.9990371659,-0.9977613011,0.9990632204,0.9991123498,0.9990386953,0.9978291062	ok
-1.04773869	-31.55778894	-46.30207119	0.8068887497	continued:5	-1,0,-11,0,-11,0,-11,0	11,-11,0,-11,0,11,-1,10	-1,-1,-1,1,1,1,1,1	1,1,-1,-1,-1,-1,-1,1	1601.698127,9501.778798,22535.23726,30191.82457,43095.67499,51218.8414,64126.51143,72264.67092	11591.89838,24637.22117,32270.31905,45219.69478,53409.93107,66530.00873,75088.60995,87344.00407	-0.9984015867,-0.999036738,-0.9979629878,0.9990568898,0.9990062313,0.9990579318,0.9990811999,0.9990620372	0.9990356848,0.9979173947,-0.9990630108,-0.9994053946,-0.9990881079,-0.9989131187,-0.9952866407,0.9989204518	ok
-1.04271357	-31.55778894	-46.78194614	0.8044297693	continued:5	-1,0,-11,0,11,1,-11,10	11,-11,0,11,-1,-1,-1,1	-1,-1,-1,-1,-1,-1,-1,1	1,1,-1,-1,-1,1,-1,1	1733.91467,9662.787041,22625.76908,30917.74594,44043.50773,53131.5426,67116.68317,79450.41096	11582.83953,24621.92528,32301.98662,45438.30336,53577.95405,60659.75854,67929.07241,75873.43948	-0.9983836203,-0.9990612043,-0.9995147395,-0.9991567274,-0.9989245096,-0.9989951851,-0.9952590526,0.9989561598	0.9990307075,0.9979091064,-0.9990967462,-0.9989103519,-0.9971090354,0.9972137409,-0.9965084705,0.9991057796	ok
