delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_scs	gamma_scs	T_signs	gamma_signs	T_event_times	gamma_event_times	T_tangent_V	gamma_tangent_V	status
-0.75125628	-40.35175879	-46.70357828	0.7932777157	continued:5	1,0,-2,-6,14,4,-14,-1	-15,-14,-2,-2,-5,6,0,-2	-1,-1,-1,1,-1,-1,-1,1	1,-1,1,-1,1,1,1,1	5652.306944,13993.63352,23720.33156,35957.90036,50042.51494,62685.14511,77919.04017,83866.04094	14237.51725,28038.8634,35375.12188,43049.36528,53425.33718,67422.44314,75763.40688,85539.21273	-0.9989649956,-0.9989884881,-0.9961680372,0.9943209969,-0.9990260479,-0.9990885219,-0.9974920272,0.9970655059	0.9956631129,-0.9968378313,0.9968856326,-0.9962323216,0.9961374898,0.9989649493,0.9989882536,0.9960844479	ok
-0.74623116	-40.35175879	-46.97512938	0.7927761629	full	1,0,1,-14,-2,-3,0,-14	-15,-14,0,2,14,-2,-3,-14	1,1,1,1,-1,1,-1,-1	1,-1,1,1,1,1,-1,1	5899.211211,14239.76042,24193.27693,39841.9345,47382.99756,55321.57628,61682.23945,76741.71936	14349.98816,27273.5537,33359.68083,44545.6515,60687.12402,70186.01913,79305.7532,92451.76192	0.9989656724,0.9989833418,0.9990765667,0.996893389,-0.9964944241,0.9979662819,-0.9990895554,-0.9977330529	0.995477646,-0.9981885708,0.9990027258,0.9991878754,0.9989889547,0.9965822356,-0.9955602883,0.9977780054	ok
-0.74120603	-40.35175879	-45.39421077	0.7953610111	continued:5	1,0,1,1,0,1,1,-1	-15,14,0,-11,-1,2,0,1	-1,-1,-1,-1,-1,-1,-1,-1	1,-1,-1,-1,1,-1,-1,-1	5241.893822,13583.80872,23584.90497,35111.49079,43453.60317,53442.7612,63609.70631,72185.4937	14487.74087,29708.90947,38162.21275,53000.51589,59099.98565,69436.38161,77782.11232,87686.28926	-0.998966406,-0.9989792115,-0.9989767605,-0.9989664056,-0.9989793378,-0.9989781076,-0.9989688377,-0.9959202411	0.9952521998,-0.9989666767,-0.9990408355,-0.9975898761,0.9967528734,-0.9989664027,-0.9989816372,-0.9990237054	ok
-0.73618090	-40.35175879	-45.78493972	0.7934430505	continued:5	1,0,-1,0,-1,13,14,-1	-15,14,1,0,-1,0,0,1	1,1,1,-1,-1,1,1,1	1,-1,-1,-1,-1,1,1,1	5596.240178,13941.38104,21717.239,27471.44486,36072.41322,50927.11163,67622.57364,76957.68962	14669.0982,29126.61559,40474.54607,48820.5637,56667.81898,60951.81716,69299.3204,79570.16737	0.9989672711,0.9989759583,0.9986135672,-0.9989692141,-0.9958862479,0.9991330468,0.9989684222,0.9946300261	0.9949548577,-0.9989767449,-0.9989672151,-0.9989765522,-0.9992015771,0.9989671992,0.9989775729,0.9989677245	ok
-0.73115578	-40.35175879	-46.14449709	0.7918594583	continued:5	1,0,-1,-1,-2,13,0,-3	-15,14,2,-14,-1,-1,0,-4	1,1,1,-1,1,-1,-1,-1	1,-1,-1,-1,1,-1,1,1	5777.762338,14127.60176,22035.96429,28090.21158,35944.96729,51618.15174,60020.56783,69867.64542	14951.49635,29021.44329,39997.91684,55150.12416,61088.03717,66881.76599,73133.08701,84342.09122	0.9989681141,0.9989733157,0.9975842296,-0.9970011474,0.9959993139,-0.9989678536,-0.999005515,-0.9983225774	0.9944831932,-0.9989981279,-0.9990756913,-0.9975138574,0.9973846446,-0.9981893028,0.9990123102,0.9967809477	ok
-0.72613065	-40.35175879	-46.47350228	0.7906102347	continued:5	1,0,-1,-3,-1,-3,6,-3	14,14,13,-2,-2,13,0,-1	1,1,1,-1,1,-1,1,1	1,1,1,1,-1,1,1,1	5733.33357,14089.50714,22332.07957,30395.15426,36594.1433,45289.20082,57330.14033,67294.41051	14991.51893,30259.53034,47113.5063,56409.90776,64252.84861,80633.63876,88990.92393,97026.38124	0.9989690222,0.9989712124,0.9966267541,-0.997662721,0.9966795239,-0.9963017782,0.9990031247,0.9977947056	0.9993882455,0.9990461982,0.9989877537,0.9970244849,-0.9960397637,0.9989689418,0.9989723851,0.9971611221	ok
-0.72110553	-40.35175879	-46.77195974	0.7896953797	continued:5	1,0,-1,-14,0,-4,1,0	14,14,2,-10,14,-1,0,1	-1,-1,-1,1,-1,-1,1,1	1,1,1,1,-1,-1,1,1	5451.712344,13816.49903,22614.6269,35416.55998,41749.34414,52706.39799,60850.37716,69470.17582	14476.52985,30187.08943,41115.56715,57170.01229,71490.42259,79283.74752,85465.79795,95570.77175	-0.9989699486,-0.998970407,-0.9955742064,0.9982324568,-0.9990096852,-0.9973180352,0.9989696111,0.9991046237	0.9992365619,0.9989953518,0.9990271542,0.9949288722,-0.9989759171,-0.9984718136,0.9989775814,0.9989696467	ok
-0.71608040	-40.35175879	-47.03969763	0.7891938269	full	1,0,0,-14,-2,-14,0,-1	14,14,1,1,-5,9,-5,1	1,1,1,1,-1,1,-1,-1	1,1,1,1,1,-1,-1,1	6095.318639,14470.92607,23003.39823,38408.16945,46595.98704,59251.84979,65494.44253,73301.29553	14328.0959,30287.28401,40195.01636,50071.66202,62319.71051,75990.33837,87691.43337,95706.66213	0.9989710406,0.9989701496,0.9990600902,0.9970994319,-0.995511965,0.9985098658,-0.998976611,-0.9988689023	0.9991808694,0.9989789056,0.9989803141,0.9990128468,0.996288333,-0.9990136646,-0.9973170805,0.9989722581	ok
-0.71105528	-40.35175879	-45.47346155	0.7918628287	continued:5	-1,0,0,0,-13,14,0,0	14,14,-1,-13,-14,-1,-1,0	-1,1,1,1,1,-1,-1,-1	1,1,1,-1,1,-1,1,-1	1484.772584,6611.813991,14998.04851,23479.21174,40267.71776,55745.16303,64132.40223,72568.29904	14240.65843,30421.58304,38883.60148,53495.04689,66653.75018,72670.92986,78524.79937,84781.51814	-0.9991646347,0.998971909,0.9989707821,0.9990301118,0.9953722855,-0.9989719935,-0.9989708026,-0.9990058617	0.9991442845,0.9989720057,0.9962097285,-0.9957866661,0.9975922601,-0.9974228593,0.9986810682,-0.9989718641	ok
-0.70603015	-40.35175879	-45.86178838	0.7897382169	continued:5	1,0,0,0,13,-14,0,0	14,14,0,1,0,4,-14,-1	-1,-1,-1,-1,-1,-1,1,1	1,1,1,1,1,1,1,-1	4207.500114,12611.56554,21007.66462,29514.04279,46161.70282,60507.61374,66874.49573,75601.15185	14179.80337,30564.16339,38962.43323,48929.64128,57378.66588,69981.62472,84744.65831,91807.57675	-0.9989732016,-0.9989727431,-0.9989715047,-0.9990387429,-0.9991008731,-0.9987878415,0.9989716095,0.9991397165	0.9991168556,0.9989720267,0.9989776149,0.9989715639,0.9990084248,0.9990728616,0.9979274308,-0.9952434703	ok
-0.70100503	-40.35175879	-46.22041391	0.7882823422	continued:5	-1,0,0,-1,-13,0,0,14	14,-14,0,-1,0,14,-2,-14	-1,1,1,1,-1,1,1,1	1,1,-1,-1,1,1,1,-1	1737.385501,8849.156769,17252.7271,25720.82241,38816.58717,45361.43369,54229.13522,70007.35195	14133.77163,28495.69153,34994.10905,42850.7436,49900.91757,65511.74511,75292.96839,90809.8995	-0.9991314506,0.9989732878,0.9989730996,0.9962253654,-0.9988012433,0.9989723538,0.9991919483,0.9989779503	0.9990949886,0.9986074138,-0.9989759326,-0.9980274054,0.9992308393,0.9989838851,0.9961058247,-0.9943254071	ok
-0.69597990	-40.35175879	-46.54627728	0.7870331186	continued:5	-1,0,0,1,0,14,-1,-3	14,-14,0,-14,0,4,13,3	-1,1,1,1,1,1,1,-1	1,1,-1,-1,1,1,1,1	1883.531768,9832.555604,18249.53103,28081.92195,36884.97298,52753.41227,60947.48747,69364.56018	14097.04439,28661.08773,35388.31045,49836.1547,56422.13504,68981.23539,85662.89785,97445.2477	-0.999203523,0.9989736793,0.9989782338,0.9989730001,0.9991636413,0.9989743136,0.9968346212,-0.9969466832	0.9990769416,0.998147404,-0.9990845286,-0.9983446254,0.9990053482,0.9990306718,0.9989992786,0.9989918312	ok
-0.69095477	-40.35175879	-46.84099348	0.7861182635	continued:5	-1,0,0,4,-14,2,14,1	14,-14,-1,-2,-1,-1,-11,0	-1,-1,-1,-1,-1,1,1,1	1,1,-1,1,-1,1,-1,-1	2138.417306,10605.74128,19073.12624,31638.61752,47095.61065,56505.77424,72048.12053,81903.62267	14066.53203,28887.09457,35106.22184,42323.50994,48337.67802,54842.87343,68027.10597,76458.62606	-0.9994500719,-0.9989739463,-0.9990041499,-0.9990452622,-0.9969225288,0.9992297452,0.9989804909,0.9990181206	0.9990617275,0.9977372186,-0.9971009859,0.9976110414,-0.9978509594,0.9964266799,-0.9995329709,-0.9989738316	ok
-0.68592965	-40.35175879	-47.10453038	0.7856167107	full	-1,0,0,-14,-2,-14,0,0	14,-14,-2,14,-1,1,14,-1	-1,1,1,1,-1,1,1,1	1,1,-1,1,1,-1,-1,-1	2028.997875,10042.99285,18603.61702,33771.39651,42160.05154,54586.81555,63034.87092,71625.86893	14040.27858,29198.2849,37943.23826,51850.93664,59893.37375,68183.43919,83847.7778,91967.3339	-0.999142389,0.998974536,0.9990484972,0.997259937,-0.9953208492,0.9993794085,0.998974483,0.999063383	0.9990487293,0.9972721637,-0.9947353952,0.9989758711,0.99729588,-0.999182088,-0.9989755743,-0.9970652337	ok
-0.68090452	-40.35175879	-45.55160828	0.7882134096	continued:5	-1,0,0,14,-2,13,-14,0	14,-14,6,2,-14,0,-1,0	-1,1,1,1,1,-1,-1,-1	1,1,-1,-1,-1,1,1,-1	1467.6847,9393.179382,18609.67443,33870.95156,43570.66795,58326.69699,73320.76306,81764.89102	14016.91479,29688.19334,41730.02892,52727.48939,66888.75887,73875.9389,81710.29043,88630.06901	-0.9990827856,0.9989751667,0.9992972513,0.9989836296,0.9962672057,-0.9991244386,-0.9989659839,-0.9989765412	0.9990375343,0.9966129349,-0.9989907461,-0.9991013352,-0.9987114463,0.9989781414,0.9986555968,-0.9989801593	ok
-0.67587940	-40.35175879	-45.93897082	0.7860887978	continued:5	-1,0,-1,-14,4,-14,0,-4	14,-14,14,-1,13,-14,0,1	-1,-1,-1,1,-1,-1,1,1	1,1,-1,-1,1,1,-1,-1	1629.091049,9936.97525,18486.62874,32200.27786,42968.38887,57194.14913,64058.01311,74710.41641	13995.38887,31055.54337,44818.57782,53282.81283,68008.39334,82118.08311,89225.30961,98921.83249	-0.9992183987,-0.9989760605,-0.9961402003,0.9967438824,-0.9990906363,-0.9984717913,0.9989995879,0.9987751656	0.9990278525,0.9947268726,-0.9989761228,-0.9963057081,0.9991039854,0.9987255014,-0.998979412,-0.9989762259	ok
-0.67085427	-40.35175879	-46.29573335	0.7845052057	continued:5	-1,0,-1,-2,0,-8,-2,1	14,13,-2,-1,-1,1,13,-4	-1,-1,-1,1,1,1,-1,1	1,1,1,-1,1,-1,-1,-1	1758.826378,10096.01829,18212.32615,26723.63572,35231.05008,48875.07225,56228.46297,64385.47645	13974.81532,30601.61626,39687.81175,45822.20871,52043.63552,60059.12164,76648.34474,87619.88681	-0.9992194501,-0.9989772663,-0.997133217,0.9989770868,0.9990063016,0.9972262431,-0.9973923582,0.9991021489	0.9990194723,0.9989857935,0.9977173139,-0.9977710867,0.9974392758,-0.9990202167,-0.9989977406,-0.9973562095	ok
-0.66582915	-40.35175879	-46.62021659	0.7834626332	continued:5	-1,0,-1,-1,-14,-1,1,-1	14,-13,-14,2,-2,0,-14,-1	-1,1,1,-1,1,-1,1,1	1,1,-1,1,1,-1,-1,1	1857.020388,9971.189982,17868.94094,24835.37884,37672.33505,43891.76893,51788.03125,59653.4544	13954.37755,30199.10971,43569.46583,52561.50636,61529.72434,68521.97832,83184.85413,89370.2298	-0.9990779964,0.998978749,0.9980381102,-0.9959003921,0.9977774579,-0.9975472058,0.9989789987,0.9983154417	0.9990122351,0.9961187901,-0.9971275238,0.9989865682,0.9983279791,-0.9990558757,-0.9977566117,0.9976752845	ok
-0.66080402	-40.35175879	-46.91069912	0.7825477782	continued:5	-1,0,1,1,-3,-1,-1,13	14,10,-1,-1,-14,0,-14,-3	-1,-1,-1,-1,-1,1,-1,1	1,1,1,-1,1,-1,-1,1	2001.94415,10321.01082,20028.30852,29803.39937,39826.49747,45974.04987,52658.56886,67419.95489	13933.25424,29822.74746,37717.9317,44946.42957,57295.23601,64345.27435,79613.32152,87734.98398	-0.9991699474,-0.9989807582,-0.9989811673,-0.998992072,-0.9977348773,0.9979817159,-0.9964773548,0.9989819041	0.9990060186,0.9989792756,0.9981014797,-0.9955354925,0.998403966,-0.9990354205,-0.9970063715,0.9980615559	ok
-0.65577889	-40.35175879	-47.16963121	0.7820462253	full	-1,0,-2,14,-1,-2,1,13	14,-6,0,-14,1,-13,-3,-2	-1,1,1,-1,-1,1,-1,-1	1,1,-1,-1,1,1,-1,1	2015.117337,10176.77945,21251.5921,34598.35937,42680.67539,50044.38612,58091.22339,74584.31773	13910.55256,25998.59891,33120.34113,47915.13457,55950.76857,71571.59672,79905.12346,88123.08166	-0.9990587259,0.9989830812,0.9939527981,-0.9989791984,-0.9973006142,0.9975210882,-0.9990162098,-0.9990207078	0.9990007273,0.9984044961,-0.9990461584,-0.9975279386,0.9990100804,0.997058949,-0.9974043835,0.9957673442	ok
-0.65075377	-40.35175879	-45.63552513	0.7844419919	continued:5	-1,0,-2,-1,-13,-9,1,-14	14,4,-2,-3,13,14,-1,-14	-1,-1,-1,1,-1,1,-1,-1	1,1,1,-1,1,1,1,-1	1476.693242,9766.307227,18799.16226,25482.61709,39487.40178,51746.97805,60029.95836,73850.88335	13885.2365,26320.15076,35625.80862,44426.90516,59419.5845,74277.00962,83039.9751,95653.3553	-0.9991119583,-0.9989860872,-0.998007888,0.9966303008,-0.9967579453,0.9974894897,-0.9991296481,-0.9987657845	0.9989962853,0.998984995,0.997120904,-0.996443356,0.9992612924,0.9989794706,0.9958254659,-0.9979440997	ok
-0.64572864	-40.35175879	-46.02216798	0.7825240312	continued:5	-1,0,-3,-14,-2,-3,-14,0	14,3,-4,-13,-1,-1,-14,1	-1,-1,-1,1,-1,1,-1,1	1,1,1,-1,1,-1,1,-1	1599.542356,9849.863494,20628.68092,33703.70908,41232.77766,50608.59359,62873.42389,70223.09444	13856.03918,25529.2528,36857.58645,50278.32832,56490.54794,63536.81837,76477.45227,84675.07864	-0.9990672318,-0.9989897667,-0.9961201717,0.9973808534,-0.9971714806,0.9955028039,-0.9983380849,0.9991320661	0.9989926307,0.9989941296,0.9966410077,-0.9977920354,0.998119753,-0.9960559374,0.9975321337,-0.9990805267	ok
-0.64070352	-40.35175879	-46.37513567	0.7809404391	continued:5	-1,0,-4,-1,-4,-1,-14,-1	14,-3,-14,4,-14,-14,-2,-1	-1,-1,-1,1,-1,1,-1,1	1,1,-1,1,1,-1,1,-1	1732.357709,10046.283,20829.99849,27413.24076,36382.85223,43580.18953,56218.22585,62487.71876	13821.34608,24516.87858,37927.80981,48650.53418,64563.29592,77622.77389,84981.82618,91459.21324	-0.9990868448,-0.9989944855,-0.9979965,0.9970078938,-0.9981691558,0.9958885659,-0.9978375309,0.9979776093	0.9989897121,0.9962692324,-0.9969789641,0.9990207931,0.9961381558,-0.9973717957,0.9977309554,-0.9995423122	ok
-0.63567839	-40.35175879	-46.69530768	0.7798978666	continued:5	-1,0,-9,0,-14,-2,-2,-1	14,2,-1,-2,-1,-6,-1,0	-1,1,1,1,1,-1,1,-1	1,1,1,-1,1,-1,1,-1	1851.159184,10079.17288,24569.71509,33208.00175,47970.63181,55464.72892,62737.41961,70117.8856	13779.03223,24263.1211,32349.98594,39655.8901,46314.24463,56794.65955,63035.44871,70587.018	-0.9990104747,0.9990001791,0.9989565025,0.9990400068,0.9974242247,-0.9973718399,0.9982216818,-0.9956834168	0.9989874853,0.9989817128,0.9973817457,-0.9980368881,0.9969316729,-0.9978141412,0.9983751761,-0.9991664895	ok
-0.63065327	-40.35175879	-46.98107015	0.7789830116	continued:5	-1,0,13,-1,0,-14,-14,-1	14,-2,-3,-14,0,-14,-3,-3	-1,-1,-1,-1,1,1,-1,1	1,1,-1,1,-1,-1,1,-1	1988.1514,10365.39596,26686.93881,34585.2418,42432.56109,58811.32982,71024.91724,78314.97401	13726.23051,22991.63296,32758.02866,44662.4288,52308.21965,67231.44892,75722.2538,84238.14476	-0.9990850164,-0.9990074678,-0.9989828985,-0.998776718,0.9990156594,0.9954932271,-0.9982250339,0.9959087568	0.99898591,0.9972683117,-0.9949423382,0.9986476135,-0.9990332868,-0.9972185424,0.9972205308,-0.9971607446	ok
-0.62562814	-40.35175879	-47.23500282	0.7784814587	full	-1,0,-14,-14,1,-1,-2,-14	14,-2,-14,0,-14,-5,0,-14	-1,1,1,-1,1,1,-1,1	1,1,-1,-1,-1,1,1,1	2012.156494,10316.48247,26350.22843,38943.76011,46669.63671,54718.4932,63070.09572,75487.119	13659.00542,24768.52746,36616.01349,45256.77714,60324.37103,70798.34404,79620.4237,93424.72976	-0.9990077146,0.999016195,0.995914966,-0.9977705495,0.9989830837,0.9975715413,-0.9957517262,0.9979524217	0.9989849457,0.9939034998,-0.9995380154,-0.9990282266,-0.9970317884,0.9989688633,0.9991162646,0.9983291111	ok
-0.62060302	-40.35175879	-45.72386861	0.7808047270	continued:5	-1,0,-14,-6,-1,4,1,-14	14,1,-4,-3,-14,-1,-2,-1	-1,-1,-1,1,-1,1,1,1	1,1,1,-1,1,-1,1,-1	1471.098281,9870.310631,24908.19152,35360.52797,42062.58956,52575.64151,62398.2901,77426.55643	13571.91987,23255.64652,34281.05033,43659.58855,55957.86897,62517.42896,69883.52029,76513.71563	-0.9990429934,-0.9990276106,-0.9970320702,0.998089778,-0.9971206163,0.9989848244,0.9990278399,0.9970422538	0.9989845467,0.9989928979,0.9973213081,-0.9956353063,0.9980285295,-0.9974681237,0.9980602659,-0.9972862448	ok
-0.61557789	-40.35175879	-46.10745678	0.7788867663	continued:5	-1,0,-14,-2,-1,-14,-1,-14	14,-1,0,-14,-1,-2,0,-14	-1,-1,-1,1,-1,1,-1,1	1,1,-1,-1,1,-1,1,1	1599.361037,10022.85673,24585.21853,31919.67157,39979.40615,51912.4121,59583.90996,71860.73971	13457.55867,21373.74034,29257.76125,43209.97964,49813.74404,57133.49421,65335.87209,79830.72264	-0.9990248234,-0.9990420835,-0.9974803567,0.998413902,-0.9950598449,0.9983603813,-0.9956241421,0.9980018422	0.9989846495,0.9986434991,-0.9990904298,-0.9980588402,0.9974645935,-0.9988802951,0.9990453695,0.9975458745	ok
-0.61055276	-40.35175879	-46.45676964	0.7775098253	continued:5	-1,0,-14,1,-14,13,-13,0	14,-1,-2,-14,-1,-2,-14,-14	-1,1,1,-1,-1,1,1,1	1,1,-1,1,-1,1,-1,1	1721.717328,10094.74971,24312.37291,32523.64584,47729.7822,62328.59424,77665.90323,86662.64256	13306.33731,21354.31512,29939.58765,42104.14932,48694.16822,56708.72345,70281.91191,85667.24558	-0.9989472004,0.9990617939,0.9977636846,-0.9990218601,-0.9967905939,0.9990032948,0.9989920358,0.9991745009	0.9989851213,0.9976670741,-0.9954837911,0.998061625,-0.9976258905,0.9964719803,-0.9966747159,0.9942628309	ok
-0.60552764	-40.35175879	-46.77069921	0.7762606017	continued:5	-1,0,-14,-1,0,-14,-1,-14	14,-1,-13,-14,-1,-14,4,1	-1,-1,-1,1,-1,-1,1,-1	1,1,-1,1,-1,1,-1,-1	1855.183932,10384.65517,24332.14503,30760.94624,38924.49349,52469.46066,59692.96612,73201.46394	13107.62631,21386.69935,36750.87171,48575.8296,55935.02905,68951.14111,79349.41762,88650.56934	-0.9990028076,-0.999087454,-0.9979559765,0.998669205,-0.9991600779,-0.9983055211,0.9964776501,-0.9967222038	0.9989853074,0.9969685364,-0.9948273868,0.9983414495,-0.996276118,0.9972209695,-0.9989860959,-0.9989859519	ok
-0.60050251	-40.35175879	-47.05211671	0.7754246804	continued:5	-1,0,-14,-1,-2,-5,0,-14	-14,-1,-14,-7,-6,-14,-2,1	-1,-1,-1,1,-1,1,-1,-1	1,1,-1,1,-1,1,-1,1	1985.831139,10661.68416,24347.22653,31024.77677,38749.27603,48519.78008,56904.97643,70276.0072	12854.34344,21439.29377,34501.678,45979.30511,57495.44912,70063.4639,77587.35156,85912.26953	-0.9990319801,-0.9991271946,-0.9981225903,0.9976418108,-0.9972036293,0.9987087762,-0.9992072,-0.9983816183	0.9989781166,0.9963208551,-0.997147077,0.9971815133,-0.9959807197,0.9976039063,-0.997802047,0.9990496729	ok
-0.59547739	-40.35175879	-47.30064712	0.7749231276	full	-1,0,-14,-1,-13,-1,-1,-14	-14,-1,-14,1,-14,-1,-1,-1	-1,1,1,-1,1,-1,1,-1	1,1,-1,1,1,-1,1,1	2014.302534,10803.8749,24209.31386,31249.78819,44635.58914,51151.5308,59261.18189,71434.76928	12552.26916,21490.36635,33785.81362,42332.40667,55969.40922,62592.91675,69931.05169,78363.7604	-0.9989715367,0.9991946778,0.9982827042,-0.9969852491,0.9980272407,-0.998560068,0.9955304491,-0.9979053295	0.9989594192,0.9957000572,-0.9978008857,0.9991354181,0.9981026169,-0.9979633991,0.9989796458,0.9966517233	ok
-0.59045226	-40.35175879	-45.81382544	0.7772514616	continued:5	-1,-1,-14,-1,-14,-14,13,-14	-14,-1,-14,-1,-1,-14,2,-14	-1,1,-1,1,-1,1,-1,-1	1,1,-1,1,1,-1,1,1	1468.816474,11156.92087,22709.30958,30074.56009,43745.03341,57074.28234,71690.21293,85317.84221	12224.854,21453.37037,33449.78154,40495.7425,49270.06479,61832.86017,71296.52343,84954.02402	-0.9989577574,0.9938875672,-0.9984064554,0.9965960113,-0.9964832982,0.9968325595,-0.9991359342,-0.9980517827	0.9995192173,0.9952312984,-0.9980060171,0.998999105,0.9960055037,-0.9975320651,0.9991296749,0.9980292011	ok
-0.58542714	-40.35175879	-46.19291263	0.7753335010	continued:5	-1,-1,-14,1,-2,12,-14,-3	-14,-1,-14,1,-13,-11,-14,6	-1,1,-1,1,1,-1,-1,1	1,1,-1,1,1,-1,1,-1	1599.573125,10593.91165,22545.18938,30509.884,39875.98397,54690.32464,68939.26371,77761.12093	12043.84704,21150.97251,33151.46409,41367.43767,56880.53932,70912.19914,83743.10831,95759.08636	-0.9989583287,0.9951419946,-0.997991293,0.9989894482,0.9971226241,-0.9990528208,-0.9975133781,0.9969029717	0.9991227643,0.9952435561,-0.9979512716,0.9989988692,0.9971862213,-0.9962370836,0.997265165,-0.9989936796	ok
-0.58040201	-40.35175879	-46.53734715	0.7737499088	continued:5	-1,-1,-14,-2,-1,-1,-14,-14	-14,-1,-14,-2,-1,1,-1,-1	-1,-1,1,-1,1,1,-1,1	1,-1,1,-1,1,-1,-1,1	1732.588304,10489.92262,22728.84833,30300.7873,37420.38199,45911.33438,59412.6186,72976.92982	12017.80899,20654.26749,32901.59734,40449.9103,47204.24143,54837.79801,62824.23945,69798.87945	-0.9989960441,-0.9956512337,0.9977142682,-0.9980712119,0.9990119252,0.9965891928,-0.9966099982,0.9965463625	0.9989063565,-0.9956631619,0.9977076567,-0.9981949592,0.9980488412,-0.9989883237,-0.9982997913,0.9974788475	ok
-0.57537688	-40.35175879	-46.84811565	0.7727073364	continued:5	-1,-1,-14,-4,-2,-13,-1,-4	-14,-1,-14,-8,-14,13,13,-4	-1,-1,1,-1,1,-1,1,-1	1,-1,1,-1,1,-1,-1,-1	1859.024799,10387.22589,22916.46503,32237.61648,40147.47636,53440.47742,60509.1636,69703.25366	12011.83476,20173.43564,32873.37346,45450.94595,58479.11785,72986.32226,89084.56361,99837.36391	-0.9989617145,-0.9960101603,0.9974437748,-0.9978065607,0.9971134174,-0.9983541094,0.9974354246,-0.9983652006	0.9987601341,-0.9961667245,0.9973058482,-0.9963953223,0.9970266541,-0.9990010754,-0.9989935332,-0.9990249046	ok
-0.57035176	-40.35175879	-47.12382526	0.7718714150	continued:5	-1,-1,-14,-13,-1,-14,13,-14	-14,-1,-14,-14,13,-14,1,-2	-1,-1,1,-1,-1,1,-1,-1	1,-1,1,-1,1,1,-1,-1	1989.000191,10406.88231,23282.60274,36488.49245,45036.15667,58103.39845,72641.21452,86391.65188	12012.51241,19774.14424,33370.37947,46490.25304,61323.70097,74529.78354,82564.71422,91604.87563	-0.9989946618,-0.9963140438,0.9971247411,-0.9992501704,-0.99643418,0.9969604256,-0.9991077125,-0.9977508389	0.998642889,-0.9966624744,0.9964630588,-0.9969138909,0.9992603736,0.9980932085,-0.9989914577,-0.9989103476	ok
-0.56532663	-40.35175879	-47.36656515	0.7713698622	full	-1,-1,-14,-14,-14,13,-14,-12	-14,-1,-13,-1,-14,-14,-2,-1	-1,1,-1,1,-1,1,1,-1	1,-1,1,1,-1,1,-1,1	2019.916435,10264.90697,23584.16621,37243.21248,50185.72678,64680.89556,78992.04202,92338.05202	12016.61837,19457.3901,32797.30188,41187.75526,55863.37076,67830.02773,75421.8382,83635.17938	-0.9989448516,0.9965771535,-0.9967026722,0.9963733774,-0.9970345614,0.9990450078,0.9972899507,-0.9984226961	0.998541797,-0.9971557117,0.9995208806,0.9968858437,-0.9951717949,0.9977796632,-0.9989205371,0.9965799806	ok
-0.56030151	-40.35175879	-45.92529580	0.7735271487	continued:5	-1,-1,-14,-14,-8,12,-14,-13	-14,-1,-3,-14,-14,-2,-14,2	-1,1,-1,1,-1,1,1,-1	1,-1,1,-1,1,-1,1,-1	1482.841289,9615.089091,23684.53744,36098.83227,48268.5781,63117.63464,77425.03877,91112.32796	12022.90068,19212.96672,28148.56526,43590.74661,55177.65888,64376.33206,76269.46621,85179.9342	-0.9989322775,0.9968258814,-0.9959077344,0.9974114124,-0.9973048468,0.9990445868,0.9972496841,-0.9975759526	0.9984510874,-0.9976794861,0.9969477524,-0.9939357964,0.9980004505,-0.9949910205,0.9977832793,-0.9989928851	ok
-0.55527638	-40.35175879	-46.29844233	0.7716091880	continued:5	-1,-1,13,-14,6,-13,-4,-14	-14,-1,-1,-1,12,13,-14,13	-1,-1,1,1,-1,-1,1,-1	1,-1,1,-1,1,1,1,-1	1615.074235,9690.514315,24170.65037,38105.67919,50196.62891,65456.56084,75240.09934,89648.113	12030.7511,19038.23672,25980.8175,33537.92787,48268.04924,64344.11369,78705.47361,93143.86701	-0.9989547906,-0.9970644919,0.9990780752,0.9974785084,-0.9989984061,-0.9975976397,0.9969038254,-0.9954778105	0.9983676201,-0.9983220004,0.998639151,-0.9973485764,0.9990021793,0.9990407228,0.9971643145,-0.9989995009	ok
-0.55025126	-40.35175879	-46.63674314	0.7701533133	continued:5	-1,-1,-13,-2,-14,-2,1,3	-14,-1,1,2,-14,-14,-14,5	-1,-1,1,-1,1,-1,-1,-1	1,-1,-1,-1,-1,1,-1,1	1744.957891,9750.480894,23202.66497,33022.99491,44648.43524,53104.07984,62450.41047,73973.42594	12039.83375,19746.62114,28990.0804,39785.67156,54389.72916,68797.45371,80908.81002,92758.47355	-0.9989556595,-0.9973009289,0.9980851592,-0.9940483814,0.9978663711,-0.998983501,-0.998994594,-0.999003976	0.9982894737,-0.9989821153,-0.9989938793,-0.9990288218,-0.9969259541,0.9954524895,-0.9975392281,0.9991006426	ok
-0.54522613	-40.35175879												error: Gamma tangent signs only reached 7 / 8 SSCS events; retcode=Success, gamma_scs=[-14, 1, -14, -14, -14, -14, -14]
