category_id	count	symbol
1	65756	-1
2	975	-16
3	2263	-6
4	62704	missing_k
5	4183	-14
6	22423	-2
7	2201	-15
8	2139	-7
9	2995	-5
10	9656	-3
11	5020	-4
12	14928	2
13	4107	-8
14	40594	1
15	75992	-9
16	7344	3
17	22326	-12
18	4850	7
19	218042	0
20	6837	-13
21	3262	5
22	57015	-10
23	4428	4
24	330	15
25	75439	9
26	64385	8
27	2435	13
28	3151	6
29	41447	-11
30	1002	14
31	4283	12
32	41652	10
33	18501	11
