category_id	count	symbol
1	5261	-4
2	2527	missing_k
3	3258	-5
4	1928	-16
5	1	-17
6	57002	-1
7	3978	-15
8	28951	-12
9	2374	-7
10	10134	-3
11	2450	14
12	80795	-9
13	2487	-6
14	4237	4
15	22510	-2
16	12977	-13
17	6800	3
18	36044	1
19	863	15
20	61824	-10
21	4797	-8
22	255631	0
23	13680	2
24	4786	7
25	10849	12
26	44989	-11
27	6405	-14
28	3147	5
29	61793	8
30	3174	6
31	21977	11
32	69624	9
33	5133	13
34	40277	10
35	2	16
