category_id	count	symbol
1	69903	-1
2	24271	-2
3	505	missing_k
4	10	-17
5	2454	-16
6	10456	-3
7	3532	-5
8	4498	-8
9	2495	-7
10	7532	-14
11	3741	-15
12	61451	-10
13	5621	-4
14	793	15
15	216368	0
16	82838	-9
17	4809	4
18	24939	11
19	5309	7
20	2624	-6
21	8056	3
22	15849	2
23	2574	14
24	28447	-12
25	15045	-13
26	43552	1
27	43752	10
28	3476	6
29	72077	9
30	3658	5
31	43660	-11
32	58325	8
33	13423	12
34	6615	13
35	7	16
