category_id	count	symbol
1	1720	-4
2	547708	missing_k
3	45767	-1
4	11519	-2
5	3718	-3
6	463	-7
7	424	-15
8	231606	0
9	932	-5
10	680	-10
11	21998	1
12	613	-6
13	6697	2
14	1676	-9
15	17	-16
16	13	15
17	1069	-14
18	2797	3
19	514	-8
20	1301	8
21	1360	4
22	752	6
23	473	14
24	781	-12
25	956	5
26	662	-11
27	965	-13
28	816	7
29	1056	10
30	855	13
31	1216	9
32	803	11
33	738	12
