category_id	count	symbol
1	679278	missing_k
2	3347	-2
3	21853	-1
4	111	-6
5	832	-3
6	317	-4
7	148	-5
8	175581	0
9	7099	1
10	124	-15
11	355	-14
12	1236	2
13	39	-9
14	398	3
15	46	-7
16	265	-13
17	157	14
18	60	6
19	118	11
20	198	4
21	42	-8
22	109	5
23	80	-11
24	64	-10
25	209	12
26	239	13
27	162	-12
28	38	9
29	44	7
30	77	10
31	39	8
