category_id	count	symbol
1	804012	missing_k
2	16	-15
3	323	-1
4	87833	0
5	35	-3
6	41	-14
7	133	1
8	89	-2
9	12	-13
10	28	3
11	28	14
12	28	2
13	11	-4
14	3	-7
15	7	-5
16	5	11
17	4	5
18	12	13
19	14	4
20	2	-6
21	1	-11
22	2	7
23	5	-10
24	2	-8
25	6	12
26	2	6
27	5	-12
28	4	-9
29	1	10
30	1	9
