category_id	count	symbol
1	793128	missing_k
2	648	-1
3	6	7
4	1	15
5	128	-2
6	98055	0
7	6	6
8	54	-14
9	25	-15
10	57	-3
11	19	-4
12	85	2
13	19	4
14	243	1
15	37	3
16	5	-7
17	8	-5
18	37	14
19	17	-13
20	7	-6
21	7	-12
22	30	13
23	15	12
24	4	-10
25	8	11
26	4	-11
27	2	-8
28	2	5
29	5	10
30	1	8
31	2	9
