category_id	count	symbol
1	753965	missing_k
2	698	-2
3	4295	-1
4	58	-5
5	224	-3
6	94	-4
7	130573	0
8	1	15
9	64	-15
10	128	3
11	89	14
12	158	-14
13	95	13
14	19	-9
15	27	5
16	317	2
17	22	-6
18	1427	1
19	10	-8
20	90	-13
21	23	-11
22	30	-12
23	36	11
24	14	-10
25	51	4
26	23	6
27	16	-7
28	17	7
29	11	9
30	18	10
31	59	12
32	13	8
