category_id	count	symbol
1	11249	-1
2	825262	missing_k
3	316	-3
4	1530	-2
5	51881	0
6	33	-5
7	19	-6
8	2017	1
9	2	-9
10	87	-4
11	1	-16
12	207	2
13	3	-7
14	10	4
15	41	3
16	2	-14
17	2	-12
18	1	-10
19	2	5
