category_id	count	symbol
1	778580	missing_k
2	1453	-1
3	304	-2
4	111057	0
5	85	-14
6	465	1
7	46	13
8	39	-15
9	54	3
10	28	-5
11	8	-9
12	51	14
13	15	-6
14	87	-3
15	34	-4
16	134	2
17	16	-7
18	7	9
19	19	5
20	18	-12
21	9	-11
22	45	-13
23	6	-8
24	23	12
25	12	10
26	27	4
27	8	6
28	11	8
29	5	7
30	7	-10
31	12	11
