category_id	count	symbol
1	812934	missing_k
2	63	1
3	79239	0
4	7	-15
5	1	-9
6	225	-1
7	2	-8
8	60	-2
9	14	-14
10	10	-4
11	21	-3
12	18	2
13	3	6
14	6	-5
15	12	14
16	4	13
17	10	3
18	1	8
19	7	-13
20	2	10
21	3	-11
22	6	4
23	3	5
24	2	-6
25	6	12
26	2	9
27	2	-7
28	2	-12
