delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.944444	-45.000000	2732194079	374513	1,1,-13,-1	16,-15,2	ok
-0.944444	-42.222222	89	6286288099	1,0,0,0	-15,2,14,-1	ok
-0.944444	-39.444444	3549663152	2924545	-1,0,13,-1	13,12,-1,-2	ok
-0.944444	-36.666667	454426601051659700	1033010307	-1,-11,-9,-12	12,-12,-12	ok
-0.944444	-33.888889	137520058369471127	137537054508265638	-1,-11,-11,-11	11,11,-11,-11	ok
-0.944444	-31.111111	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.944444	-28.333333	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.944444	-25.555556	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.944444	-22.777778	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.944444	-20.000000	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
