delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-22.26130653	-43.65203179	0.8434234909	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,1,1,1,1,1	7460.355138,15620.27938,23842.29662,31753.36121,39997.47008,48599.15581,58067.4639,68866.97218	4920.713045,16150.22195,25414.10857,34349.69195,43269.06245,52985.5132,61386.01709,69500.7834	0.9636444014,0.9659199264,0.962689021,0.9638177387,0.9664365415,0.9649000715,0.9683786894,0.9629669053	-0.9677368027,-0.9645522392,-0.9691961012,0.9644174633,0.9688176159,0.966141616,0.9635301122,0.9656104885	ok
-1.49497487	-22.26130653	-44.46542475	0.8406301421	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,1,1,1	7419.125868,15400.83224,24589.69952,34741.72259,43487.12774,51666.0127,59582.5375,67867.83135	4921.822252,16161.74385,25725.50732,37367.98598,49842.82373,59311.05583,67458.40285,75543.77001	0.9629738063,0.9644742257,0.9691316834,0.9665681554,0.96586678,0.9626294626,0.9638155039,0.9666203068	-0.9677091718,-0.9646713647,-0.9689041687,-0.9680669403,-0.9688847974,0.9635356624,0.9657869907,0.9623798729	ok
-1.48994975	-22.26130653	-45.21296885	0.8378367932	continued:5	1,1,1,1,1,-1,-1,-1	-1,-1,-1,1,1,1,1,1	7350.519848,15258.74798,23497.74971,32057.47347,41634.17677,51190.25242,59103.4073,67372.55728	4922.944276,16174.10192,25704.53623,35525.03282,43430.17354,51651.34388,60132.93515,68761.10592	0.9624853854,0.9636595907,0.9663137163,0.9646420874,0.9688467896,-0.9625163983,-0.9637148588,-0.9664862498	-0.9676815272,-0.964792367,-0.9684455217,0.9624654255,0.9636243669,0.9662088931,0.9641318151,0.9680209605	ok
-1.48492462	-22.26130653	-45.92064388	0.8350434443	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,1,1,-1	7269.448462,15154.20706,23278.3378,30946.00328,38812.28331,46862.43582,56160.05488,68328.89364	4924.078964,16187.35765,25553.4803,36905.00621,47068.83133,56559.13948,64674.57136,72210.23364	0.9622322722,0.9633150109,0.9655248671,0.9620907333,0.9630801757,0.9649600134,0.9680541969,0.969113787	-0.9676538686,-0.9649153392,-0.9681320019,-0.967015543,-0.9688302563,0.9632905884,0.9654623687,-0.96210621	ok
-1.47989950	-22.26130653	-46.59669628	0.8322500954	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	7232.611381,15125.75897,23292.47996,31386.73498,39358.56214,48302.8312,58098.8005,66935.02807	4925.226165,16201.57947,25114.03221,36428.58866,45547.90153,54816.2659,67313.45325,77742.53925	0.962200076,0.9633479915,0.9657659196,0.9626642302,0.9642025766,0.9687324306,0.9665315683,0.9663522137	-0.9676261963,-0.9650403794,0.9685629472,0.9678555086,0.9649613479,0.9679967284,0.9687278018,0.9628443467	ok
-1.47487437	-22.26130653	-47.24146218	0.8294567466	continued:5	1,1,1,1,-1,-1,-1,-1	-1,-1,1,1,1,1,1,1	7294.232971,15212.84006,23531.24,32553.90934,40856.09603,49441.21591,57427.23518,66668.61015	4926.385731,16216.8438,23404.19042,32417.80161,43472.53587,55428.8308,67162.87494,77779.90796	0.9622796181,0.9635779417,0.9666116611,0.9672214962,-0.9675463549,-0.9626468275,-0.9642784466,-0.9690603349	-0.9675985101,-0.9651675909,0.9641770874,0.9688159082,0.9688342996,0.9684079156,0.9677766868,0.962375648	ok
-1.46984925	-22.26130653	-47.85188706	0.8269977662	continued:5	1,1,1,1,1,1,1,-1	-1,-1,1,1,1,1,1,1	7427.853949,15377.86536,23985.00109,33084.68246,42402.91913,54605.72642,65943.80187,76138.63381	4927.557514,16233.23624,23508.61325,31572.16008,40875.92098,53272.21626,64755.52985,76128.47466	0.9623777258,0.9638542535,0.9677927732,0.964890318,0.9679916502,0.9690563555,0.9683041122,-0.9623774802	-0.9675708102,-0.9652970824,0.9628810099,0.9649015009,0.9679771176,0.9690250926,0.9680696225,0.9670410172	ok
-1.46482412	-22.26130653	-48.42127555	0.8254141741	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	7564.331882,15550.12449,24768.89979,34908.33694,43694.4453,52153.30012,61590.20294,72118.14564	4928.741372,16250.85296,23787.46903,31781.16959,41166.23834,51129.87865,59487.57544,69046.34949	0.9624772103,0.9641515026,0.9689915511,0.9663808707,0.966060982,0.9642535859,0.9690394081,0.9667395251	-0.9675430964,-0.9654289677,0.9625145908,0.964227562,0.969051194,0.9634945346,0.9667180544,0.968705651	ok
-1.45979899	-22.26130653	-48.93986784	0.8247059702	continued:5	1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	39.27537765,7697.959057,15724.90162,25344.50293,36914.21322,46061.68659,54303.25439,62758.69459	4929.937162,16269.80245,24093.90442,32135.68699,41681.7412,52017.38816,60056.51405,69618.80035	0.9723418911,-0.9625782472,-0.9644716834,-0.9684636433,-0.9684670441,-0.963211944,-0.9660345975,-0.9642936038	-0.9675153687,-0.965563365,-0.9626381142,-0.9646017742,-0.968235933,-0.9626276685,-0.9645787787,-0.9682714219	ok
-1.45477387	-22.26130653	-49.40079337	0.8219126213	full	1,1,1,-1,1,1,-1,-1	-1,-1,-1,-1,-1,-1,-1,1	51.04579494,7959.605044,16072.54074,23413.11858,30840.14463,38976.37322,46300.99831,54558.32905	4931.144744,16290.2075,24364.22871,32575.99056,40788.29687,49188.13107,59393.28893,69239.33639	0.9938718326,0.9628071933,0.9651167357,-0.9653517651,0.9628767831,0.9652882523,-0.9631701604,-0.9660772765	-0.9674876271,-0.9657003962,-0.9630714427,-0.9657993029,-0.9634130912,-0.9668279202,-0.9686498205,0.9627197592	ok
-1.44974874	-22.26130653	-40.49894767	0.8429273948	continued:5	1,-1,-1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	8496.718086,17434.64295,25581.35808,32955.02374,41239.55547,49908.47045,57597.45025,65728.68385	4932.36398,16312.20765,24594.42526,33365.6462,43916.6883,54776.58057,64349.76675,74486.19539	0.9688290552,-0.9628304296,-0.9653075406,0.963150184,0.9661826844,0.9654756128,0.9627856993,0.9651957098	-0.9674598717,-0.9658401855,-0.9637182503,-0.9681285335,-0.9681010401,-0.9641600548,-0.9688707408,-0.96336179	ok
-1.44472362	-22.26130653	-42.42052245	0.8401340459	continued:5	1,1,1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,1,1	7887.29139,17933.00736,29019.90208,36709.75246,44908.68135,52868.63602,61149.48724,69767.8394	4933.594733,16335.96206,24807.46326,34323.19372,45223.69849,54812.02138,64711.20936,73207.23413	0.9669279359,0.9680236328,0.9654659802,-0.9628920036,-0.9656088157,-0.9630703026,-0.9661099694,-0.9652481056	-0.9674321025,-0.9659828572,-0.9645443119,-0.9680665537,-0.9644390353,-0.9682001277,0.9633975068,0.9671597129	ok
-1.43969849	-22.26130653	-43.46846326	0.8373406970	continued:5	1,1,1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,1,1	7702.266177,15772.68672,24282.27175,32260.66816,40478.035,49403.17326,58665.11247,68098.45157	4934.83687,16361.65311,25037.99831,32937.9097,41273.91815,50330.2973,58202.05363,67402.98733	0.9656635718,0.9633443278,0.9671693138,-0.9657605357,-0.9636872782,-0.9684165597,-0.9639451088,-0.9689391789	-0.9674043193,-0.9661285324,-0.9655647144,-0.9630992242,-0.9663627141,-0.9672322538,0.9638322892,0.9688333348	ok
-1.43467337	-22.26130653	-44.32472550	0.8345473482	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7579.548997,16936.86294,29486.33849,41060.66365,53238.52058,65794.33823,76345.93889,86023.68652	4936.090257,16389.49057,25345.84231,35446.95939,46241.23885,55918.9511,66358.03283,75537.46708	0.9646768381,0.9678173993,0.9686156976,0.9677209464,0.9678082561,0.968482405,0.9641403181,0.9684847216	-0.9673765223,-0.9662773232,-0.9668376576,-0.9680367119,-0.9641344012,-0.9684967049,-0.9637579441,-0.968781214	ok
-1.42964824	-22.26130653	-45.09598568	0.8317539993	continued:5	1,1,1,1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	7469.929827,17116.38064,28163.58207,37224.73332,45084.58443,54295.20186,62524.26461,72089.6588	4937.354765,16419.71679,25888.66242,35068.80921,44594.71338,56344.47353,67224.56701,77062.81109	0.9639681199,0.9687047895,0.9675878973,0.9650471959,-0.9676462898,-0.9657388259,-0.9638945897,-0.9688361697	-0.9673487115,-0.9664293264,-0.9683620483,-0.9638689491,-0.9688676652,-0.9687148625,-0.9669679842,-0.9677282493	ok
-1.42462312	-22.26130653	-45.81758286	0.8289606504	continued:5	1,1,1,1,-1,-1,-1,-1	-1,-1,-1,-1,1,1,1,1	7371.793796,16450.37894,27568.15413,39612.53622,50022.97253,62428.20155,73273.52543,82711.63751	4938.630264,16452.61284,26668.66537,38744.91024,48643.62758,57395.15889,67996.61024,79308.32583	0.9635784116,0.968585161,0.9682969311,0.968868886,-0.9677204643,-0.9679758321,-0.9645106633,-0.9678302114	-0.9673208867,-0.966584611,-0.9686360846,-0.9684932798,0.9633723356,0.9678715479,0.9688150078,0.9676758499	ok
-1.41959799	-22.26130653	-46.50165610	0.8261673015	continued:5	1,1,1,1,1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	7324.655901,16356.46298,26508.0301,36505.70657,46031.48012,53558.43552,62962.68742,73732.13265	4939.916628,16488.50598,26597.05413,37471.682,46727.82171,58871.58516,71271.88126,82200.82844	0.9634889254,0.9684740888,0.9677691468,0.9683879253,0.9653162195,-0.9636737319,-0.9688463675,-0.967484332	-0.9672930481,-0.9667432025,-0.9679452287,-0.9647117014,-0.9676448613,-0.9676974676,-0.9679357052,-0.9649394196	ok
-1.41457286	-22.26130653	-47.15057249	0.8233739527	continued:5	1,1,1,1,-1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7370.228899,16697.76895,27822.29742,39313.65536,49387.17499,57552.44805,67015.90251,76655.28098	4941.213732,16527.77832,26345.54162,38518.01932,50979.33234,61337.17907,70734.77877,81735.25666	0.9635727164,0.9687888332,0.9687981437,0.9684832125,-0.9672495569,0.9636392239,0.9688284475,0.9636909351	-0.9672651957,-0.9669050578,-0.9676278106,-0.96768923,-0.9679898073,-0.963606398,-0.968819995,-0.9676162685	ok
-1.40954774	-22.26130653	-47.76252906	0.8205806038	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	7517.033296,17168.04714,27200.17584,36909.63009,49246.43252,61282.15366,72278.42797,84357.81672	4942.521452,16570.87696,25351.50338,35535.00561,46276.19857,57059.68027,64952.28971,74637.9945	0.9636940382,0.9686846045,0.9639455956,0.9681963253,0.9682364126,0.9687976646,0.9675857459,0.9675983282	-0.9672373294,-0.9670700282,0.9684264657,0.9678332328,0.9683301763,0.9654884775,0.9637309149,0.9686133276	ok
-1.40452261	-22.26130653	-48.33448304	0.8186626431	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	7665.915802,17402.41814,28325.53404,37416.33113,45925.63229,55629.56598,67625.26696,80186.92573	4943.839666,16618.32491,24861.8533,34594.00265,46059.0793,56399.01912,68701.84927,80887.81997	0.9638181513,0.9682906543,0.9661285831,0.9673097839,0.9639278386,0.9681091881,0.9676723082,0.9681416298	-0.9672094493,-0.9672378057,0.9638436251,0.968244891,0.9679747402,0.9676111596,0.9677343804,0.9687328453	ok
-1.39949749	-22.26130653	-48.85666837	0.8176200706	continued:5	1,1,1,-1,-1,1,-1,-1	-1,-1,-1,-1,1,1,-1,-1	1.261620314,7812.08661,17489.75457,27891.79082,36879.48835,44404.24698,52097.67363,61739.16993	4945.168254,16670.73192,25576.7295,34594.90602,45073.87949,54747.71006,64872.46505,74166.35264	0.9806173107,0.963945095,0.9679844221,-0.9674331689,-0.965148722,0.965351904,-0.9640098385,-0.9679118063	-0.9671815553,-0.9674078417,-0.9648827783,-0.9673706311,0.9639524469,0.967975765,-0.9661606029,-0.9678705655	ok
-1.39447236	-22.26130653	-49.32212217	0.8171185178	full	-1,-1,-1,-1,1,1,-1,-1	-1,-1,-1,-1,-1,-1,1,1	7853.268882,17430.47259,28624.60363,38791.69439,48323.59688,57459.90326,68408.62648,77687.26264	4946.507097,16728.8021,26408.5964,36096.84716,45938.2703,56098.81876,67480.26281,79549.74544	-0.9640749396,-0.967774798,-0.9663248724,-0.9686394757,0.9647288323,0.9674217618,-0.9682402393,-0.9647998484	-0.9671536475,-0.9675792231,-0.967580627,-0.9676038637,-0.9679859822,-0.9674408945,0.9675148635,0.9675078275	ok
-1.38944724	-22.26130653	-41.03880061	0.8356894558	continued:5	1,-1,1,-1,-1,-1,1,-1	-1,-1,-1,-1,1,1,1,-1	9016.795666,19081.49493,26906.51551,35040.46562,43643.66822,52043.87646,59892.004,68108.68917	4947.85608,16793.33245,27507.31758,39217.21651,50695.25468,63238.33841,74826.51968,85138.77035	0.9679025309,-0.9650642384,0.9670813327,-0.9658109284,-0.9657006605,-0.9650606361,0.9671750356,-0.9643345174	-0.9671257258,-0.9677504929,-0.9679896238,-0.9674100048,0.9676022669,0.9679680989,0.9673460026,-0.9646928095	ok
-1.38442211	-22.26130653	-42.66871856	0.8328961069	continued:5	1,1,-1,-1,-1,1,1,1	-1,-1,-1,-1,1,1,1,1	9017.916364,20754.96442,30905.161,40102.19224,51859.06136,62364.07821,71710.00871,83875.0666	4949.215086,16865.18928,27080.83043,38922.59405,49250.21664,57292.6318,66587.83194,78610.93199	0.9686604398,0.9678572797,-0.9645899112,-0.9673990629,-0.9672855454,0.9643611085,0.9674926937,0.9675087266	-0.9670977903,-0.9679193845,-0.9674167359,-0.9673331721,0.965490937,0.9644407732,0.9674587579,0.9674254736	ok
-1.37939698	-22.26130653	-43.69103924	0.8301027580	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,-1,-1,-1,1	8304.894272,18664.83639,30862.54411,43154.25858,55737.13513,67787.80499,80349.93733,92066.21498	4950.584002,16945.23733,25582.73284,34585.0348,45098.36982,54328.89296,66152.82249,76499.85746	0.9678394406,0.967478775,0.9675010735,0.9675715291,0.9680110654,0.9675651109,0.967944997,0.9673585563	-0.967069841,-0.9680824463,0.9648267514,0.9672575869,-0.9645080498,-0.9673886,-0.9672983176,0.9653713372	ok
-1.37437186	-22.26130653	-44.54247518	0.8273094091	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,1,1,-1	7917.715333,17961.29322,30557.58286,42156.0249,54125.57696,65849.47905,76448.92756,85580.69947	4951.962715,17034.17517,26980.88283,35434.3221,44564.99007,55715.24991,66257.9624,77581.53897	0.9665023849,0.9675768751,0.9683481406,0.9674003323,0.967342058,0.9672185044,0.9646288535,0.9673040756	-0.9670418779,-0.9682345543,-0.9671871024,-0.9646304329,-0.9673035061,0.9684473739,0.967326517,-0.9673788542	ok
