delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-22.88944724	-43.31206167	0.8461080231	continued:5	1,1,1,1,1,1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	7419.362226,15401.54198,24935.50506,36531.4095,46455.05808,56001.55831,65471.62799,73690.06492	4916.205954,16282.98306,24112.78683,31867.58848,39643.61845,47453.90879,55329.82158,63397.56465	0.9627548932,0.964187008,0.9687485378,0.9688314528,0.9641972842,0.9687082806,-0.9634060468,-0.9659568565	-0.9675092615,-0.9650656956,-0.9608846586,-0.9611976742,-0.96160417,-0.9621700403,-0.9630602114,-0.9649183852	ok
-1.49497487	-22.88944724	-44.14274269	0.8433146742	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7396.859576,15274.99644,23357.79368,31042.33484,38804.50653,46593.69699,54430.1343,62372.99422	4917.235388,16303.75035,24364.28161,32158.00743,40003.1657,47970.5495,57083.7139,66934.38903	0.9620876219,0.9630244135,0.9649853661,0.960881315,0.9612547359,0.9617533219,0.9624810684,0.9637472078	-0.9674815398,-0.9652148873,-0.9613099987,-0.9618300767,-0.9626010871,-0.9639917041,-0.9687903867,-0.9634585633	ok
-1.48994975	-22.88944724	-44.89244551	0.8405213253	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,1,1,1	7341.469562,15168.98672,23092.35448,31454.52944,41618.0558,53899.60012,64854.05956,73180.70237	4918.278436,16326.06167,24553.41118,32416.89411,40448.23126,47600.92952,57164.85992,69125.54084	0.9615667094,0.9622824841,0.9634827476,0.9666522217,0.9683405741,0.9684454432,0.9654934687,0.9623228083	-0.9674538043,-0.9653670205,-0.9618798931,-0.9627760964,-0.9645179509,0.9642318099,0.9683134674,0.9677956963	ok
-1.48492462	-22.88944724	-45.59775345	0.8377279765	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7254.91336,15062.32463,22940.85573,31035.88084,38725.08532,46516.33527,54360.90015,62334.80898	4919.334932,16350.06539,24707.69486,32706.26169,42289.36911,53579.34949,62553.5187,70707.40697	0.9612526003,0.9618959089,0.9629002146,0.9649771158,0.9610599034,0.9616225831,0.9624538413,0.9639420215	-0.967426055,-0.9655222273,-0.9625629262,-0.9641742051,-0.9683781834,-0.9673622718,-0.963054372,-0.9654011319	ok
-1.47989950	-22.88944724	-46.27164443	0.8349346276	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,1,1,1	7185.444888,14994.56704,22878.95013,31004.69669,39008.28507,46846.51656,54805.1686,63642.44472	4920.404715,16375.93097,24851.52221,33224.54808,43375.33625,53333.26523,61152.5528,69061.00754	0.9611661565,0.9618422743,0.9629058536,0.9651538452,0.9614645495,0.9622905635,0.9637329441,0.968231438	-0.9673982919,-0.9656806384,-0.9633641242,-0.9666193856,-0.9682042441,0.9612768932,0.9620055212,0.9631925925	ok
-1.47487437	-22.88944724	-46.91685051	0.8321412787	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,1,1	7202.173329,15026.46173,22949.49534,31320.49963,41507.89694,52750.35514,61326.45064,69189.98651	4921.487624,16403.85285,25008.8322,34398.24922,46306.37102,56266.22673,64024.42296,71906.44683	0.9612265252,0.9620034715,0.9632937183,0.9665651584,0.9683418349,0.9670921271,0.9615863753,0.9625690143	-0.967370515,-0.9658423772,-0.9643188743,-0.9678470534,-0.9684099749,-0.966866495,0.9617299912,0.9628087419	ok
-1.46984925	-22.88944724	-47.53138150	0.8293479298	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7335.854348,15179.9227,23160.68669,32493.30989,42391.1809,50339.4591,58990.55533,68626.6444	4922.583503,16434.05497,25215.46603,33597.85157,41786.8652,50156.48861,58316.84897,66513.58265	0.9613199725,0.9622223793,0.9638326699,0.9688015194,0.9620574459,0.9635039648,0.967645893,0.9672468378	-0.9673427243,-0.966007555,-0.9655042213,-0.9629060281,-0.9654878026,-0.9628384073,-0.9652958318,-0.9621150115	ok
-1.46482412	-22.88944724	-48.11149122	0.8275576866	continued:5	-1,-1,-1,1,1,1,1,-1	-1,-1,-1,-1,-1,-1,-1,1	7455.976224,15321.9676,23380.03316,30850.88557,39764.78332,49006.51636,58574.42625,66698.61469	4923.692197,16466.79636,25561.78684,34134.71122,42049.11438,50359.20274,59421.22419,67515.60611	-0.9614152281,-0.962454534,-0.9644698419,0.9660740828,0.96623429,0.9675989198,0.9669362536,-0.9614202352	-0.9673149197,-0.9661762597,-0.9670654764,-0.9617675142,-0.9630638365,-0.9661605679,-0.9669292111,0.961429041	ok
-1.45979899	-22.88944724	-48.64525103	0.8263084630	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,1,1,1,1	7614.484699,15504.80609,23672.11539,31829.14468,39836.23754,49458.49669,60385.80219,68465.9817	4924.813553,16502.37773,26373.18231,37435.97829,47420.93229,55610.50369,63924.13314,72099.94419	0.9615110801,0.9627005077,0.9652400366,0.9621705624,0.9639633557,0.9683275601,0.9651795868,0.9619779467	-0.9672871012,-0.9663485418,-0.9687348201,-0.9676231295,0.9627543216,0.9653903657,0.9627215275,0.965298461	ok
-1.45477387	-22.88944724	-49.12722086	0.8258069102	full	-1,-1,-1,-1,1,1,1,1	-1,-1,-1,-1,-1,1,1,1	7641.239545,15558.79116,23895.31553,33289.18124,41861.67978,49781.07936,58131.6603,67836.8113	4925.947421,16541.14932,26656.26717,37589.19514,46397.34044,54986.83131,62905.43072,71249.87303	-0.9616085702,-0.9629622312,-0.966207319,-0.9679795918,0.9616205386,0.962983957,0.9662804982,0.968563557	-0.9672592689,-0.9665243927,-0.9679380729,-0.9634241742,-0.9679819017,0.9616155205,0.9629746613,0.9662486674	ok
-1.44974874	-22.88944724	-40.82576745	0.8445321310	continued:5	1,1,1,1,1,1,1,-1	-1,-1,1,1,1,1,1,1	7914.720476,16551.6919,24603.7712,33959.17283,46435.12393,57111.0551,65201.07173,72375.46093	4927.093652,16583.52002,24517.12786,32836.1468,41179.24606,50664.17788,60161.15499,69747.86096	0.9670503457,0.9621872797,0.9642465098,0.9676627849,0.9679689375,0.9623210678,0.964560566,-0.9636084851	-0.9672314228,-0.9667037132,0.9653661768,0.9629008145,0.9661940689,0.9681638607,0.9640009677,0.9680149198	ok
