delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-22.51256281	-43.29481850	0.8452110960	continued:5	1,1,1,1,1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	7446.446979,15595.85598,23827.2185,31701.60152,39766.79317,46971.84532,54784.45752,62670.35777	4918.84914,16203.31907,25606.23929,36758.15296,44845.13121,52668.26118,60578.43299,68819.58686	0.9634838997,0.9657177079,0.9623295196,0.9632538563,0.9651056934,-0.9617868992,-0.9624114177,-0.9633925371	-0.9676461151,-0.9647295448,-0.9681652952,-0.9655787367,-0.9618941925,-0.9625690539,-0.9636701393,-0.9662910323	ok
-1.49497487	-22.51256281	-44.13977774	0.8424177471	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	7415.985255,15381.72714,24285.91862,33943.71301,41915.91195,49735.93726,57641.86967,65863.38047	4919.927025,16218.16748,23582.28214,31934.12577,39940.21089,49506.33857,60878.38872,70418.01531	0.9627786745,0.964186149,0.9686447101,0.9654867011,0.9617591956,0.9624483012,0.9635613083,0.9661293171	-0.9676184479,-0.9648597823,0.9658557557,0.9629571114,0.9645602723,0.9685361205,0.9679888058,0.9672412841	ok
-1.48994975	-22.51256281	-44.90028298	0.8396243982	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,-1,-1	7357.256666,15244.46677,23374.43467,31354.95044,39196.13783,47160.39219,56025.09368,65469.36924	4921.018038,16234.07493,23329.18855,31314.80251,40687.53267,50969.85397,58062.93514,66245.4109	0.9622286693,0.963279527,0.9654857667,0.9618612108,0.9626820473,0.9641139207,0.9685317078,0.9637861471	-0.967590767,-0.9649922766,0.9627823828,0.9643181795,0.9690514984,0.9649455341,-0.9634060173,-0.9658391043	ok
-1.48492462	-22.51256281	-45.61462872	0.8368310493	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	7270.919712,15127.19902,23141.20824,32706.15684,44863.68612,55678.07854,63705.16592,73163.27175	4922.12202,16251.12742,23545.73132,31406.09841,39433.93938,48884.09449,59921.46504,69460.51885	0.9618945707,0.9628168379,0.9645196125,0.9684173308,0.9682294827,0.9628688638,0.964633633,0.9681604434	-0.9675630722,-0.9651271389,0.9619285304,0.9628717274,0.9646400347,0.9681474296,0.9645549581,0.9683304572	ok
-1.47989950	-22.51256281	-46.29628429	0.8340377004	continued:5	1,1,1,1,1,1,1,1	-1,-1,1,1,1,1,1,1	7202.265299,15058.64453,23075.91648,32643.03078,44609.71057,56931.19908,67260.11808,74949.54004	4923.238816,16269.42156,23866.72971,31719.20307,39723.57287,49314.33643,59355.21001,67210.27022	0.9617984377,0.962744861,0.964491584,0.9683756669,0.9679521606,0.969006255,0.9653088195,0.9617744749	-0.9675353636,-0.9652644849,0.9617649253,0.9626909566,0.9643762756,0.9686849319,0.9617872946,0.9627267106	ok
-1.47487437	-22.51256281	-46.94808794	0.8312443516	continued:5	1,1,1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	7217.431518,15092.9262,23183.83585,30377.12942,38365.74631,47747.9549,57960.935,67547.226	4924.368275,16289.0663,24172.46924,32067.00892,40245.17981,48478.85202,56519.79365,65916.00695	0.9618589222,0.9629256353,0.9650423917,-0.9625347912,-0.9641713123,-0.9689869871,-0.9644327832,-0.968402753	-0.9675076412,-0.9654044352,-0.9619996125,-0.9631647773,-0.9656628513,-0.9627532069,-0.9646399046,-0.9680089683	ok
-1.46984925	-22.51256281	-47.56804270	0.8284510027	continued:5	-1,-1,-1,-1,-1,-1,1,1	-1,-1,-1,-1,-1,1,1,1	7346.269308,15247.53662,23464.70273,31895.42683,40505.13228,49681.97043,56973.71527,64932.65902	4925.510246,16310.18491,24421.54427,32417.13004,41915.00637,51236.42671,59214.09979,68333.49615	-0.961955213,-0.9631759499,-0.9658614797,-0.9637072947,-0.9676855359,-0.9650959482,0.9623021496,0.9638170739	-0.9674799049,-0.9655471137,-0.9624812627,-0.9641769468,-0.9689058103,0.9623970356,0.9640049283,0.9688185535	ok
-1.46482412	-22.51256281	-48.15239779	0.8265330420	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	7478.915651,15409.17522,23831.0972,33791.05562,45452.13723,55961.86873,66816.42523,76753.8796	4926.664579,16332.91743,24624.86094,32857.14125,41343.44889,50741.73916,60968.99014,70352.81871	-0.9620531024,-0.9634437039,-0.966902232,-0.967937832,-0.9679529948,-0.9689295287,-0.9678865688,-0.9683524969	-0.9674521549,-0.9656926463,-0.9631323277,-0.9659044643,-0.9640694399,-0.9689422669,-0.9646061623,-0.967933302	ok
-1.45979899	-22.51256281	-48.69032660	0.8252838184	continued:5	1,1,1,-1,-1,-1,-1,1	-1,-1,-1,-1,-1,-1,-1,-1	7634.044285,15597.05815,24414.85575,32881.56477,40863.52763,50057.92289,60034.62638,67443.17665	4927.831129,16357.42359,24808.16285,34023.8345,44195.51563,53180.39781,63255.41031,74202.20121	0.9621518955,0.963729197,0.9682126048,-0.9622481225,-0.9639209523,-0.9688363498,-0.9651397495,0.9623095655	-0.9674243909,-0.9658411582,-0.9639304905,-0.9688541452,-0.9663194814,-0.9668253735,-0.9680615097,-0.9640842182	ok
-1.45477387	-22.51256281	-49.17530752	0.8252443516	full	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,1,1,1,1,1	7611.356872,15613.89861,25182.19917,35625.97007,45261.10334,56139.35905,63889.13583,71894.23849	4929.009752,16383.88629,25000.92246,32258.40942,41558.85389,53997.666,64526.2937,72598.16434	-0.9622620739,-0.9640565228,-0.9687747997,-0.9641999593,-0.9684401037,-0.9653011578,-0.9622736138,-0.9640809537	-0.9673966131,-0.9659927714,-0.9648948032,0.9646323323,0.9677884153,0.9681190673,0.9625395097,0.9646671351	ok
