delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-26.40703518	-43.52895094	0.8548741691	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7387.255229,15019.66609,22645.51666,30268.18399,37889.48246,45510.31184,53131.08265,60751.95993	5182.07471,16837.6572,24509.12046,32158.04942,39792.91596,47420.02872,55043.28132,62664.81411	0.9558671343,0.9552206875,0.9547156506,0.9543357209,0.9540549694,0.953849754,0.9537010113,0.9535925264	-0.9661835911,-0.9576817094,-0.9568527662,-0.9560528059,-0.9553705918,-0.9548308738,-0.9544215486,-0.9541181305	ok
-1.49497487	-26.40703518	-44.21751607	0.8520808202	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7376.410388,15007.54326,22634.5071,30259.43827,37883.49181,45507.25245,53130.99461,60754.83162	5181.849181,16836.23408,24516.28103,32173.6519,39815.6926,47448.55105,55076.40242,62701.74855	0.955448043,0.9549338098,0.9545341287,0.954230784,0.9540033999,0.953834681,0.9537092148,0.9536168363	-0.9661553238,-0.9577683259,-0.9570261098,-0.9562784676,-0.9556122701,-0.9550642379,-0.9546344844,-0.9543065783	ok
-1.48994975	-26.40703518	-44.85801958	0.8492874713	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7290.340024,14921.9965,22550.92871,30178.51045,37805.49922,45432.29024,53059.07606,60685.93993	5181.647219,16834.93268,24524.20636,32191.11333,39841.57388,47481.30891,55114.65729,62744.47576	0.9551367137,0.9547280708,0.954409302,0.9541638353,0.9539767211,0.953835183,0.9537278404,0.9536473847	-0.9661270442,-0.957855072,-0.957205341,-0.9565204618,-0.9558800012,-0.9553294774,-0.9548811782,-0.9545279153	ok
-1.48492462	-26.40703518	-45.47143843	0.8464941224	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7147.193264,14781.04953,22412.78685,30043.42396,37673.54528,45303.47123,52933.36758,60563.31326	5181.468517,16833.75339,24532.96085,32210.72328,39871.23471,47519.43082,55159.60461,62794.91167	0.9549927463,0.954649534,0.9543778522,0.9541653904,0.9540004571,0.9538724717,0.9537740918,0.9536980864	-0.9660987522,-0.9579419539,-0.9573909113,-0.9567812943,-0.9561796707,-0.9556356789,-0.9551727816,-0.9547941364	ok
-1.47989950	-26.40703518	-46.06573035	0.8437007736	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7055.102887,14692.43418,22327.68725,29961.77728,37595.26,45228.46075,52861.56243,60494.66252	5181.312772,16832.69671,24542.61845,32232.8502,39905.60971,47564.58355,55213.65916,62856.13029	0.9550063223,0.9546945156,0.9544424246,0.9542408706,0.9540809266,0.9539545344,0.9538550628,0.9537766045	-0.9660704477,-0.9580289782,-0.9575833261,-0.9570641005,-0.9565194238,-0.955996427,-0.9555269093,-0.9551249112	ok
-1.47487437	-26.40703518	-46.64231323	0.8409074247	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	7117.77407,14759.19927,22398.40224,30036.26157,37673.3444,45310.00619,52946.46296,60582.8418	5181.179687,16831.76321,24553.26457,32257.97315,39946.04989,47619.38841,55280.87055,62933.5398	-0.9550823572,-0.9547908555,-0.9545498007,-0.9543522614,-0.9541922112,-0.9540626397,-0.9539581815,-0.9538740232	-0.9660421307,-0.958116152,-0.9577831512,-0.9573728819,-0.9569110179,-0.9564334304,-0.9559739595,-0.9555560991	ok
-1.46984925	-26.40703518	-47.19915989	0.8385761618	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	7254.871706,14900.61358,22544.0066,30185.87603,37826.78783,45467.11984,53107.11851,60746.94083	5181.068971,16830.95356,24564.99838,32286.73171,39994.62296,47688.35564,55368.89364,63038.13459	0.955162797,0.9548929467,0.9546642278,0.9544724299,0.9543129212,0.9541810946,0.9540722256,0.9539829564	-0.9660138009,-0.9582034822,-0.9579910251,-0.9577128644,-0.9573723803,-0.9569847398,-0.9565736633,-0.9561646226	ok
-1.46482412	-26.40703518	-47.72864790	0.8371202871	continued:5	-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	7372.316906,15022.58071,22670.40958,30316.55325,37961.55751,45605.80978,53249.57969,60893.05142	5180.980336,16830.26855,24577.93581,32320.00791,40054.7552,47780.40826,55495.46722,63199.03844	-0.9552439444,-0.9549974799,-0.9547831288,-0.9545993216,-0.9544428114,-0.954310511,-0.9541986539,-0.9541042327	-0.9659854585,-0.9582909767,-0.9582076708,-0.9580910669,-0.9579329193,-0.9577268943,-0.9574712204,-0.9571708296	ok
-1.45979899	-26.40703518	-48.22025627	0.8362843657	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	36.14367514,7519.250578,15174.25087,22826.7847,30477.50436,38126.91365,45775.39279,53423.22293	5180.9135,16829.70905,24592.21336,32359.06821,40132.82852,47918.18565,55725.0628,63581.03548	0.9707942335,0.9553253514,0.9551044688,0.9549076884,0.9547344723,0.9545836448,0.9544521771,0.9543390033	-0.9659571031,-0.9583786431,-0.9584339122,-0.9585172406,-0.9586461527,-0.9588541294,-0.9592153348,-0.9599443471	ok
-1.45477387	-26.40703518	-48.66753620	0.8347007736	full	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,1,1	55.1586025,7740.684085,15401.15752,23059.09517,30715.04978,38369.47736,46022.74472,53675.14167	5180.868186,16829.27607,24607.99302,32405.82696,40243.19312,48207.2604,55549.72018,63209.93588	0.9919056351,0.9554438702,0.9552479176,0.9550685551,0.954906533,0.9547608825,0.9546313145,0.9545162681	-0.9659287349,-0.9584664897,-0.9586706933,-0.9590055233,-0.9596264247,-0.9611960366,0.9554254604,0.9552308857	ok
