delta_x	delta_ca	lyap_dim	lambda1	lambda2	lambda3	lambda4	lambda5	lambda6	integrated_time	transient_time	converged	checks	spectrum_delta_last	dimension_delta_last	runtime_seconds	status	error
-1.500000000	-20.000000000	2.7566350141	3.36921311617e-05	-6.85233913308e-06	-3.5472574661e-05	-0.0101641149707	-0.0153178711549	-0.0402079404695	100009.608187	5000.000000	false	20	0.000170164267726	2.7566350141	3.522738	ok	none
-1.388888889	-20.000000000	1.1559735962	2.88911774967e-06	-1.85231207082e-05	-5.25166387343e-05	-0.0102810435976	-0.0154059501325	-0.0415734092975	100025.958562	5000.000000	false	20	0.000343213314397	0.915253318889	1.458737	ok	none
-1.277777778	-20.000000000	0	-1.75724720973e-06	-4.21426171201e-05	-0.000160490281219	-0.010550955195	-0.0154876719515	-0.0416305183835	100043.334731	5000.000000	false	20	0.000422858529482	0	1.166320	ok	none
-1.166666667	-20.000000000	0	-3.81260356633e-06	-4.25211624188e-05	-0.000228125704167	-0.01055960219	-0.0155472239736	-0.0426912027962	100015.349819	5000.000000	true	20	0.000327501829146	0	1.418647	ok	none
-1.055555556	-20.000000000	0	-1.36807159987e-05	-4.12082025565e-05	-0.000260712241872	-0.010638189525	-0.0155747610369	-0.0427691449913	100016.674790	5000.000000	false	20	0.000508807601987	1.37684084859	1.270690	ok	none
-0.944444444	-20.000000000	0	-2.79978028575e-05	-4.20316048243e-05	-0.000299718887687	-0.0108438296534	-0.0156439638132	-0.0427151357283	100014.270962	5000.000000	false	20	0.000372309761641	0	1.279629	ok	none
-0.833333333	-20.000000000	1.13385125524	5.4573308174e-06	-4.07716073159e-05	-0.000381282667069	-0.0110684222421	-0.0157098852432	-0.0422973954923	100020.010625	5000.000000	false	20	0.00051399321998	1.13385125524	0.921438	ok	none
-0.722222222	-20.000000000	0	-4.38749793148e-06	-4.31799539662e-05	-0.000435833265399	-0.0110819522423	-0.0157480542483	-0.0430975058436	100009.470244	5000.000000	false	20	0.000163736807475	0	0.683800	ok	none
-0.611111111	-20.000000000	0	-2.46423316467e-05	-4.30139278231e-05	-0.000405453159477	-0.0111505253338	-0.0157740301396	-0.0432177555653	100017.297425	5000.000000	false	20	0.000445460534903	0	0.355929	ok	none
-0.500000000	-20.000000000	0	-9.32680836582e-06	-4.3985461235e-05	-0.000392361764179	-0.0112770353269	-0.0158007795579	-0.0431429749735	100009.520553	5000.000000	false	20	0.00052547861557	0	0.149827	ok	none
