delta_x	delta_ca	lyap_dim	lambda1	lambda2	lambda3	lambda4	lambda5	lambda6	integrated_time	transient_time	converged	checks	spectrum_delta_last	dimension_delta_last	runtime_seconds	status	error
-1.500000000	-45.000000000	1.45096447817	2.26098624968e-05	-5.01366816928e-05	-0.000136194848245	-0.00727573277493	-0.0123794895713	-0.0221330368976	100021.617635	5000.000000	false	20	0.000537710735496	0.114834901508	3.244769	ok	none
-1.388888889	-45.000000000	1.59833691813	3.00889620198e-05	-5.02876575187e-05	-0.00021111774912	-0.00841036926029	-0.0142545759424	-0.0273968736805	100000.859558	5000.000000	false	20	0.000262449188581	0.117074010423	0.709575	ok	none
-1.277777778	-45.000000000	1.45693423573	2.51529577124e-05	-5.50472163069e-05	-0.000238850127383	-0.00842405317786	-0.0129186679276	-0.0233660925502	100024.655249	5000.000000	false	20	0.000509704488158	0.0549272730343	0.522988	ok	none
-1.166666667	-45.000000000	1.59810584998	3.30935917953e-05	-5.53306606124e-05	-0.000578679105	-0.00771483650956	-0.0143484481403	-0.0316060714898	100015.916605	5000.000000	false	20	5.68158800203e-05	0.425843973908	0.712787	ok	none
-1.055555556	-45.000000000	0	-5.62534138029e-06	-5.09880003371e-05	-0.000108624596341	-0.00823777641533	-0.0143053738798	-0.0307095701868	85029.168417	5000.000000	true	17	9.19530593881e-05	0	0.541151	ok	none
-0.944444444	-45.000000000	1.50023604708	2.38121621177e-05	-4.76018516792e-05	-4.89693210998e-05	-0.0081425728265	-0.014433776325	-0.0326350165409	100001.593003	5000.000000	false	20	5.18404150392e-05	0.172698379976	0.809131	ok	none
-0.833333333	-45.000000000	2.09934311927	5.67436116303e-05	-4.86422705263e-05	-8.15490913068e-05	-0.00812347256216	-0.014413243696	-0.0312640489729	100031.035050	5000.000000	false	20	2.62520806675e-05	0.149782223773	0.761944	ok	none
-0.722222222	-45.000000000	3.02181641293	0.000160510327569	5.31204177174e-05	-2.68139366571e-05	-0.00856313130886	-0.0146868628493	-0.0348405115093	80013.805590	5000.000000	true	16	0.000206441929518	0.00329834257231	0.791531	ok	none
-0.611111111	-45.000000000	3.01495432691	0.000130090879611	1.21363353186e-05	-1.05936712977e-05	-0.00880237167525	-0.0150009834303	-0.0410829678651	100020.471600	5000.000000	false	20	0.000166955236672	0.00312413246635	1.297330	ok	none
-0.500000000	-45.000000000	3.00477961469	8.57054326287e-05	-1.21676408924e-05	-2.89794352946e-05	-0.009322583364	-0.0150550535507	-0.0425182542139	100001.362800	5000.000000	false	20	0.00142122259043	7.0252536565e-05	1.293447	ok	none
