delta_x	delta_ca	lyap_dim	lambda1	lambda2	lambda3	lambda4	lambda5	lambda6	integrated_time	transient_time	converged	checks	spectrum_delta_last	dimension_delta_last	runtime_seconds	status	error
-1.500000000	-39.444444444	0	-4.68301064857e-05	-0.000108706966751	-0.000113197677592	-0.00182717117024	-0.00959664157121	-0.0140717599638	90101.896359	5000.000000	true	18	0.000108311291899	0	2.917779	ok	none
-1.388888889	-39.444444444	0	-5.038456229e-05	-6.36092643597e-05	-6.5861461177e-05	-0.00369934376963	-0.0106724455457	-0.0160558018047	100111.397212	5000.000000	false	20	0.000197066710901	0	0.169471	ok	none
-1.277777778	-39.444444444	0	-9.68177640924e-06	-4.55822266913e-05	-4.78206164508e-05	-0.00735392601505	-0.0118144722988	-0.0173750524131	100014.992136	5000.000000	false	20	0.000281021574651	0	0.189776	ok	none
-1.166666667	-39.444444444	0	-5.74740515538e-06	-2.12563271528e-05	-5.00196521249e-05	-0.00866344514495	-0.0126474662412	-0.0197167982567	95045.430066	5000.000000	true	19	8.49823061461e-05	0	0.278560	ok	none
-1.055555556	-39.444444444	3.0229659162	0.000232518026611	-1.02747719801e-05	-1.99001817912e-05	-0.00881058134523	-0.0145741031277	-0.0328654859617	100051.234288	5000.000000	false	20	0.000326796327333	0.00997034767273	0.877996	ok	none
-0.944444444	-39.444444444	3.00808322098	0.000111156919452	-1.17977070697e-05	-2.60107975789e-05	-0.00907415682402	-0.0144609542152	-0.0307346750264	100040.596912	5000.000000	false	20	0.000282177986834	0.0010805065028	0.890206	ok	none
-0.833333333	-39.444444444	3.00811232197	0.000105566305896	-3.96341834691e-06	-2.77289969875e-05	-0.0091063804915	-0.0148881115876	-0.0372750968081	100031.591457	5000.000000	false	20	0.000572518888375	0.000383317652753	1.067079	ok	none
-0.722222222	-39.444444444	3.00199549983	4.39816925512e-05	8.71617444986e-07	-2.58563959034e-05	-0.00951987758311	-0.0151990443826	-0.04313089341	100020.576547	5000.000000	false	20	0.000715111790558	0.756161199251	1.431430	ok	none
-0.611111111	-39.444444444	0	-1.75018393546e-05	-1.96017454836e-05	-7.92222957439e-05	-0.0097756287318	-0.0153543873797	-0.0452839996214	100005.457384	5000.000000	false	20	0.000963137301908	0	1.533105	ok	none
-0.500000000	-39.444444444	0	-1.86077864814e-05	-3.43182288938e-05	-0.000145037050733	-0.00982049627463	-0.0153584243308	-0.0451766091312	100034.913230	5000.000000	false	20	0.000636636308282	1.93135305681	1.310386	ok	none
