delta_x	delta_ca	lyap_dim	lambda1	lambda2	lambda3	lambda4	lambda5	lambda6	integrated_time	transient_time	converged	checks	spectrum_delta_last	dimension_delta_last	runtime_seconds	status	error
-1.500000000	-20.502512563	3.0139702967	0.00016010331333	1.9524731915e-05	-5.00004680029e-05	-0.00927879915368	-0.0146811256218	-0.0313201913698	80070.989716	5000.000000	true	16	0.000106769680936	0.00308167874285	0.189200	ok	none
-1.494974874	-20.502512563	3.02104452157	0.000245336803304	2.83303196118e-06	-5.0000010734e-05	-0.00941669421326	-0.0147889262341	-0.0333086150799	100011.304641	5000.000000	false	20	0.00019311645738	0.000819449772889	0.250084	ok	none
-1.489949749	-20.502512563	3.02153417906	0.000234690250876	2.48059164389e-05	-5.00000432274e-05	-0.00972854008252	-0.0149808912825	-0.0363696157814	100022.412000	5000.000000	false	20	0.000131963648176	0.00252450346088	0.349153	ok	none
-1.484924623	-20.502512563	3.00972793841	0.000141720154241	-1.66216499181e-06	-5.00001694224e-05	-0.00925764700323	-0.0147695576919	-0.0330247949549	100022.351156	5000.000000	false	20	6.49198838093e-05	0.000101161008465	0.230895	ok	none
-1.479899497	-20.502512563	3.01953400164	0.000226307733034	1.30427765542e-05	-5.0000003596e-05	-0.00969338026385	-0.0149802078525	-0.0362899924695	100032.795323	5000.000000	false	20	0.000535405641968	0.00135111340784	0.301912	ok	none
-1.474874372	-20.502512563	3.02112344886	0.000233354590491	2.5451635482e-05	-5.00000000024e-05	-0.00988504421732	-0.0150617979291	-0.0370887849515	100000.407204	5000.000000	false	20	0.000181800683805	0.0068340268321	0.319849	ok	none
-1.469849246	-20.502512563	3.01304966228	0.00017050926624	3.08054090604e-06	-5.00000112086e-05	-0.00947072754003	-0.0149063141012	-0.0350961812234	100036.888495	5000.000000	false	20	0.000159800208754	0.000733508411438	0.294315	ok	none
-1.464824121	-20.502512563	3.01695003399	0.000202329807814	1.05693714381e-05	-5.00002706666e-05	-0.00961053580391	-0.0149206021316	-0.0351459875792	100028.747427	5000.000000	false	20	6.40680053066e-05	0.000306504242409	0.288760	ok	none
-1.459798995	-20.502512563	3.01144884498	0.000135651535433	2.45143284012e-05	-5.00224129583e-05	-0.00962048582476	-0.0148836922091	-0.0343490680441	100048.184288	5000.000000	false	20	0.000101612053125	0.00200880954675	0.321207	ok	none
-1.454773869	-20.502512563	3.01785877933	0.00022007442941	-4.0189761198e-07	-5.00000041624e-05	-0.00950079087293	-0.0149150398506	-0.0356542624056	100020.699793	5000.000000	false	20	0.000247382177601	0.000725627854947	0.310763	ok	none
