delta_x	delta_ca	lyap_dim	lambda1	lambda2	lambda3	lambda4	lambda5	lambda6	integrated_time	transient_time	converged	checks	spectrum_delta_last	dimension_delta_last	runtime_seconds	status	error
-1.500000000	-33.316582915	0	-5.04091492501e-05	-0.000109357448778	-0.000110083027198	-0.0019511748136	-0.00991556552485	-0.014798509281	95004.995322	5000.000000	true	19	0.000105529506414	0	0.292175	ok	none
-1.494974874	-33.316582915	0	-5.03505726654e-05	-0.000105316302043	-0.000109123895239	-0.00212335522536	-0.0100607075812	-0.0151224324054	100067.927741	5000.000000	true	20	0.000113638106142	0	0.303399	ok	none
-1.489949749	-33.316582915	0	-5.00056852613e-05	-9.49318594595e-05	-0.000112510826055	-0.00256857625728	-0.010224233746	-0.0157836807855	100001.899388	5000.000000	false	20	0.000133783843419	0	0.298152	ok	none
-1.484924623	-33.316582915	0	-5.00012952013e-05	-9.5846759503e-05	-0.000125457797185	-0.00166591878701	-0.00987802769087	-0.0155003676807	80103.370388	5000.000000	true	16	0.000111465800075	0	0.314595	ok	none
-1.479899497	-33.316582915	0	-5.00065506014e-05	-8.44852186043e-05	-9.37026332929e-05	-0.00344507287345	-0.0106720103241	-0.0170384805808	100033.598541	5000.000000	false	20	0.000182459422246	0	0.367022	ok	none
-1.474874372	-33.316582915	0	-5.00060498971e-05	-8.7498281882e-05	-9.61307682594e-05	-0.00321714790555	-0.0105339188535	-0.0166585805758	100050.048414	5000.000000	false	20	0.000170289672232	0	0.280176	ok	none
-1.469849246	-33.316582915	0	-5.00045977175e-05	-8.79432916316e-05	-9.47733280482e-05	-0.00312125681443	-0.0105326098469	-0.0164490952835	100062.068448	5000.000000	false	20	0.00016509289011	0	0.294788	ok	none
-1.464824121	-33.316582915	0	-5.0003381239e-05	-8.72300192005e-05	-9.2930136814e-05	-0.00307576615159	-0.0104903251132	-0.0163564310091	100073.522474	5000.000000	false	20	0.000162561901356	0	0.290844	ok	none
-1.459798995	-33.316582915	0	-5.00024171665e-05	-8.61534732181e-05	-9.07801823146e-05	-0.00305899885707	-0.0104706133995	-0.0162807166294	100106.500517	5000.000000	false	20	0.000161512088519	0	0.308755	ok	none
-1.454773869	-33.316582915	0	-5.00016289606e-05	-8.48106268034e-05	-8.8450004069e-05	-0.00305827711428	-0.0104589730223	-0.0162178092392	100025.387209	5000.000000	false	20	0.000161496227597	0	0.285139	ok	none
-1.449748744	-33.316582915	0	-5.00011558581e-05	-8.29843459505e-05	-8.63676407891e-05	-0.00306286991698	-0.0104503004541	-0.016160665948	100069.607172	5000.000000	false	20	0.000161561433597	0	0.293577	ok	none
-1.444723618	-33.316582915	0	-5.0000783646e-05	-8.12170434926e-05	-8.4066811249e-05	-0.0030777735448	-0.0104461284678	-0.016112763701	100035.708840	5000.000000	false	20	0.000162297192777	0	0.300825	ok	none
-1.439698492	-33.316582915	0	-5.00005277489e-05	-7.95302203327e-05	-8.16280417649e-05	-0.00310073524624	-0.0104455263838	-0.0160735689523	100020.397095	5000.000000	false	20	0.000163426537574	0	0.285429	ok	none
-1.434673367	-33.316582915	0	-5.00003589834e-05	-7.77919669444e-05	-7.91777028324e-05	-0.00312762097573	-0.0104463907292	-0.0160379588673	100065.133138	5000.000000	false	20	0.000164661628882	0	0.285663	ok	none
-1.429648241	-33.316582915	0	-5.00002419826e-05	-7.57287763081e-05	-7.69015677905e-05	-0.00315650018611	-0.0104469316503	-0.0159987055384	100034.758550	5000.000000	false	20	0.000166129389665	0	0.299126	ok	none
-1.424623116	-33.316582915	0	-5.00001640358e-05	-7.36898884333e-05	-7.45816401099e-05	-0.00318852507849	-0.0104482879645	-0.0159614701761	100071.941757	5000.000000	false	20	0.000167644849794	0	0.350199	ok	none
