category_id	count	symbol
1	1233	-5
2	531577	missing_k
3	4572	-3
4	47672	-1
5	13009	-2
6	198	-16
7	1474	-14
8	25448	1
9	11927	-9
10	1179	-13
11	760	-15
12	7309	2
13	220327	0
14	1095	5
15	629	-7
16	2184	-4
17	834	-6
18	1827	4
19	724	14
20	3262	3
21	1072	-12
22	96	15
23	2	16
24	714	-8
25	989	13
26	1490	10
27	1009	6
28	1039	-10
29	2684	8
30	1059	-11
31	1783	9
32	1125	12
33	1134	7
34	1	-17
35	1221	11
