category_id	count	symbol
1	4419	-3
2	534306	missing_k
3	45576	-1
4	337	-16
5	771	-11
6	12176	-2
7	583	-15
8	623	-6
9	703	-13
10	25353	1
11	207254	0
12	1064	-5
13	1994	-4
14	685	-8
15	564	-7
16	7127	2
17	478	13
18	1639	4
19	26707	-9
20	674	12
21	1639	9
22	114	15
23	765	-12
24	3062	3
25	1054	5
26	812	-10
27	914	6
28	632	-14
29	319	14
30	6	16
31	1247	10
32	1067	7
33	950	11
34	7044	8
