category_id	count	symbol
1	5300	-4
2	89	16
3	3293	-5
4	127	-17
5	2846	-16
6	56992	-1
7	4234	-15
8	28971	-12
9	2408	-7
10	10174	-3
11	2507	14
12	80808	-9
13	2522	-6
14	4278	4
15	22541	-2
16	13014	-13
17	6829	3
18	36054	1
19	1304	15
20	61843	-10
21	4812	-8
22	255631	0
23	13714	2
24	4803	7
25	10863	12
26	45013	-11
27	6471	-14
28	3176	5
29	61806	8
30	69637	9
31	40285	10
32	3190	6
33	21979	11
34	5144	13
