category_id	count	symbol
1	2572	-3
2	605011	missing_k
3	8421	-2
4	47	-16
5	36737	-1
6	576	-5
7	205932	0
8	376	-6
9	4510	2
10	264	-8
11	297	-10
12	1155	-4
13	324	-15
14	265	-7
15	1789	3
16	314	-9
17	16711	1
18	541	-13
19	421	-12
20	332	-11
21	556	5
22	677	-14
23	510	8
24	341	14
25	858	4
26	19	15
27	389	6
28	365	7
29	459	10
30	390	11
31	515	13
32	478	9
33	506	12
