category_id	count	symbol
1	60687	-1
2	630	missing_k
3	5321	-4
4	22339	-2
5	3376	5
6	9961	-3
7	2384	-16
8	4498	-15
9	14627	2
10	4419	4
11	40007	1
12	3319	-5
13	1335	15
14	233336	0
15	15930	-13
16	2538	-6
17	41013	10
18	8182	-14
19	4917	-8
20	64273	-10
21	31003	-12
22	46184	-11
23	2420	-7
24	3052	14
25	3111	6
26	11004	12
27	7306	3
28	4756	7
29	23	16
30	85957	-9
31	69346	9
32	11	-17
33	22251	11
34	5938	13
35	57204	8
