category_id	count	symbol
1	63687	-1
2	2166	-7
3	2351	-6
4	9820	-3
5	5156	-4
6	5285	-14
7	1752	-16
8	16	-17
9	22690	-2
10	7444	3
11	1886	14
12	52251	missing_k
13	3080	-5
14	716	15
15	4427	4
16	8897	-13
17	14	16
18	3032	-15
19	77588	-9
20	39830	-11
21	40060	1
22	57971	-10
23	4010	-8
24	22868	-12
25	14844	2
26	222547	0
27	3307	5
28	4781	7
29	74673	9
30	3241	13
31	3099	6
32	5040	12
33	16487	11
34	43334	10
35	64308	8
