category_id	count	symbol
1	2968	-5
2	82434	missing_k
3	61353	-1
4	21667	-2
5	1188	-16
6	4360	-8
7	3116	-15
8	9269	-3
9	2142	-7
10	4899	-4
11	60086	-10
12	5336	-14
13	6701	-13
14	14072	2
15	231242	0
16	39648	1
17	2121	-6
18	56893	8
19	36650	-11
20	4889	12
21	6809	3
22	84670	-9
23	5	-17
24	16801	-12
25	68033	9
26	579	15
27	2942	6
28	2156	14
29	4504	7
30	9756	11
31	12	16
32	4319	4
33	3120	5
34	3548	13
35	34370	10
