category_id	count	symbol
1	67324	-1
2	2530	-16
3	2663	-6
4	8128	-14
5	20	-17
6	15883	-13
7	24018	-2
8	4358	-15
9	2442	-7
10	3467	-5
11	10634	-3
12	44258	-11
13	5666	-4
14	64705	8
15	7918	3
16	15816	2
17	1362	15
18	29265	-12
19	4806	4
20	76365	-9
21	4419	-8
22	42422	1
23	33	16
24	57795	-10
25	5082	7
26	218940	0
27	3565	5
28	12784	12
29	2919	14
30	76078	9
31	3441	6
32	43036	10
33	6452	13
34	24064	11
