category_id	count	symbol
1	66436	-1
2	59	16
3	248	-17
4	3372	-16
5	20579	-2
6	4452	-4
7	8597	-3
8	371	15
9	866	-15
10	29064	-11
11	45707	-10
12	103	14
13	299	-14
14	46	13
15	177	-13
16	3341	12
17	14090	-12
18	16923	11
19	65645	9
20	65543	-9
21	4714	-8
22	62966	8
23	4601	7
24	2236	-7
25	2672	6
26	2132	-6
27	2562	5
28	2776	-5
29	36401	10
30	3339	4
31	5400	3
32	11015	2
33	31547	1
34	374379	0
