category_id	count	symbol
1	69901	-1
2	24270	-2
3	2653	-16
4	19	-17
5	10456	-3
6	3535	-5
7	4502	-8
8	2499	-7
9	7557	-14
10	3805	-15
11	61455	-10
12	5624	-4
13	857	15
14	216364	0
15	82843	-9
16	4814	4
17	24942	11
18	5313	7
19	2625	-6
20	8059	3
21	15851	2
22	2609	14
23	28458	-12
24	15056	-13
25	43552	1
26	43755	10
27	3480	6
28	72080	9
29	3661	5
30	43665	-11
31	58327	8
32	13432	12
33	6624	13
34	15	16
