category_id	count	symbol
1	15507	-17
2	18997	16
3	31683	-16
4	30583	15
5	435	-18
6	32266	-15
7	39254	14
8	1817	17
9	35453	-14
10	47788	13
11	41354	-13
12	57381	12
13	48558	-12
14	70249	11
15	56008	-11
16	86431	10
17	64978	-10
18	106745	9
19	76236	-9
20	30935	8
