category_id	count	symbol
1	73653	-1
2	2534	-16
3	41	16
4	5643	-4
5	3539	-5
6	2661	-6
7	23611	-2
8	212110	0
9	10428	-3
10	45531	1
11	16628	2
12	8401	3
13	5130	4
14	3829	5
15	4565	-8
16	2822	-15
17	2644	-7
18	5402	7
19	65464	8
20	3908	-14
21	67520	-9
22	32771	-11
23	19529	-12
24	10310	13
25	8058	-13
26	1942	15
27	3637	6
28	86185	9
29	4914	14
30	48434	-10
31	20761	12
32	34640	11
33	55413	10
