category_id	count	symbol
1	61988	-1
2	3484	missing_k
3	9800	-3
4	1884	-16
5	10	-17
6	38055	1
7	22268	-2
8	4114	-15
9	2384	-7
10	3222	-5
11	14474	2
12	5211	-4
13	8056	-14
14	4562	-8
15	60939	-10
16	29559	-12
17	7118	3
18	63095	8
19	79888	-9
20	2395	-6
21	3220	5
22	1030	15
23	238745	0
24	44518	-11
25	71326	9
26	4501	4
27	2730	14
28	21	16
29	15149	-13
30	3169	6
31	4769	7
32	5822	13
33	41596	10
34	22640	11
35	10916	12
