category_id	count	symbol
1	2166	-3
2	639257	missing_k
3	31711	-1
4	6965	-2
5	473	-5
6	186456	0
7	95	-16
8	239	-6
9	826	-4
10	152	-8
11	612	4
12	177	-15
13	3544	2
14	15304	1
15	162	-11
16	31	15
17	160	-9
18	1335	3
19	162	-7
20	146	-10
21	378	5
22	111	-13
23	129	-14
24	67	14
25	113	13
26	238	7
27	276	6
28	322	8
29	130	-12
30	268	10
31	140	12
32	332	9
33	181	11
