category_id	count	symbol
1	18540	-2
2	283555	missing_k
3	58216	-1
4	986	-16
5	7081	-3
6	6	-17
7	1224	-7
8	3515	-4
9	2003	-5
10	219672	0
11	35865	1
12	1977	6
13	1615	-15
14	5361	3
15	11707	2
16	321	15
17	70224	-9
18	2548	-13
19	3207	4
20	1440	-6
21	2682	-12
22	1877	-8
23	2366	-14
24	2155	5
25	798	14
26	45455	8
27	2201	12
28	39020	-10
29	12605	-11
30	3	16
31	2663	7
32	1456	13
33	40919	9
34	3019	11
35	6376	10
