category_id	count	symbol
1	9977	-3
2	96	16
3	2427	-6
4	118	-17
5	58474	-1
6	21722	-2
7	5043	-8
8	2515	-16
9	38562	1
10	5289	-4
11	1384	15
12	7175	3
13	46120	-11
14	2411	-7
15	241521	0
16	3307	-5
17	86343	-9
18	2849	14
19	4407	4
20	4101	-15
21	14227	2
22	64424	-10
23	30897	-12
24	15431	-13
25	7771	-14
26	40733	10
27	3116	6
28	5841	13
29	3278	5
30	56789	8
31	68748	9
32	10922	12
33	21860	11
34	4780	7
