category_id	count	symbol
1	3493	-5
2	66453	-1
3	2472	-16
4	10437	-3
5	26	-17
6	16022	-13
7	23847	-2
8	4528	-15
9	5616	-4
10	2482	-6
11	41953	1
12	45424	-11
13	15486	2
14	1335	15
15	4392	-8
16	2502	-7
17	85119	-9
18	7861	3
19	63087	-10
20	219874	0
21	5084	7
22	8359	-14
23	29588	-12
24	57689	8
25	3511	5
26	24	16
27	4839	4
28	3090	14
29	70104	9
30	6423	13
31	3424	6
32	23672	11
33	42149	10
34	12293	12
