curve	part	source_handles	x	y
homSF	1	62,63,64,67,66	-53.430558848920036	0.572127360240964
homSF	1	62,63,64,67,66	-53.43050403574118	0.57212160879762264
homSF	1	62,63,64,67,66	-53.430128329639118	0.57208218676767797
homSF	1	62,63,64,67,66	-53.43020561358977	0.57209029594489835
homSF	1	62,63,64,67,66	-53.430029100411289	0.57207177484240757
homSF	1	62,63,64,67,66	-53.429502516905309	0.57201652193709773
homSF	1	62,63,64,67,66	-53.429611224034076	0.57202792816060433
homSF	1	62,63,64,67,66	-53.429361518109218	0.57200172731795229
homSF	1	62,63,64,67,66	-53.429217226345223	0.57198658728125096
homSF	1	62,63,64,67,66	-53.428949089028869	0.57195845254400157
homSF	1	62,63,64,67,66	-53.428714240416461	0.57193381082504102
homSF	1	62,63,64,67,66	-53.428425649877155	0.5719035302772697
homSF	1	62,63,64,67,66	-53.428494970147945	0.57191080366308811
homSF	1	62,63,64,67,66	-53.428020861748799	0.57186105772076201
homSF	1	62,63,64,67,66	-53.428027892156557	0.57186179538599458
homSF	1	62,63,64,67,66	-53.427942555601518	0.57185284140434434
homSF	1	62,63,64,67,66	-53.427474197949707	0.5718036991845995
homSF	1	62,63,64,67,66	-53.427511635707724	0.57180762731465673
homSF	1	62,63,64,67,66	-53.427433415131503	0.57179942005175188
homSF	1	62,63,64,67,66	-53.427091255721919	0.57176351931892622
homSF	1	62,63,64,67,66	-53.427109994072474	0.57176548541776218
homSF	1	62,63,64,67,66	-53.426907805392567	0.57174427107195303
homSF	1	62,63,64,67,66	-53.426617385906184	0.57171379928135102
homSF	1	62,63,64,67,66	-53.426572584582317	0.57170909858499896
homSF	1	62,63,64,67,66	-53.426152749732402	0.57166504821761455
homSF	1	62,63,64,67,66	-53.426140069261976	0.5716637177497601
homSF	1	62,63,64,67,66	-53.425977035907998	0.57164661188568999
homSF	1	62,63,64,67,66	-53.42563920532104	0.57161116590224681
homSF	1	62,63,64,67,66	-53.425885944610087	0.57163705430888478
homSF	1	62,63,64,67,66	-53.425607297016718	0.57160781802124505
homSF	1	62,63,64,67,66	-53.425533786233132	0.57160010503145031
homSF	1	62,63,64,67,66	-53.42535866264511	0.57158173076494689
homSF	1	62,63,64,67,66	-53.425162204421575	0.57156111807788113
homSF	1	62,63,64,67,66	-53.425148354988764	0.57155966544241454
homSF	1	62,63,64,67,66	-53.424690695789181	0.57151164735949878
homSF	1	62,63,64,67,66	-53.42483416492648	0.57152670026339014
homSF	1	62,63,64,67,66	-53.42460069218923	0.57150220433110144
homSF	1	62,63,64,67,66	-53.424447049940547	0.5714860841018351
homSF	1	62,63,64,67,66	-53.424306196827253	0.57147130574176397
homSF	1	62,63,64,67,66	-53.424079092297006	0.57144747803642448
homSF	1	62,63,64,67,66	-53.423782656885805	0.571416376091199
homSF	1	62,63,64,67,66	-53.423790585559374	0.57141720796463258
homSF	1	62,63,64,67,66	-53.423476732092858	0.57138427874132869
homSF	1	62,63,64,67,66	-53.423299642795627	0.57136569868791398
homSF	1	62,63,64,67,66	-53.423070074092514	0.57134161260011018
homSF	1	62,63,64,67,66	-53.423076692420011	0.57134230678750364
homSF	1	62,63,64,67,66	-53.422676834255078	0.5713003542777122
homSF	1	62,63,64,67,66	-53.422708715195299	0.57130369917004031
homSF	1	62,63,64,67,66	-53.422586748071716	0.57129090223198997
homSF	1	62,63,64,67,66	-53.422453756523467	0.57127694902092174
homSF	1	62,63,64,67,66	-53.422236029550398	0.57125410558416301
homSF	1	62,63,64,67,66	-53.422051294999413	0.57123472327176161
homSF	1	62,63,64,67,66	-53.42198490174296	0.57122775746413756
homSF	1	62,63,64,67,66	-53.421645446505131	0.57119214279092423
homSF	1	62,63,64,67,66	-53.421724652098689	0.57120045267342634
homSF	1	62,63,64,67,66	-53.421529996209479	0.57118002997997075
homSF	1	62,63,64,67,66	-53.421035184304351	0.57112811606094993
