category_id	count	symbol
1	10341	-3
2	64975	-1
3	8669	-14
4	23517	-2
5	2316	-16
6	3361	-5
7	1722	missing_k
8	2354	-7
9	2517	-6
10	5539	-4
11	4201	-8
12	4386	-15
13	41801	1
14	70396	9
15	20	16
16	16023	-13
17	221760	0
18	21	-17
19	62989	-10
20	3545	5
21	15208	2
22	45251	-11
23	1148	15
24	7633	3
25	29738	-12
26	23671	11
27	3373	6
28	84896	-9
29	42201	10
30	4926	7
31	58081	8
32	2994	14
33	4706	4
34	6123	13
35	12256	12
