direction	alpha	step_index	iter	s	map_value	first_derivative	second_derivative	raw_step	damping	accepted	sciml_first_derivative	first_derivative_mismatch
decreasing	0.396398199100	11	1	4.491915851718	1.162844577748	7.204568173793e-04	8.780559719739e-01	-8.205135439826e-04	1.000000	true	7.204568173780e-04	1.278274361360e-15
decreasing	0.396398199100	11	2	4.491095338174	1.162844330180	-2.257612492808e-04	1.560173251057e+00	1.447026790954e-04	1.000000	true	-2.257612492832e-04	2.380745340452e-15
decreasing	0.396398199100	11	3	4.491240040853	1.162844313539	-7.890096895425e-06	1.426554595056e+00	5.530876226379e-06	1.000000	true	-7.890096918703e-06	2.327850504589e-14
decreasing	0.396398199100	11	4	4.491245571729	1.162844313517	-1.714964367352e-08	1.420353378853e+00	1.207420908687e-08	1.000000	true	-1.714965536501e-08	1.169148693714e-14
decreasing	0.396398199100	11	5	4.491245583804	1.162844313517	-7.072580369184e-14	1.420339842575e+00	0.000000000000e+00	1.000000	true	-1.033258539057e-13	3.260005021384e-14
decreasing	0.396048024012	12	1	4.491245583804	1.161734270826	-4.301163177580e-04	9.428118042232e-01	4.562059106933e-04	1.000000	true	-4.301163177557e-04	2.343882466588e-15
decreasing	0.396048024012	12	2	4.491701789714	1.161734172646	-4.540774096342e-07	9.408226253055e-01	4.826387008782e-07	1.000000	true	-4.540774228045e-07	1.317028982727e-14
decreasing	0.396048024012	12	3	4.491702272353	1.161734172646	-5.029647109289e-13	9.408205256035e-01	0.000000000000e+00	1.000000	true	-5.171562814423e-13	1.419157051333e-14
decreasing	0.395697848924	13	1	4.491702272353	1.160624377100	7.998532325358e-05	9.354288984088e-01	-8.550657713230e-05	1.000000	true	7.998532324918e-05	4.395409817365e-15
decreasing	0.395697848924	13	2	4.491616765776	1.160624373681	-1.201513935125e-08	9.357099440893e-01	1.284066651973e-08	1.000000	true	-1.201514536414e-08	6.012893884852e-15
decreasing	0.395697848924	13	3	4.491616778616	1.160624373681	-1.113331281903e-14	9.357099018791e-01	0.000000000000e+00	1.000000	true	-4.580726667609e-15	6.552586151425e-15
decreasing	0.395347673837	14	1	4.491616778616	1.159513459347	1.507340636027e-04	9.523511611364e-01	-1.582757177750e-04	1.000000	true	1.507340635946e-04	8.145692237047e-15
decreasing	0.395347673837	14	2	4.491458502899	1.159513447424	-1.111137822318e-07	9.537560376786e-01	1.165012622119e-07	1.000000	true	-1.111137890212e-07	6.789377262714e-15
decreasing	0.395347673837	14	3	4.491458619400	1.159513447424	-6.649483326245e-14	9.537550017811e-01	0.000000000000e+00	1.000000	true	-6.902388113481e-14	2.529047872359e-15
decreasing	0.394997498749	15	1	4.491458619400	1.158402538082	7.748216467602e-05	9.355337465974e-01	-8.282134659261e-05	1.000000	true	7.748216467160e-05	4.426580629824e-15
decreasing	0.394997498749	15	2	4.491375798053	1.158402534874	-1.230936041891e-08	9.358310215293e-01	1.315340070560e-08	1.000000	true	-1.230935260713e-08	7.811777562175e-15
decreasing	0.394997498749	15	3	4.491375811207	1.158402534874	6.881457900511e-16	9.358309743057e-01	0.000000000000e+00	1.000000	true	-1.468911061533e-15	2.157056851584e-15
decreasing	0.394647323662	16	1	4.491375811207	1.157293778966	1.230207548542e-04	9.288073989470e-01	-1.324502313329e-04	1.000000	true	1.230207548547e-04	4.387766192049e-16
decreasing	0.394647323662	16	2	4.491243360975	1.157293770820	-2.587394303073e-08	9.291981055237e-01	2.784545392088e-08	1.000000	true	-2.587394451157e-08	1.480844950909e-15
decreasing	0.394647323662	16	3	4.491243388821	1.157293770820	1.849347974299e-15	9.291980233780e-01	0.000000000000e+00	1.000000	true	3.695673582130e-15	1.846325607830e-15
decreasing	0.394297148574	17	1	4.491243388821	1.156178838367	4.476729121635e-04	1.120905009674e+00	-3.993852363044e-04	1.000000	true	4.476729121583e-04	5.153863447127e-15
decreasing	0.394297148574	17	2	4.490844003585	1.156178749926	-7.189568977908e-06	1.156987994914e+00	6.214039393247e-06	1.000000	true	-7.189568984118e-06	6.209915326644e-15
decreasing	0.394297148574	17	3	4.490850217624	1.156178749904	-1.755792395078e-09	1.156422909127e+00	1.518296101903e-09	1.000000	true	-1.755789450968e-09	2.944110109158e-15
decreasing	0.394297148574	17	4	4.490850219142	1.156178749904	3.408813593038e-15	1.156422771072e+00	0.000000000000e+00	1.000000	true	-1.271158833322e-15	4.679972426360e-15
decreasing	0.393946973487	18	1	4.490850219142	1.155067890409	-2.498381042555e-04	9.442827032877e-01	2.645797740291e-04	1.000000	true	-2.498381042494e-04	6.052558627900e-15
decreasing	0.393946973487	18	2	4.491114798916	1.155067857350	-9.570674032113e-08	9.435590785064e-01	1.014316352852e-07	1.000000	true	-9.570675144346e-08	1.112232712201e-14
decreasing	0.393946973487	18	3	4.491114900348	1.155067857350	-2.176591244327e-14	9.435588009045e-01	0.000000000000e+00	1.000000	true	-2.349855692111e-14	1.732644477844e-15
decreasing	0.393596798399	19	1	4.491114900348	1.153956038596	1.542039770378e-04	9.392666030198e-01	-1.641748748885e-04	1.000000	true	1.542039770448e-04	7.051054618651e-15
decreasing	0.393596798399	19	2	4.490950725473	1.153956025940	-5.228113585379e-08	9.399036370395e-01	5.562393185163e-08	1.000000	true	-5.228113262507e-08	3.228717071527e-15
decreasing	0.393596798399	19	3	4.490950781097	1.153956025940	-1.412344212936e-14	9.399034210662e-01	0.000000000000e+00	1.000000	true	-1.415418635478e-14	3.074422542146e-17
decreasing	0.393246623312	20	1	4.490950781097	1.152844580493	-1.177473073911e-05	9.370374970063e-01	1.256591201177e-05	1.000000	true	-1.177473073964e-05	5.316029598945e-16
decreasing	0.393246623312	20	2	4.490963347009	1.152844580419	-2.571223988207e-10	9.369965735800e-01	2.744112476722e-10	1.000000	true	-2.571216627427e-10	7.360779453438e-16
decreasing	0.393246623312	20	3	4.490963347283	1.152844580419	6.353107535315e-15	9.369965726863e-01	0.000000000000e+00	1.000000	true	-2.129307664915e-15	8.482415200230e-15
decreasing	0.392896448224	21	1	4.490963347283	1.151731092939	8.180049491280e-05	9.607090875716e-01	-8.514595726326e-05	1.000000	true	8.180049493032e-05	1.752269932886e-14
decreasing	0.392896448224	21	2	4.490878201326	1.151731089455	6.871932210380e-08	9.590939435574e-01	-7.165025132878e-08	1.000000	true	6.871932640113e-08	4.297328722499e-15
decreasing	0.392896448224	21	3	4.490878129676	1.151731089455	5.446310658428e-14	9.590925819119e-01	0.000000000000e+00	1.000000	true	4.935763757356e-14	5.105469010720e-15
decreasing	0.392546273137	22	1	4.490878129676	1.150618565209	2.107462630299e-04	9.431933096737e-01	-2.234390987175e-04	1.000000	true	2.107462630381e-04	8.231479733944e-15
decreasing	0.392546273137	22	2	4.490654690577	1.150618541671	-8.914196372550e-08	9.439913695601e-01	9.443090964596e-08	1.000000	true	-8.914196205086e-08	1.674640305594e-15
decreasing	0.392546273137	22	3	4.490654785008	1.150618541671	-2.123341175231e-14	9.439910320881e-01	0.000000000000e+00	1.000000	true	-1.315919480547e-14	8.074216946845e-15
decreasing	0.392196098049	23	1	4.490654785008	1.149505377449	1.030913611512e-04	9.413573989938e-01	-1.095135187351e-04	1.000000	true	1.030913611527e-04	1.509006136192e-15
decreasing	0.392196098049	23	2	4.490545271489	1.149505371804	-1.889169812539e-08	9.417024206452e-01	2.006121860921e-08	1.000000	true	-1.889169711023e-08	1.015154061637e-15
decreasing	0.392196098049	23	3	4.490545291551	1.149505371804	-2.819772503679e-15	9.417023574367e-01	0.000000000000e+00	1.000000	true	3.594064111309e-15	6.413836614988e-15
decreasing	0.391845922961	24	1	4.490545291551	1.148390757699	1.105039229182e-04	9.493947490540e-01	-1.163940742544e-04	1.000000	true	1.105039229211e-04	2.892719158827e-15
decreasing	0.391845922961	24	2	4.490428897476	1.148390751269	-2.392399302709e-08	9.498058649096e-01	2.518829785218e-08	1.000000	true	-2.392399471945e-08	1.692361816420e-15
decreasing	0.391845922961	24	3	4.490428922665	1.148390751269	-6.659097105238e-15	9.498057759226e-01	0.000000000000e+00	1.000000	true	-2.635647295362e-15	4.023449809876e-15
decreasing	0.391495747874	25	1	4.490428922665	1.147276676388	1.671621730718e-04	9.440834472547e-01	-1.770629212469e-04	1.000000	true	1.671621730678e-04	3.943405931656e-15
decreasing	0.391495747874	25	2	4.490251859743	1.147276661592	-5.941448924012e-08	9.447546995493e-01	6.288879988474e-08	1.000000	true	-5.941449707276e-08	7.832643272536e-15
decreasing	0.391495747874	25	3	4.490251922632	1.147276661592	-8.221184845069e-15	9.447544609855e-01	0.000000000000e+00	1.000000	true	-5.148567406055e-15	3.072617439015e-15
decreasing	0.391145572786	26	1	4.490251922632	1.146162646519	4.677894967388e-05	9.481061277284e-01	-4.933936012623e-05	1.000000	true	4.677894966629e-05	7.589652376624e-15
decreasing	0.391145572786	26	2	4.490202583272	1.146162645365	-3.365673261857e-09	9.482425520729e-01	3.549380118515e-09	1.000000	true	-3.365665734627e-09	7.527230285644e-15
decreasing	0.391145572786	26	3	4.490202586821	1.146162645365	4.832921354835e-15	9.482425422599e-01	0.000000000000e+00	1.000000	true	6.598905896979e-15	1.765984542144e-15
decreasing	0.390795397699	27	1	4.490202586821	1.145047999341	1.596517130826e-04	9.414625611137e-01	-1.695783982039e-04	1.000000	true	1.596517130905e-04	7.906463027688e-15
decreasing	0.390795397699	27	2	4.490033008423	1.145047985809	-8.128278435696e-08	9.424216823902e-01	8.624884791573e-08	1.000000	true	-8.128278686705e-08	2.510088727336e-15
decreasing	0.390795397699	27	3	4.490033094672	1.145047985809	-1.484812592392e-14	9.424211938482e-01	0.000000000000e+00	1.000000	true	-1.823530947260e-14	3.387183548679e-15
decreasing	0.390445222611	28	1	4.490033094672	1.143933359104	1.033918669113e-04	9.534457537539e-01	-1.084402195974e-04	1.000000	true	1.033918669068e-04	4.480221532308e-15
decreasing	0.390445222611	28	2	4.489924654452	1.143933353499	-2.482469210074e-08	9.539036770884e-01	2.602431744106e-08	1.000000	true	-2.482468363865e-08	8.462095220417e-15
decreasing	0.390445222611	28	3	4.489924680477	1.143933353499	1.460004748844e-15	9.539035671398e-01	0.000000000000e+00	1.000000	true	-5.222232587804e-15	6.682237336649e-15
decreasing	0.390095047524	29	1	4.489924680477	1.142818455437	3.734844873290e-05	9.499767034506e-01	-3.931512067321e-05	1.000000	true	3.734844872599e-05	6.914228304483e-15
decreasing	0.390095047524	29	2	4.489885365356	1.142818454703	-2.725269953928e-09	9.501153444405e-01	2.868356952527e-09	1.000000	true	-2.725271104790e-09	1.150862200498e-15
decreasing	0.390095047524	29	3	4.489885368224	1.142818454703	3.283907891577e-16	9.501153343246e-01	0.000000000000e+00	1.000000	true	-1.288382192219e-15	1.616772981377e-15
decreasing	0.389744872436	30	1	4.489885368224	1.141703481960	1.714939104110e-04	9.449314266690e-01	-1.814882070496e-04	1.000000	true	1.714939104090e-04	1.986231274939e-15
decreasing	0.389744872436	30	2	4.489703880017	1.141703466400	-4.704157984068e-08	9.454497967849e-01	4.975576704406e-08	1.000000	true	-4.704158395752e-08	4.116844179560e-15
decreasing	0.389744872436	30	3	4.489703929773	1.141703466400	-1.083877272054e-14	9.454496546947e-01	0.000000000000e+00	1.000000	true	-9.396804217078e-15	1.441968503461e-15
decreasing	0.389394697349	31	1	4.489703929773	1.140586571373	8.456533989483e-05	9.577918854744e-01	-8.829197780574e-05	1.000000	true	8.456533989035e-05	4.478405493669e-15
decreasing	0.389394697349	31	2	4.489615637795	1.140586567640	-1.484895556428e-08	9.581282723055e-01	1.549787851323e-08	1.000000	true	-1.484894881324e-08	6.751044186153e-15
decreasing	0.389394697349	31	3	4.489615653293	1.140586567640	-7.999068339701e-17	9.581282132454e-01	0.000000000000e+00	1.000000	true	5.478693310850e-15	5.558683994247e-15
decreasing	0.389044522261	32	1	4.489615653293	1.139473700951	6.392177104025e-05	9.455540246785e-01	-6.760245250078e-05	1.000000	true	6.392177103247e-05	7.777185471146e-15
decreasing	0.389044522261	32	2	4.489548050841	1.139473698791	-8.857620176896e-09	9.458161009136e-01	9.365055393263e-09	1.000000	true	-8.857616334341e-09	3.842554910012e-15
decreasing	0.389044522261	32	3	4.489548060206	1.139473698791	-1.269611710582e-15	9.458160645969e-01	0.000000000000e+00	1.000000	true	1.561397559540e-15	2.831009270121e-15
decreasing	0.388694347174	33	1	4.489548060206	1.138361216300	-2.860466943171e-03	4.561883111391e-01	6.270364394100e-03	0.500000	true	-2.860466943169e-03	1.959803846985e-15
decreasing	0.388694347174	33	2	4.492683242403	1.138355608691	5.410390007567e-04	2.080611193753e+00	-2.600384936797e-04	1.000000	true	5.410390007719e-04	1.514359384419e-14
decreasing	0.388694347174	33	3	4.492423203909	1.138355538875	-6.115584523653e-06	2.127717330057e+00	2.874246704326e-06	1.000000	true	-6.115584514861e-06	8.792407821506e-15
decreasing	0.388694347174	33	4	4.492426078156	1.138355538866	-7.515845249385e-10	2.127194355241e+00	3.533219816453e-10	1.000000	true	-7.515788770279e-10	5.647910593205e-15
decreasing	0.388694347174	33	5	4.492426078509	1.138355538866	-3.819743014387e-15	2.127194290957e+00	0.000000000000e+00	1.000000	true	-4.888583591946e-15	1.068840577559e-15
decreasing	0.388344172086	34	1	4.492426078509	1.137242054770	3.035202944764e-03	9.505858290556e-01	-3.192981477306e-03	1.000000	true	3.035202944768e-03	3.887081628795e-15
decreasing	0.388344172086	34	2	4.489233097032	1.137237230156	-1.969620139303e-05	9.627244661419e-01	2.045881463049e-05	1.000000	true	-1.969620139737e-05	4.335466989754e-15
decreasing	0.388344172086	34	3	4.489253555847	1.137237229954	-7.539380671521e-10	9.626507640369e-01	7.831896003390e-10	1.000000	true	-7.539421559995e-10	4.088847373572e-15
decreasing	0.388344172086	34	4	4.489253556630	1.137237229954	-3.856399763477e-15	9.626507612156e-01	0.000000000000e+00	1.000000	true	3.883133942522e-15	7.739533705999e-15
decreasing	0.387993996998	35	1	4.489253556630	1.136120390661	3.202791324425e-05	9.676490201853e-01	-3.309868823937e-05	1.000000	true	3.202791324412e-05	1.308632022190e-16
decreasing	0.387993996998	35	2	4.489220457941	1.136120390131	-1.957903401932e-10	9.676608303152e-01	2.023336421807e-10	1.000000	true	-1.957939310412e-10	3.590847951911e-15
decreasing	0.387993996998	35	3	4.489220458144	1.136120390131	2.346340582631e-15	9.676608302434e-01	0.000000000000e+00	1.000000	true	1.468224249983e-15	8.781163326482e-16
decreasing	0.387643821911	36	1	4.489220458144	1.135005269947	1.683741460369e-04	9.388152940539e-01	-1.793474681371e-04	1.000000	true	1.683741460346e-04	2.344478777783e-15
decreasing	0.387643821911	36	2	4.489041110676	1.135005254853	-7.738059126455e-08	9.396786237141e-01	8.234793184791e-08	1.000000	true	-7.738059350271e-08	2.238157786110e-15
decreasing	0.387643821911	36	3	4.489041193024	1.135005254853	-1.889721523397e-14	9.396782267393e-01	0.000000000000e+00	1.000000	true	-2.342542320751e-14	4.528207973540e-15
decreasing	0.387293646823	37	1	4.489041193024	1.133885213820	1.832846509326e-04	9.817386583248e-01	-1.866939326250e-04	1.000000	true	1.832846509293e-04	3.369347986379e-15
decreasing	0.387293646823	37	2	4.488854499091	1.133885196721	-1.763628401401e-07	9.836293839534e-01	1.792980598356e-07	1.000000	true	-1.763628419404e-07	1.800307013621e-15
decreasing	0.387293646823	37	3	4.488854678389	1.133885196721	-1.703118970638e-13	9.836275640987e-01	0.000000000000e+00	1.000000	true	-1.674046240172e-13	2.907273046523e-15
decreasing	0.386943471736	38	1	4.488854678389	1.132768163475	-2.195620598930e-04	9.311493679342e-01	2.357968199883e-04	1.000000	true	-2.195620598968e-04	3.781507442249e-15
decreasing	0.386943471736	38	2	4.489090475209	1.132768137579	-1.280715577166e-07	9.300638501689e-01	1.377018983087e-07	1.000000	true	-1.280715637558e-07	6.039230670354e-15
decreasing	0.386943471736	38	3	4.489090612911	1.132768137579	-3.774613163290e-14	9.300632175910e-01	0.000000000000e+00	1.000000	true	-3.857396294720e-14	8.278313143022e-16
decreasing	0.386593296648	39	1	4.489090612911	1.131649029293	3.954944195655e-04	9.680979211741e-01	-4.085272893529e-04	1.000000	true	3.954944195600e-04	5.489478229620e-15
decreasing	0.386593296648	39	2	4.488682085622	1.131648948549	-3.034579079250e-07	9.695838131706e-01	3.129774897259e-07	1.000000	true	-3.034579206211e-07	1.269607022612e-14
decreasing	0.386593296648	39	3	4.488682398599	1.131648948549	-1.754506398135e-13	9.695826741842e-01	0.000000000000e+00	1.000000	true	-1.860129532609e-13	1.056231344742e-14
decreasing	0.386243121561	40	1	4.488682398599	1.130537010522	-9.735897238255e-05	9.099392476313e-01	1.069950248173e-04	1.000000	true	-9.735897237789e-05	4.664766294592e-15
decreasing	0.386243121561	40	2	4.488789393624	1.130537005314	2.253045012374e-08	9.103599722442e-01	-2.474894636261e-08	1.000000	true	2.253045722081e-08	7.097075371204e-15
decreasing	0.386243121561	40	3	4.488789368875	1.130537005314	8.958847508536e-15	9.103598752214e-01	0.000000000000e+00	1.000000	true	6.722405413666e-15	2.236442094870e-15
decreasing	0.385892946473	41	1	4.488789368875	1.129388515258	-4.278357071124e-03	1.537371146049e+00	2.782904493895e-03	1.000000	true	-4.278357071125e-03	2.853620117982e-16
decreasing	0.385892946473	41	2	4.491572273369	1.129382442461	-1.283024304856e-04	1.446165938373e+00	8.871902392475e-05	1.000000	true	-1.283024304755e-04	1.010948052702e-14
decreasing	0.385892946473	41	3	4.491660992393	1.129382436766	-1.246730105357e-07	1.443356419189e+00	8.637714765269e-08	1.000000	true	-1.246729979544e-07	1.258136865077e-14
decreasing	0.385892946473	41	4	4.491661078770	1.129382436766	-1.136434227440e-13	1.443353686738e+00	0.000000000000e+00	1.000000	true	-1.099899804172e-13	3.653442326818e-15
decreasing	0.385542771386	42	1	4.491661078770	1.128297442077	3.185852318363e-03	9.689025717545e-01	-3.288103893247e-03	1.000000	true	3.185852318366e-03	3.485926824975e-15
decreasing	0.385542771386	42	2	4.488372974877	1.128292217793	-1.217368558640e-05	9.762183845256e-01	1.247024823479e-05	1.000000	true	-1.217368559449e-05	8.083367552788e-15
decreasing	0.385542771386	42	3	4.488385445125	1.128292217717	-1.666748355268e-10	9.761916528328e-01	1.707398696179e-10	1.000000	true	-1.666664925158e-10	8.343010962769e-15
decreasing	0.385542771386	42	4	4.488385445296	1.128292217717	1.280220199094e-15	9.761916524667e-01	0.000000000000e+00	1.000000	true	5.159981630601e-15	3.879761431507e-15
decreasing	0.385192596298	43	1	4.488385445296	1.127174373381	1.111366322392e-04	9.548583602701e-01	-1.163906992528e-04	1.000000	true	1.111366322368e-04	2.376151033746e-15
decreasing	0.385192596298	43	2	4.488269054596	1.127174366914	-2.677087488989e-08	9.553184633103e-01	2.802298491869e-08	1.000000	true	-2.677087888787e-08	3.997975695102e-15
decreasing	0.385192596298	43	3	4.488269082619	1.127174366914	-1.398850170015e-15	9.553183524711e-01	0.000000000000e+00	1.000000	true	2.788391668922e-15	4.187241838937e-15
decreasing	0.384842421211	44	1	4.488269082619	1.126051860062	3.287154644162e-04	1.047882503252e+00	-3.136949642694e-04	1.000000	true	3.287154644125e-04	3.726782337593e-15
decreasing	0.384842421211	44	2	4.487955387655	1.126051808624	-1.156246734087e-06	1.055265796543e+00	1.095692419743e-06	1.000000	true	-1.156246735756e-06	1.668926803667e-15
decreasing	0.384842421211	44	3	4.487956483347	1.126051808624	-1.419081076974e-11	1.055239887555e+00	0.000000000000e+00	1.000000	true	-1.419053950932e-11	2.712604187775e-16
decreasing	0.384492246123	45	1	4.487956483347	1.124931934794	2.978721881645e-04	9.908252684672e-01	-3.006303912952e-04	1.000000	true	2.978721881696e-04	5.142641954642e-15
decreasing	0.384492246123	45	2	4.487655852956	1.124931890086	-6.619699966262e-07	9.952353471096e-01	6.651391538180e-07	1.000000	true	-6.619699928283e-07	3.797932787525e-15
decreasing	0.384492246123	45	3	4.487656518095	1.124931890086	-3.256421288449e-12	9.952255488173e-01	0.000000000000e+00	1.000000	true	-3.254985807930e-12	1.435480519191e-15
decreasing	0.384142071036	46	1	4.487656518095	1.123812981057	-6.937482743458e-05	9.634261801527e-01	7.200845156978e-05	1.000000	true	-6.937482743756e-05	2.983602405936e-15
decreasing	0.384142071036	46	2	4.487728526547	1.123812978559	-9.076323888682e-09	9.631741020210e-01	9.423347107898e-09	1.000000	true	-9.076316091471e-09	7.797211528665e-15
decreasing	0.384142071036	46	3	4.487728535970	1.123812978559	2.545529847195e-15	9.631740690377e-01	0.000000000000e+00	1.000000	true	4.437473077014e-15	1.891943229818e-15
decreasing	0.383791895948	47	1	4.487728535970	1.122687257562	3.211840163104e-04	1.234883039969e+00	-2.600926613410e-04	1.000000	true	3.211840163059e-04	4.486970690831e-15
decreasing	0.383791895948	47	2	4.487468443309	1.122687216000	-2.388936906696e-06	1.253279575941e+00	1.906148438509e-06	1.000000	true	-2.388936903256e-06	3.440129024067e-15
decreasing	0.383791895948	47	3	4.487470349457	1.122687215997	-1.290495199798e-10	1.253144170824e+00	1.029805851428e-10	1.000000	true	-1.290474921412e-10	2.027838582820e-15
decreasing	0.383791895948	47	4	4.487470349560	1.122687215997	-1.994744509991e-15	1.253144163509e+00	0.000000000000e+00	1.000000	true	7.421466963659e-15	9.416211473650e-15
decreasing	0.383441720860	48	1	4.487470349560	1.121571212815	1.002684272183e-05	9.674622403541e-01	-1.036406621736e-05	1.000000	true	1.002684271653e-05	5.295548342280e-15
