event_index	time	x	y	z
1	24.915757590045	2.192534110970	0.000000000000	1.781489603447
2	28.870118780331	-1.098717349325	-0.000000000000	1.245274658477
3	36.785868348521	-1.493758310299	-0.000000000000	1.306482747603
4	47.797403779985	2.049962666861	0.000000000000	1.680712098013
5	53.127263597563	-1.108355350621	-0.000000000000	1.097230779020
6	61.271276324321	-1.313557373267	-0.000000000000	1.191882774806
7	70.435349891844	-1.775165164889	-0.000000000000	1.491988538686
8	77.881868753429	1.531655433407	0.000000000000	1.332742183261
9	87.739991147298	-1.963082506400	-0.000000000000	1.620326614212
10	94.064139817102	1.216656542139	0.000000000000	1.139766883303
11	102.650393646508	1.554087281893	0.000000000000	1.345576705979
12	112.097090891748	-1.919567643977	-0.000000000000	1.590381004629
13	118.731735312578	1.286695541457	0.000000000000	1.180359075015
14	127.695685384388	1.716954614640	0.000000000000	1.452963745121
15	135.501279917362	-1.630960113536	-0.000000000000	1.397032393503
16	143.984174535908	1.778656991453	0.000000000000	1.494814795709
17	151.409588770452	-1.525443364311	-0.000000000000	1.328761511046
18	161.406227661136	1.975971638499	0.000000000000	1.629235100816
19	167.619924175776	-1.197041600284	-0.000000000000	1.129039524847
20	176.126656174260	-1.508169658404	-0.000000000000	1.315784388923
21	186.606628738172	2.015149978077	0.000000000000	1.656421027271
22	192.405478017731	-1.143472110733	-0.000000000000	1.103587903936
23	200.717207809534	-1.384449295765	-0.000000000000	1.236574657718
24	210.749020336025	-1.941533885359	-0.000000000000	1.605359332962
25	217.237039741236	1.250831002505	0.000000000000	1.159244063609
26	225.985402979880	1.633837288863	0.000000000000	1.397826835802
27	234.445107169168	-1.774241523821	-0.000000000000	1.491855569293
28	241.895841025529	1.532965765528	0.000000000000	1.333582314690
29	251.726174798133	-1.960399977961	-0.000000000000	1.618474758994
30	258.072010282339	1.220823215289	0.000000000000	1.142095651174
31	266.676264243874	1.563834053434	0.000000000000	1.351928078738
32	275.967142493526	-1.900903215353	-0.000000000000	1.577598701181
33	282.715883024795	1.317787869369	0.000000000000	1.199034730346
34	291.921297175162	1.788656917597	0.000000000000	1.501081427498
35	299.291054358267	-1.508644775591	-0.000000000000	1.318022862389
36	309.734345217338	2.012587672318	0.000000000000	1.654638121085
37	315.564405024941	-1.146600932798	-0.000000000000	1.104789911988
38	323.887824415309	-1.391460410107	-0.000000000000	1.241022048951
39	334.054007187881	-1.958572086308	-0.000000000000	1.617121792157
40	340.414617043550	1.223722956393	0.000000000000	1.143725394063
41	349.031656456292	1.570614545876	0.000000000000	1.356352176824
