sorted_index	source_event_index	event_time	x	z	s	next_r	next_x
214	2220	18300.914417681655	1.804257794064	1.511618121444	3.255346187441	2.196420579789	-1.482032583916
215	2235	18424.443003136312	1.805080691911	1.512174544454	3.258316304308	2.192261661016	-1.480628805952
216	1033	8529.743373534935	1.807444457237	1.514161523383	3.266855465997	2.179717968431	-1.476386794993
217	1117	9220.991714550582	1.812018928724	1.516868843424	3.283412598055	2.157352359316	-1.468792823824
218	1597	13172.081416989202	1.812573542401	1.517244269628	3.285422846610	2.154574025680	-1.467846730991
219	2008	16550.962444871362	1.813115243427	1.517611002901	3.287386885948	2.151862088487	-1.466922659341
220	1457	12016.878374172375	1.814004319453	1.518212991478	3.290611670994	2.147414776304	-1.465406010737
221	1012	8357.015471752531	1.814081487682	1.518265243684	3.290891643952	2.147028988898	-1.465274373248
222	1409	11620.055291215738	1.816056299959	1.519602628937	3.298060484621	2.137168211461	-1.461905678032
223	1298	10705.439178516917	1.816580121752	1.520320416325	3.299963338745	2.133984293590	-1.460816310694
224	2170	17887.383554247481	1.816862999527	1.520149053358	3.300991159051	2.133146743133	-1.460529610495
225	1852	15264.920138269377	1.819193354213	1.521727896601	3.309464460014	2.121551287500	-1.456554594754
226	1963	16180.655180125239	1.822062069562	1.524020523520	3.319910185337	2.106775935312	-1.451473711547
227	1579	13022.715963738932	1.822297426025	1.523831752394	3.320767908899	2.106155903844	-1.451260108955
228	2038	16797.327523769607	1.824051636768	1.525364195424	3.327164373595	2.096945123144	-1.448083258361
229	1130	9329.112657118461	1.824506942916	1.525329891898	3.328825584748	2.095232158929	-1.447491678363
230	2080	17142.936267506004	1.831159983920	1.530168544205	3.353146886708	2.062013992146	-1.435971445449
231	1151	9501.799495075347	1.832325561227	1.530635066338	3.357416962326	2.056812280063	-1.434159084643
232	1514	12488.693116035771	1.832556069442	1.531112774732	3.358261747650	2.055189112237	-1.433593077633
233	2305	19007.508226352911	1.835404005230	1.532725529111	3.368707862414	2.041786577859	-1.428910976184
234	2188	18037.870059012621	1.835813149404	1.533003450472	3.370209919523	2.039793896433	-1.428213533206
235	2395	19746.001594527392	1.835870371303	1.533042302811	3.370420020227	2.039515314760	-1.428116001857
236	1135	9370.753233930016	1.836232689259	1.533288417736	3.371750489102	2.037751698009	-1.427498405607
237	1021	8431.826138297323	1.836536117877	1.533805820564	3.372864912268	2.035797110544	-1.426813621516
238	1375	11341.175481134302	1.838702409459	1.535272342419	3.380826550551	2.025282844793	-1.423124325136
239	1574	12981.558058805489	1.839992780198	1.535843326549	3.385573431182	2.019496702429	-1.421089969857
240	1803	14861.523574368766	1.843153884376	1.538287511283	3.397216241490	2.003767779915	-1.415545046939
241	2286	18851.089643148345	1.843560951036	1.538563340299	3.398716980185	2.001806448854	-1.414852094339
242	1166	9625.088060980072	1.844153328208	1.538964768397	3.400901497942	1.998954094213	-1.413843730478
243	2278	18785.129189101521	1.845072506721	1.539587706699	3.404292555058	1.994532523904	-1.412279194743
244	1158	9559.124266559287	1.845075486455	1.539589726332	3.404303550717	1.994518198790	-1.412274123104
245	2043	16839.066014766438	1.845399057667	1.539519211241	3.405497682039	1.993403021813	-1.411879251853
246	1521	12546.018736795128	1.845678702203	1.539998599664	3.406529871764	1.991619372414	-1.411247452580
