direction	step_index	alpha	predicted_s	branch_points	branch_s_min	branch_s_max	used_s0	converged	predictor_only	broke	status	accepted_steps	total_trace_rows	final_s	map_value	first_derivative	second_derivative	correction_abs	state_jump	event_time	current_x	current_y	current_z	event_x	event_y	event_z	event_time_d1	event_time_d2	sciml_first_derivative	first_derivative_mismatch
decreasing	26	0.391145572786	4.490963347283	462	2.138541612552	4.840180740923	4.490963347283	false	true	false	predictor_only_cadence_skip	0	0	4.490963347283	NaN	NaN	NaN	0.000000000000e+00	4.445865607379e-04	NaN	2.119189313696	0.000000000000	1.718238471927	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	25	0.391495747874	4.490963347283	458	2.132139290155	4.817602444257	4.490963347283	false	true	false	predictor_only_cadence_skip	0	0	4.490963347283	NaN	NaN	NaN	0.000000000000e+00	4.420946342545e-04	NaN	2.119189313696	0.000000000000	1.718683058488	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	24	0.391845922961	4.490963347283	462	2.140227408564	4.807306617596	4.490963347283	false	true	false	predictor_only_cadence_skip	0	0	4.490963347283	NaN	NaN	NaN	0.000000000000e+00	4.351927656767e-04	NaN	2.119189313696	0.000000000000	1.719125153122	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	23	0.392196098049	4.490963347283	464	2.141259351260	4.800426790611	4.490963347283	false	true	false	predictor_only_cadence_skip	0	0	4.490963347283	NaN	NaN	NaN	0.000000000000e+00	4.437448935397e-04	NaN	2.119189313696	0.000000000000	1.719560345888	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	22	0.392546273137	4.490963347283	471	2.131686403982	4.828804872163	4.490963347283	false	true	false	predictor_only_cadence_skip	0	0	4.490963347283	NaN	NaN	NaN	0.000000000000e+00	4.460800362309e-04	NaN	2.119189313696	0.000000000000	1.720004090781	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	21	0.392896448224	4.490963347283	454	2.129656431390	4.805857610802	4.490963347283	false	true	false	predictor_only_cadence_skip	0	0	4.490963347283	NaN	NaN	NaN	0.000000000000e+00	4.361134643140e-04	NaN	2.119189313696	0.000000000000	1.720450170818	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	20	0.393246623312	4.492776434911	446	2.134739356241	4.844939538402	4.495718695773	true	false	false	ok	4	4	4.490963347283	1.152844580419	1.429618220408e-15	9.369965726863e-01	1.813087627300e-03	8.616845445004e-04	4.500971854219	2.119189313696	0.000000000000	1.720886284282	-1.073706002786	-0.000000000000	1.141753777335	-2.297113795978e+00	4.938226565925e+00	-5.916128069050e-15	7.345746289458e-15
decreasing	19	0.393596798399	4.492776434911	458	2.133699673867	4.818576433155	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.446582474249e-04	NaN	2.119617049118	0.000000000000	1.721634310126	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	18	0.393946973487	4.492776434911	443	2.131694585222	4.818182134772	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.416841414028e-04	NaN	2.119617049118	0.000000000000	1.722078968373	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	17	0.394297148574	4.492776434911	434	2.140366461034	4.808199830069	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.202809985632e-04	NaN	2.119617049118	0.000000000000	1.722520652515	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	16	0.394647323662	4.492776434911	443	2.130346142383	4.757582852630	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.602466074166e-04	NaN	2.119617049118	0.000000000000	1.722940933513	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	15	0.394997498749	4.492776434911	439	2.129924836462	4.782235945726	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.404656645949e-04	NaN	2.119617049118	0.000000000000	1.723401180121	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	14	0.395347673837	4.492776434911	436	2.144053744800	4.835870176031	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.386702312869e-04	NaN	2.119617049118	0.000000000000	1.723841645785	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	13	0.395697848924	4.492776434911	447	2.130723016287	4.838395246975	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.440219441828e-04	NaN	2.119617049118	0.000000000000	1.724280316016	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	12	0.396048024012	4.492776434911	444	2.134364566314	4.718058308998	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.330583265835e-04	NaN	2.119617049118	0.000000000000	1.724724337961	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	11	0.396398199100	4.492776434911	445	2.132775530713	4.805024701680	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.455787121393e-04	NaN	2.119617049118	0.000000000000	1.725157396287	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	10	0.396748374187	4.492776434911	433	2.130504097106	4.793733103836	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.408870063348e-04	NaN	2.119617049118	0.000000000000	1.725602974999	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	9	0.397098549275	4.492776434911	427	2.134425774899	4.790242299061	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.426174920285e-04	NaN	2.119617049118	0.000000000000	1.726043862006	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	8	0.397448724362	4.492776434911	438	2.129881553233	4.774012486296	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.393448490816e-04	NaN	2.119617049118	0.000000000000	1.726486479498	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	7	0.397798899450	4.492776434911	435	2.128811777968	4.774170973507	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.399006767772e-04	NaN	2.119617049118	0.000000000000	1.726925824347	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	6	0.398149074537	4.492776434911	427	2.131780966070	4.749550140882	4.492776434911	false	true	false	predictor_only_cadence_skip	0	0	4.492776434911	NaN	NaN	NaN	0.000000000000e+00	4.384999938782e-04	NaN	2.119617049118	0.000000000000	1.727365725024	NaN	NaN	NaN	NaN	NaN	NaN	NaN
