delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	T_scs	status
-1.500000	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.497996	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.495992	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.493988	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.491984	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.489980	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.487976	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.485972	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.483968	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.481964	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.479960	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.477956	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.475952	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.473948	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.471944	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.469940	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.467936	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.465932	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.463928	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.461924	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.459920	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.457916	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.455912	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.453908	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.451904	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.449900	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.447896	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.445892	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.443888	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.441884	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.439880	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.437876	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.435872	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.433868	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.431864	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.429860	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.427856	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.425852	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.423848	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.421844	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.419840	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.417836	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.415832	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.413828	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.411824	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.409820	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.407816	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.405812	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.403808	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.401804	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.399800	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.397796	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.395792	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.393788	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.391784	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.389780	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.387776	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.385772	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.383768	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.381764	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.379760	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.377756	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.375752	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.373747	-38.737475						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.371743	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.369739	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.367735	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.365731	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.363727	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.361723	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.359719	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.357715	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.355711	-38.737475	-40.512168	0.808214	continued:5	2602619	1,0,0,0,0,0	ok
-1.353707	-38.737475	-42.572252	0.805421	continued:5	2602619	1,0,0,0,0,0	ok
-1.351703	-38.737475	-43.673826	0.803296	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.349699	-38.737475	-44.559130	0.805962	continued:5	998767320547577	-1,0,0,0,0,1	ok
-1.347695	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.345691	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.343687	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.341683	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.339679	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.337675	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.335671	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.333667	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.331663	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.329659	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.327655	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.325651	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.323647	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.321643	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.319639	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.317635	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.315631	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.313627	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.311623	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.309619	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.307615	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.305611	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.303607	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.301603	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.299599	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.297595	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.295591	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.293587	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.291583	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.289579	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.287575	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.285571	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.283567	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.281563	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
-1.279559	-38.737475						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 0, 0, 0]
