delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	T_scs	status
-1.500000	-38.036072	-45.929331	0.834430	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.497996	-38.036072	-46.384094	0.833594	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.495992	-38.036072	-46.816338	0.833427	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.493988	-38.036072	-47.219421	0.833260	full	3374966975014	1,0,0,0,0,0,0	ok
-1.491984	-38.036072	-45.021408	0.836913	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.489980	-38.036072	-45.499440	0.834995	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.487976	-38.036072	-45.965117	0.833411	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.485972	-38.036072	-46.415726	0.832575	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.483968	-38.036072	-46.843566	0.832408	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.481964	-38.036072	-47.242038	0.832241	full	3374966975014	1,0,0,0,0,0,0	ok
-1.479960	-38.036072	-45.064415	0.835879	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.477956	-38.036072	-45.538767	0.833961	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.475952	-38.036072	-46.000632	0.832378	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.473948	-38.036072	-46.447187	0.831542	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.471944	-38.036072	-46.870718	0.831375	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.469940	-38.036072	-47.264673	0.830873	full	3374966975014	1,0,0,0,0,0,0	ok
-1.467936	-38.036072	-45.105143	0.834842	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.465932	-38.036072	-45.575947	0.832717	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.463928	-38.036072	-46.036241	0.831340	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.461924	-38.036072	-46.478709	0.830505	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.459920	-38.036072	-46.897906	0.830337	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.457916	-38.036072	-47.287329	0.829501	full	3374966975014	1,0,0,0,0,0,0	ok
-1.455912	-38.036072	-44.677141	0.835903	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.453908	-38.036072	-45.154744	0.833444	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.451904	-38.036072	-45.623217	0.831526	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.449900	-38.036072	-46.078662	0.830149	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.447896	-38.036072	-46.516042	0.829313	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.445892	-38.036072	-46.929899	0.829146	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.443888	-38.036072	-47.313791	0.827897	full	3374966975014	1,0,0,0,0,0,0	ok
-1.441884	-38.036072	-44.734867	0.834706	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.439880	-38.036072	-45.207534	0.832247	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.437876	-38.036072	-45.671198	0.830329	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.435872	-38.036072	-46.121709	0.828952	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.433868	-38.036072	-46.553922	0.828244	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.431864	-38.036072	-46.961172	0.827870	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.429860	-38.036072	-47.340288	0.826287	full	3374966975014	1,0,0,0,0,0,0	ok
-1.427856	-38.036072	-44.786498	0.833219	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.425852	-38.036072	-45.257881	0.830966	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.423848	-38.036072	-45.717717	0.829048	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.421844	-38.036072	-46.164157	0.827671	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.419840	-38.036072	-46.591977	0.826963	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.417836	-38.036072	-46.994525	0.826796	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.415832	-38.036072	-47.366824	0.824671	full	3374966975014	1,0,0,0,0,0,0	ok
-1.413828	-38.036072	-44.548657	0.836481	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.411824	-38.036072	-44.987574	0.833816	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.409820	-38.036072	-45.421552	0.831485	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.407816	-38.036072	-45.848704	0.829901	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.405812	-38.036072	-46.261705	0.828652	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.403808	-38.036072	-46.657277	0.827944	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.401804	-38.036072	-47.029932	0.825278	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.399800	-38.036072	-47.397200	0.822819	full	3374966975014	1,0,0,0,0,0,0	ok
-1.397796	-38.036072	-44.580634	0.834622	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.395792	-38.036072	-45.022219	0.831956	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.393788	-38.036072	-45.458009	0.829625	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.391784	-38.036072	-45.886119	0.828041	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.389780	-38.036072	-46.299246	0.826792	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.387776	-38.036072	-46.694150	0.826084	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.385772	-38.036072	-47.065416	0.823753	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.383768	-38.036072	-47.427634	0.820959	full	3374966975014	1,0,0,0,0,0,0	ok
-1.381764	-38.036072	-44.610446	0.832755	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.379760	-38.036072	-45.054874	0.830089	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.377756	-38.036072	-45.492607	0.827965	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.375752	-38.036072	-45.919625	0.826174	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.373747	-38.036072	-46.333121	0.824925	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.371743	-38.036072	-46.727590	0.824217	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.369739	-38.036072	-47.097699	0.821886	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.367735	-38.036072	-47.458129	0.819092	full	2602619	1,0,0,0,0,0	ok
-1.365731	-38.036072	-44.640548	0.830930	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.363727	-38.036072	-45.087246	0.828264	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.361723	-38.036072	-45.526405	0.826012	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.359719	-38.036072	-45.955356	0.824221	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.357715	-38.036072	-46.369835	0.823179	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.355711	-38.036072	-46.762414	0.822471	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.353707	-38.036072	-47.130058	0.820012	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.351703	-38.036072	-47.488687	0.817218	full	2602619	1,0,0,0,0,0	ok
-1.349699	-38.036072	-44.668035	0.829048	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.347695	-38.036072	-45.117785	0.826382	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.345691	-38.036072	-45.559039	0.824130	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.343687	-38.036072	-45.989170	0.822340	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.341683	-38.036072	-46.403963	0.821297	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.339679	-38.036072	-46.796053	0.820589	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.337675	-38.036072	-47.162497	0.818130	continued:5	2602619	1,0,0,0,0,0	ok
-1.335671	-38.036072	-47.519311	0.815337	full	2602619	1,0,0,0,0,0	ok
-1.333667	-38.036072	-44.700151	0.827287	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.331663	-38.036072	-45.151122	0.824493	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.329659	-38.036072	-45.594251	0.822241	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.327655	-38.036072	-46.025362	0.820657	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.325651	-38.036072	-46.438214	0.819408	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.323647	-38.036072	-46.829792	0.818700	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.321643	-38.036072	-47.195017	0.816241	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.319639	-38.036072	-47.550005	0.813447	full	2602619	1,0,0,0,0,0	ok
-1.317635	-38.036072	-44.728432	0.825341	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.315631	-38.036072	-45.182963	0.822675	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.313627	-38.036072	-45.627227	0.820344	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.311623	-38.036072	-46.059473	0.818761	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.309619	-38.036072	-46.472589	0.817511	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.307615	-38.036072	-46.863632	0.816803	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.305611	-38.036072	-47.227618	0.814344	continued:5	2602619	1,0,0,0,0,0	ok
-1.303607	-38.036072	-47.580769	0.811551	full	2602619	1,0,0,0,0,0	ok
-1.301603	-38.036072	-44.764038	0.823564	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.299599	-38.036072	-45.219499	0.820771	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.297595	-38.036072	-45.665371	0.818646	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.295591	-38.036072	-46.096201	0.816856	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.293587	-38.036072	-46.509362	0.815607	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.291583	-38.036072	-46.899661	0.815105	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.289579	-38.036072	-47.260303	0.812440	continued:5	2602619	1,0,0,0,0,0	ok
-1.287575	-38.036072	-47.611607	0.809646	full	2602619	1,0,0,0,0,0	ok
-1.285571	-38.036072	-44.797016	0.821652	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.283567	-38.036072	-45.255082	0.818987	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.281563	-38.036072	-45.701250	0.816734	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.279559	-38.036072	-46.132965	0.814944	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.277555	-38.036072	-46.546149	0.813902	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.275551	-38.036072	-46.933707	0.813193	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.273547	-38.036072	-47.293072	0.810528	continued:5	2602619	1,0,0,0,0,0	ok
-1.271543	-38.036072	-47.642521	0.807734	full	474075634852359393488	1,0,0,0,0,-2	ok
-1.269539	-38.036072	-44.830001	0.819860	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.267535	-38.036072	-45.289238	0.817067	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.265531	-38.036072	-45.737191	0.814815	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.263527	-38.036072	-46.169770	0.813231	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.261523	-38.036072	-46.580906	0.811982	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.259519	-38.036072	-46.967856	0.811274	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.257515	-38.036072	-47.325927	0.808608	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.255511	-38.036072	-47.673511	0.805815	full	171643213369	1,0,0,0,1,0	ok
-1.253507	-38.036072	-44.863243	0.817933	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.251503	-38.036072	-45.325069	0.815139	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.249499	-38.036072	-45.774657	0.813015	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.247495	-38.036072	-46.206644	0.811224	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.245491	-38.036072	-46.618540	0.810182	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.243487	-38.036072	-47.003402	0.809474	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.241483	-38.036072	-47.358870	0.806680	continued:5	137520069907210163	1,0,0,0,0,-1,0	ok
-1.239479	-38.036072	-47.704580	0.803887	full	705808032553	1,0,0,-1,1,0	ok
-1.237475	-38.036072	-44.896750	0.815997	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.235471	-38.036072	-45.361143	0.813332	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.233467	-38.036072	-45.810967	0.811079	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.231463	-38.036072	-46.243759	0.809496	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.229459	-38.036072	-46.653552	0.808246	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.227455	-38.036072	-47.037759	0.807538	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.225451	-38.036072	-47.391900	0.804745	continued:5	2413	1,0,0,0,0	ok
-1.223447	-38.036072	-47.735730	0.801952	full	120805540028	1,0,0,1,0,-1	ok
-1.221443	-38.036072	-44.931639	0.814182	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.219439	-38.036072	-45.397042	0.811516	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.217435	-38.036072	-45.847112	0.809264	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.215431	-38.036072	-46.279400	0.807473	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.213427	-38.036072	-46.690025	0.806431	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.211423	-38.036072	-47.072220	0.805595	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.209419	-38.036072	-47.425018	0.802801	continued:5	3361378698993548413	1,0,0,0,1,1	ok
-1.207415	-38.036072	-47.766961	0.800008	full	53088346002511813637811984902960894	1,0,0,3,0,3	ok
-1.205411	-38.036072						error: T SSCS does not start with ±1: [-2, 0, 0, -1, 1, 1, 0]
-1.203407	-38.036072						error: T SSCS does not start with ±1: [-2, 0, 0, -1, -1, 0, 0]
-1.201403	-38.036072						error: T SSCS does not start with ±1: [-2, 0, 0, -1, 0, 12]
-1.199399	-38.036072						error: T SSCS does not start with ±1: [-2, 0, 0, -1, 0, 1, 1]
-1.197395	-38.036072						error: T SSCS does not start with ±1: [-2, 0, 0, -1, 0, -1, 1]
-1.195391	-38.036072						error: T SSCS does not start with ±1: [-2, 0, 0, -1, 0, 0, 1]
-1.193387	-38.036072						error: T SSCS does not start with ±1: [-2, 0, 0, -1, 0, 0, 0]
-1.191383	-38.036072						error: T SSCS does not start with ±1: [-2, 0, 0, -1, 0, 0, 0]
-1.189379	-38.036072						error: T SSCS does not start with ±1: [-2, 0, 0, -1, 0, 0, 0]
-1.187375	-38.036072						error: T SSCS does not start with ±1: [-2, 0, 0, 0, 1, 0, 0]
