delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	T_scs	status
-1.500000	-37.735471	-45.531060	0.835823	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.497996	-37.735471	-45.996228	0.834239	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.495992	-37.735471	-46.446726	0.833403	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.493988	-37.735471	-46.874718	0.833236	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.491984	-37.735471	-47.273502	0.833069	full	3374966975014	1,0,0,0,0,0,0	ok
-1.489980	-37.735471	-44.624163	0.839105	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.487976	-37.735471	-45.103594	0.836439	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.485972	-37.735471	-45.577309	0.834521	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.483968	-37.735471	-46.038989	0.833144	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.481964	-37.735471	-46.483565	0.832308	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.479960	-37.735471	-46.905446	0.831934	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.477956	-37.735471	-47.299864	0.831560	full	3374966975014	1,0,0,0,0,0,0	ok
-1.475952	-37.735471	-44.676279	0.837755	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.473948	-37.735471	-45.153093	0.835296	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.471944	-37.735471	-45.621815	0.833378	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.469940	-37.735471	-46.078394	0.831794	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.467936	-37.735471	-46.519677	0.830958	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.465932	-37.735471	-46.937823	0.830791	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.463928	-37.735471	-47.326256	0.829955	full	3374966975014	1,0,0,0,0,0,0	ok
-1.461924	-37.735471	-44.725146	0.836351	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.459920	-37.735471	-45.200111	0.833892	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.457916	-37.735471	-45.666715	0.831974	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.455912	-37.735471	-46.120746	0.830597	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.453908	-37.735471	-46.556960	0.829761	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.451904	-37.735471	-46.969776	0.829594	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.449900	-37.735471	-47.352682	0.828345	full	3374966975014	1,0,0,0,0,0,0	ok
-1.447896	-37.735471	-44.775863	0.835070	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.445892	-37.735471	-45.247389	0.832611	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.443888	-37.735471	-45.710455	0.830693	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.441884	-37.735471	-46.160664	0.829316	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.439880	-37.735471	-46.592706	0.828480	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.437876	-37.735471	-47.001013	0.828313	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.435872	-37.735471	-47.379146	0.826729	full	3374966975014	1,0,0,0,0,0,0	ok
-1.433868	-37.735471	-44.965546	0.835564	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.431864	-37.735471	-45.403974	0.833440	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.429860	-37.735471	-45.833842	0.831649	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.427856	-37.735471	-46.252286	0.830400	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.425852	-37.735471	-46.653639	0.829692	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.423848	-37.735471	-47.032308	0.827026	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.421844	-37.735471	-47.405650	0.825108	full	3374966975014	1,0,0,0,0,0,0	ok
-1.419840	-37.735471	-44.555964	0.836499	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.417836	-37.735471	-45.000118	0.833705	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.415832	-37.735471	-45.440428	0.831374	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.413828	-37.735471	-45.873482	0.829790	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.411824	-37.735471	-46.291958	0.828541	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.409820	-37.735471	-46.692538	0.827833	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.407816	-37.735471	-47.069697	0.825708	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.405812	-37.735471	-47.435994	0.823249	full	3374966975014	1,0,0,0,0,0,0	ok
-1.403808	-37.735471	-44.590407	0.834632	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.401804	-37.735471	-45.037097	0.831839	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.399800	-37.735471	-45.479101	0.829714	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.397796	-37.735471	-45.910841	0.827924	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.395792	-37.735471	-46.329466	0.826675	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.393788	-37.735471	-46.729385	0.825967	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.391784	-37.735471	-47.105149	0.824177	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.389780	-37.735471	-47.466397	0.821383	full	3374966975014	1,0,0,0,0,0,0	ok
-1.387776	-37.735471	-44.618899	0.832759	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.385772	-37.735471	-45.068603	0.830093	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.383768	-37.735471	-45.511294	0.827841	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.381764	-37.735471	-45.944304	0.826051	continued:5	3374966975014	1,0,0,0,0,0,0	ok
