delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	T_scs	status
-1.500000	-37.635271	-44.613066	0.839968	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.497996	-37.635271	-45.093544	0.837509	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.495992	-37.635271	-45.566389	0.835385	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.493988	-37.635271	-46.029883	0.834008	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.491984	-37.635271	-46.476555	0.833172	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.489980	-37.635271	-46.900774	0.832798	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.487976	-37.635271	-47.297705	0.832631	full	3374966975014	1,0,0,0,0,0,0	ok
-1.485972	-37.635271	-44.663016	0.838699	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.483968	-37.635271	-45.140179	0.836240	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.481964	-37.635271	-45.609633	0.834115	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.479960	-37.635271	-46.069444	0.832738	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.477956	-37.635271	-46.512064	0.831902	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.475952	-37.635271	-46.931862	0.831528	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.473948	-37.635271	-47.324067	0.831027	full	3374966975014	1,0,0,0,0,0,0	ok
-1.471944	-37.635271	-44.713519	0.837424	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.469940	-37.635271	-45.187314	0.834758	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.467936	-37.635271	-45.655525	0.832840	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.465932	-37.635271	-46.111448	0.831463	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.463928	-37.635271	-46.549821	0.830627	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.461924	-37.635271	-46.965017	0.830460	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.459920	-37.635271	-47.350462	0.829418	full	3374966975014	1,0,0,0,0,0,0	ok
-1.457916	-37.635271	-44.761505	0.835937	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.455912	-37.635271	-45.234417	0.833478	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.453908	-37.635271	-45.699134	0.831560	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.451904	-37.635271	-46.151273	0.830183	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.449900	-37.635271	-46.585504	0.829347	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.447896	-37.635271	-46.996211	0.829180	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.445892	-37.635271	-47.376893	0.827803	full	3374966975014	1,0,0,0,0,0,0	ok
-1.443888	-37.635271	-44.949921	0.836560	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.441884	-37.635271	-45.388533	0.834308	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.439880	-37.635271	-45.820319	0.832518	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.437876	-37.635271	-46.240923	0.831141	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.435872	-37.635271	-46.645894	0.830433	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.433868	-37.635271	-47.028231	0.827974	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.431864	-37.635271	-47.403364	0.826183	full	3374966975014	1,0,0,0,0,0,0	ok
-1.429860	-37.635271	-44.980202	0.834935	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.427856	-37.635271	-45.420488	0.832683	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.425852	-37.635271	-45.853194	0.830893	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.423848	-37.635271	-46.273973	0.829516	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.421844	-37.635271	-46.678402	0.828808	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.419840	-37.635271	-47.059540	0.826683	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.417836	-37.635271	-47.429877	0.824558	full	3374966975014	1,0,0,0,0,0,0	ok
-1.415832	-37.635271	-44.569752	0.835865	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.413828	-37.635271	-45.016050	0.833071	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.411824	-37.635271	-45.458145	0.830819	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.409820	-37.635271	-45.891802	0.829029	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.407816	-37.635271	-46.312680	0.827780	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.405812	-37.635271	-46.715162	0.826944	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.403808	-37.635271	-47.094931	0.825153	continued:5	3374966975014	1,0,0,0,0,0,0	ok
