delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	T_scs	status
-1.500000	-38.587174	-45.341677	0.835870	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.497996	-38.587174	-45.818153	0.834287	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.495992	-38.587174	-46.279234	0.833451	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.493988	-38.587174	-46.717580	0.832949	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.491984	-38.587174	-47.129794	0.832989	full	3374966975014	1,0,0,0,0,0,0	ok
-1.489980	-38.587174	-44.895337	0.836819	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.487976	-38.587174	-45.380961	0.834694	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.485972	-38.587174	-45.855273	0.833317	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.483968	-38.587174	-46.311729	0.832481	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.481964	-38.587174	-46.745255	0.831980	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.479960	-38.587174	-47.152479	0.832019	full	3374966975014	1,0,0,0,0,0,0	ok
-1.477956	-38.587174						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.475952	-38.587174						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.473948	-38.587174						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.471944	-38.587174						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.469940	-38.587174						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.467936	-38.587174						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.465932	-38.587174						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.463928	-38.587174						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.461924	-38.587174						error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
