delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	T_scs	status
-1.500000	-38.186373	-46.348576	0.833875	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.497996	-38.186373	-46.782430	0.833374	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.495992	-38.186373	-47.190328	0.833413	full	3374966975014	1,0,0,0,0,0,0	ok
-1.493988	-38.186373	-44.980364	0.837222	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.491984	-38.186373	-45.459778	0.835097	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.489980	-38.186373	-45.928886	0.833720	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.487976	-38.186373	-46.380708	0.832884	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.485972	-38.186373	-46.809905	0.832383	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.483968	-38.186373	-47.212958	0.832422	full	3374966975014	1,0,0,0,0,0,0	ok
-1.481964	-38.186373	-45.024164	0.836094	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.479960	-38.186373	-45.500895	0.834176	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.477956	-38.186373	-45.964947	0.832593	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.475952	-38.186373	-46.413658	0.831757	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.473948	-38.186373	-46.839388	0.831589	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.471944	-38.186373	-47.235604	0.831216	full	3374966975014	1,0,0,0,0,0,0	ok
-1.469940	-38.186373	-45.064889	0.835061	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.467936	-38.186373	-45.538059	0.832936	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.465932	-38.186373	-46.000547	0.831559	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.463928	-38.186373	-46.445177	0.830723	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.461924	-38.186373	-46.866580	0.830556	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.459920	-38.186373	-47.258269	0.829848	full	3374966975014	1,0,0,0,0,0,0	ok
-1.457916	-38.186373	-45.105834	0.833817	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.455912	-38.186373	-45.577642	0.831899	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.453908	-38.186373	-46.036241	0.830522	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.451904	-38.186373	-46.476757	0.829686	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.449900	-38.186373	-46.893807	0.829519	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.447896	-38.186373	-47.280956	0.828476	full	3374966975014	1,0,0,0,0,0,0	ok
-1.445892	-38.186373	-44.682164	0.835085	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.443888	-38.186373	-45.158601	0.832626	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.441884	-38.186373	-45.625588	0.830708	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.439880	-38.186373	-46.079259	0.829331	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.437876	-38.186373	-46.514621	0.828623	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.435872	-38.186373	-46.925072	0.828249	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.433868	-38.186373	-47.307453	0.826872	full	3374966975014	1,0,0,0,0,0,0	ok
-1.431864	-38.186373	-44.737969	0.833809	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.429860	-38.186373	-45.210455	0.831350	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.427856	-38.186373	-45.673501	0.829432	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.425852	-38.186373	-46.123015	0.828183	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.423848	-38.186373	-46.552657	0.827347	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.421844	-38.186373	-46.958420	0.827180	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.419840	-38.186373	-47.333987	0.825262	full	3374966975014	1,0,0,0,0,0,0	ok
-1.417836	-38.186373	-44.786933	0.832322	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.415832	-38.186373	-45.258294	0.830070	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.413828	-38.186373	-45.717646	0.828152	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.411824	-38.186373	-46.163215	0.826902	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.409820	-38.186373	-46.588597	0.826066	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.407816	-38.186373	-46.989795	0.825899	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.405812	-38.186373	-47.360559	0.823647	full	3374966975014	1,0,0,0,0,0,0	ok
-1.403808	-38.186373	-44.562586	0.835585	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.401804	-38.186373	-45.000629	0.832919	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.399800	-38.186373	-45.433464	0.830795	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.397796	-38.186373	-45.857021	0.829211	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.395792	-38.186373	-46.266383	0.827962	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.393788	-38.186373	-46.658286	0.827253	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.391784	-38.186373	-47.027282	0.824588	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.389780	-38.186373	-47.390977	0.821795	full	2602619	1,0,0,0,0,0	ok
-1.387776	-38.186373	-44.592922	0.833853	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.385772	-38.186373	-45.032268	0.831187	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.383768	-38.186373	-45.465699	0.828935	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.381764	-38.186373	-45.890472	0.827351	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.379760	-38.186373	-46.300202	0.826102	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.377756	-38.186373	-46.691680	0.825394	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.375752	-38.186373	-47.059533	0.822728	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.373747	-38.186373	-47.421453	0.819935	full	2602619	1,0,0,0,0,0	ok
-1.371743	-38.186373	-44.620227	0.831986	continued:5	2602619	1,0,0,0,0,0	ok
-1.369739	-38.186373	-45.062590	0.829321	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.367735	-38.186373	-45.498105	0.827068	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.365731	-38.186373	-45.924071	0.825485	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.363727	-38.186373	-46.334145	0.824235	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.361723	-38.186373	-46.725170	0.823527	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.359719	-38.186373	-47.091859	0.820862	continued:5	2602619	1,0,0,0,0,0	ok
-1.357715	-38.186373	-47.451990	0.818068	full	3374966975014	1,0,0,0,0,0,0	ok
-1.355711	-38.186373	-44.647719	0.830112	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.353707	-38.186373	-45.093095	0.827447	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.351703	-38.186373	-45.530681	0.825194	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.349699	-38.186373	-45.957820	0.823611	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.347695	-38.186373	-46.368210	0.822361	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.345691	-38.186373	-46.758759	0.821653	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.343687	-38.186373	-47.124262	0.818988	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.341683	-38.186373	-47.482591	0.816194	full	2602619	1,0,0,0,0,0	ok
-1.339679	-38.186373	-44.679778	0.828231	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.337675	-38.186373	-45.127791	0.825565	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.335671	-38.186373	-45.567124	0.823440	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.333667	-38.186373	-45.993809	0.821650	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.331663	-38.186373	-46.405125	0.820608	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.329659	-38.186373	-46.793736	0.819899	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.327655	-38.186373	-47.156744	0.817106	continued:5	2602619	1,0,0,0,0,0	ok
-1.325651	-38.186373	-47.513258	0.814313	full	2602619	1,0,0,0,0,0	ok
-1.323647	-38.186373	-44.709258	0.826469	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.321643	-38.186373	-45.158686	0.823676	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.319639	-38.186373	-45.600055	0.821551	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.317635	-38.186373	-46.027865	0.819761	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.315631	-38.186373	-46.439443	0.818719	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.313627	-38.186373	-46.827525	0.818010	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.311623	-38.186373	-47.189306	0.815217	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.309619	-38.186373	-47.543994	0.812424	full	2602619	1,0,0,0,0,0	ok
-1.307615	-38.186373	-44.741871	0.824573	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.305611	-38.186373	-45.193898	0.821907	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.303607	-38.186373	-45.635575	0.819655	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.301603	-38.186373	-46.064301	0.818071	continued:5	3374964376952	-1,0,0,0,0,0,0	ok
-1.299599	-38.186373	-46.473885	0.816822	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.297595	-38.186373	-46.861414	0.816114	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.295591	-38.186373	-47.221951	0.813321	continued:5	2602619	1,0,0,0,0,0	ok
-1.293587	-38.186373	-47.574802	0.810527	full	2602619	1,0,0,0,0,0	ok
